openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url
OL7699674A,Wouter ten Have,1,Q88399817,Wouter Ten Have,researcher,http://www.wikidata.org/entity/Q88399817
OL7699674A,Wouter ten Have,2,Q112536888,W. D. ten Have,,http://www.wikidata.org/entity/Q112536888
OL7699673A,Steven ten Have,1,Q89132205,Steven Ten Have,researcher,http://www.wikidata.org/entity/Q89132205
OL7699673A,Steven ten Have,2,Q2242018,Steven ten Have,Dutch writer,http://www.wikidata.org/entity/Q2242018
OL7564045A,Camille Fournier,1,Q51561371,Camille Fournier,French actor (1905-1989),http://www.wikidata.org/entity/Q51561371
OL7564045A,Camille Fournier,2,Q27335726,Camille Fournier,American businesswoman,http://www.wikidata.org/entity/Q27335726
OL7564045A,Camille Fournier,3,Q9387641,Zaza Fournier,French singer,http://www.wikidata.org/entity/Q9387641
OL7708458A,APMG,1,Q79847592,APMGS 222532.2-651956.8,galaxy,http://www.wikidata.org/entity/Q79847592
OL7708458A,APMG,2,Q93799614,LEDA 73916,galaxy in the constellation Sculptor,http://www.wikidata.org/entity/Q93799614
OL7708458A,APMG,3,Q88249548,APMGS 033230.8-290839,galaxy,http://www.wikidata.org/entity/Q88249548
OL7708458A,APMG,4,Q87703724,APMGS 030926.17-270705.8,galaxy in the constellation Fornax,http://www.wikidata.org/entity/Q87703724
OL7708458A,APMG,5,Q83845970,APMGS 215018.2-555049,galaxy in the constellation Indus,http://www.wikidata.org/entity/Q83845970
OL3329002A,Bennet Lientz,1,Q102179566,Bennet Price Lientz,Ph.D. University of Washington 1968,http://www.wikidata.org/entity/Q102179566
OL3329003A,Kathryn Rea,1,Q62518730,Kathryn Reardon-Smith,researcher,http://www.wikidata.org/entity/Q62518730
OL3329003A,Kathryn Rea,2,Q21341358,Kathryn Read,herpetologist,http://www.wikidata.org/entity/Q21341358
OL5450805A,Dean Anderson,1,Q104798769,Dean P Anderson,researcher,http://www.wikidata.org/entity/Q104798769
OL5450805A,Dean Anderson,2,Q107473471,Dean Anderson,Canadian ice hockey player,http://www.wikidata.org/entity/Q107473471
OL5450805A,Dean Anderson,3,Q5245982,Dean Anderson,Australian footballer,http://www.wikidata.org/entity/Q5245982
OL5450805A,Dean Anderson,4,Q100720574,Dean Anderson,college basketball player (1975–1977) Wisconsin,http://www.wikidata.org/entity/Q100720574
OL5450805A,Dean Anderson,5,Q133742253,Dean Anderson,,http://www.wikidata.org/entity/Q133742253
OL1003227A,Bernard Burnes,1,Q112444995,Bernard Burnes,,http://www.wikidata.org/entity/Q112444995
OL218130A,August-Wilhelm Scheer,1,Q95485,August-Wilhelm Scheer,German business theorist,http://www.wikidata.org/entity/Q95485
OL218130A,August-Wilhelm Scheer,2,Q64143653,AWS-Institute for digitized products and processes,"facility in Saarbrücken, Germany",http://www.wikidata.org/entity/Q64143653
OL7900742A,Frank Voehl,1,Q112518109,Frank Voehl,,http://www.wikidata.org/entity/Q112518109
OL2633920A,H. James Harrington,1,Q112398667,H. James Harrington,,http://www.wikidata.org/entity/Q112398667
OL2633920A,H. James Harrington,2,Q18593160,James Harrington,English lawyer,http://www.wikidata.org/entity/Q18593160
OL218618A,Marcus Gonçalves,1,Q56507044,Marcus D Goncalves,researcher,http://www.wikidata.org/entity/Q56507044
OL218618A,Marcus Gonçalves,2,Q131758748,Guellwaar Adún,Brazilian writer and poet,http://www.wikidata.org/entity/Q131758748
OL6789733A,John Hayes,1,Q478686,John Hayes,British politician (born 1958),http://www.wikidata.org/entity/Q478686
OL6789733A,John Hayes,2,Q16065822,John Hayes,"British portrait-painter, born 1786 (1786–1866)",http://www.wikidata.org/entity/Q16065822
OL6789733A,John Hayes,3,Q6238378,John Hayes,British Royal Navy officer (18th century),http://www.wikidata.org/entity/Q6238378
OL6789733A,John Hayes,4,Q30106529,John Hayes,American businessman (born 1965),http://www.wikidata.org/entity/Q30106529
OL6789733A,John Hayes,5,Q38318853,John D. Hayes,researcher,http://www.wikidata.org/entity/Q38318853
OL6933050A,Sarah Lewis,1,Q110559282,Sarah Lewis,24 Jul 1774 -,http://www.wikidata.org/entity/Q110559282
OL6933050A,Sarah Lewis,2,Q110413787,Sarah Lewis,,http://www.wikidata.org/entity/Q110413787
OL6933050A,Sarah Lewis,3,Q113336124,Sarah Lewis,9 Jul 1681 - certain 5 Jan 1718,http://www.wikidata.org/entity/Q113336124
OL6933050A,Sarah Lewis,4,Q131008252,Sarah Lewis,9 Nov 1698 - 8 Jun 1765,http://www.wikidata.org/entity/Q131008252
OL6933050A,Sarah Lewis,5,Q37613585,Sarah J Lewis,researcher (ORCID 0000-0003-4311-6890),http://www.wikidata.org/entity/Q37613585
OL64477A,Annabel C. Beerel,1,Q112387828,Annabel C. Beerel,1953-,http://www.wikidata.org/entity/Q112387828
OL1101366A,Mahmoud Ezzamel,1,Q16728891,Mahmoud Ezzamel,British academic,http://www.wikidata.org/entity/Q16728891
OL409080A,Chris Green,1,Q117193524,Chris Green,American poet,http://www.wikidata.org/entity/Q117193524
OL409080A,Chris Green,2,Q2048639,Chris Green,British cellist,http://www.wikidata.org/entity/Q2048639
OL409080A,Chris Green,3,Q19957945,Chris Green,British Conservative Party politician,http://www.wikidata.org/entity/Q19957945
OL409080A,Chris Green,4,Q76736678,Chris Green,Brexit Party candidate in the 2019 United Kingdom General Election,http://www.wikidata.org/entity/Q76736678
OL409080A,Chris Green,5,Q59162298,Chris Green,British archaeologist,http://www.wikidata.org/entity/Q59162298
OL381405A,Joseph Tidd,1,Q93372493,Joseph Tidd,Professor of technology and innovation management,http://www.wikidata.org/entity/Q93372493
OL2729737A,Joe Tidd,1,Q93372493,Joseph Tidd,Professor of technology and innovation management,http://www.wikidata.org/entity/Q93372493
OL2730078A,John Bessant,1,Q16009909,John Bessant,cricketer (1892-1982),http://www.wikidata.org/entity/Q16009909
OL2730078A,John Bessant,2,Q112404322,J. R. Bessant,,http://www.wikidata.org/entity/Q112404322
OL19869A,Keith Pavitt,1,Q3194763,Keith Pavitt,British economist (1937-2002),http://www.wikidata.org/entity/Q3194763
OL802404A,Dietmar Vahs,1,Q1223576,Dietmar Vahs,German economist,http://www.wikidata.org/entity/Q1223576
OL229230A,Jeffrey P. Davidson,1,Q112397006,Jeffrey P. Davidson,,http://www.wikidata.org/entity/Q112397006
OL2971609A,Michael Kenworthy,1,Q6831848,Michael Kenworthy,American actor,http://www.wikidata.org/entity/Q6831848
OL2971609A,Michael Kenworthy,2,Q139476853,Michael Kenworthy,,http://www.wikidata.org/entity/Q139476853
OL6605196A,Elizabeth A. Cudney,1,Q90264377,Elizabeth A Cudney,researcher (ORCID 0000-0002-3990-0474),http://www.wikidata.org/entity/Q90264377
OL15912311A,David Miller,1,Q927439,David Miller,film director (1909–1992),http://www.wikidata.org/entity/Q927439
OL15912311A,David Miller,2,Q108162609,David Miller,"British Royal Navy officer, lieutenant in 1840",http://www.wikidata.org/entity/Q108162609
OL15912311A,David Miller,3,Q104531266,David W. Miller,particle physicist,http://www.wikidata.org/entity/Q104531266
OL15912311A,David Miller,4,Q15455696,David Miller,"American architect, born 1944",http://www.wikidata.org/entity/Q15455696
OL15912311A,David Miller,5,Q118220866,David Miller,American mathematician,http://www.wikidata.org/entity/Q118220866
OL2812382A,Chip Heath,1,Q16252439,Chip Heath,American writer,http://www.wikidata.org/entity/Q16252439
OL231767A,John P. Kotter,1,Q935152,John Kotter,American economist (1947-),http://www.wikidata.org/entity/Q935152
OL2951994A,Daniel Bloom,1,Q9201283,Daniel Bloom,Polish musician,http://www.wikidata.org/entity/Q9201283
OL2951994A,Daniel Bloom,2,Q125356254,Daniel Bloomfield,Jamaican Rhodes Scholar,http://www.wikidata.org/entity/Q125356254
OL7618544A,David Heinemeier Hansson,1,Q719413,David Heinemeier Hansson,"programmer, racing driver, creator of Ruby on Rails",http://www.wikidata.org/entity/Q719413
OL390259A,Ronald J. Ebert,1,Q112392395,Ronald J. Ebert,,http://www.wikidata.org/entity/Q112392395
OL227233A,Norman Gaither,1,Q112397021,Norman Gaither,,http://www.wikidata.org/entity/Q112397021
OL402185A,Scott M. Shafer,1,Q112496868,Scott M. Shafer,,http://www.wikidata.org/entity/Q112496868
OL1518264A,Nigel Slack,1,Q10336827,Nigel Slack,,http://www.wikidata.org/entity/Q10336827
OL1518264A,Nigel Slack,2,Q139266343,Nigel Slack,election candidate,http://www.wikidata.org/entity/Q139266343
OL370287A,Robert Johnston,1,Q109806953,Robert Johnston,archaeologist,http://www.wikidata.org/entity/Q109806953
OL370287A,Robert Johnston,2,Q65045599,Robert Johnston,Australian naval officer (1792-1882),http://www.wikidata.org/entity/Q65045599
OL370287A,Robert Johnston,3,Q7346160,Robert Johnston,Irish recipient of the Victoria Cross (1872-1950),http://www.wikidata.org/entity/Q7346160
OL370287A,Robert Johnston,4,Q117051777,Robert Johnston,"Minister of the Church of Scotland, d. 1738",http://www.wikidata.org/entity/Q117051777
OL370287A,Robert Johnston,5,Q112422535,Robert Johnston,,http://www.wikidata.org/entity/Q112422535
OL1955312A,R. Panneerselvam,1,Q7273907,R. Panneerselvam,Indian film director,http://www.wikidata.org/entity/Q7273907
OL1193811A,Elwood Spencer Buffa,1,Q59627441,Elwood Spencer Buffa,"born:1923|died:2005|; Buffa, Elwood S.; Buffa, Elwood Spencer; Buffa, Elwood S. 1923-; Buffa, Elwood Spencer, 1923-2005; Buffa, Elwood S. (Elwood Spencer), 1923-",http://www.wikidata.org/entity/Q59627441
OL549981A,David K. Hayes,1,Q112453649,David K. Hayes,,http://www.wikidata.org/entity/Q112453649
OL721066A,Ray Wild,1,Q125402117,Ray Wild,,http://www.wikidata.org/entity/Q125402117
OL235937A,Mark M. Davis,1,Q1900227,Mark M. Davis,"American molecular biologist, Professor at Stanford University",http://www.wikidata.org/entity/Q1900227
OL38059A,James B. Dilworth,1,Q112383322,James B. Dilworth,,http://www.wikidata.org/entity/Q112383322
OL245994A,Steve Brown,1,Q7612051,Steve Brown,British composer (1954–2024),http://www.wikidata.org/entity/Q7612051
OL245994A,Steve Brown,2,Q114101427,Steve Brown,,http://www.wikidata.org/entity/Q114101427
OL245994A,Steve Brown,3,Q7612054,Steve Brown,"English former professional association football player, born 1973",http://www.wikidata.org/entity/Q7612054
OL245994A,Steve Brown,4,Q8990972,Steve Brown,English footballer (born 1966),http://www.wikidata.org/entity/Q8990972
OL245994A,Steve Brown,5,Q7612055,Steve Brown,"former English footballer now Assistant Manager, born 1972",http://www.wikidata.org/entity/Q7612055
OL7482935A,Fu Jia,1,Q106545441,Fu Jia,,http://www.wikidata.org/entity/Q106545441
OL7482935A,Fu Jia,2,Q41705,Fujian,"province of the People's Republic of China, covering the mountainous coast opposite Taiwan",http://www.wikidata.org/entity/Q41705
OL7482935A,Fu Jia,3,Q1048629,Fu Jia,Cao Wei state official (209-255),http://www.wikidata.org/entity/Q1048629
OL7482935A,Fu Jia,4,Q91113663,Fu Jia,researcher (ORCID 0000-0002-9830-121X),http://www.wikidata.org/entity/Q91113663
OL7482935A,Fu Jia,5,Q1071647,Fú Jiàn,founding emperor of the Di-led Chinese Former Qin dynasty during the Sixteen Kingdoms period,http://www.wikidata.org/entity/Q1071647
OL2626801A,Richard J. Schonberger,1,Q112378637,Richard Schonberger,economist,http://www.wikidata.org/entity/Q112378637
OL2655823A,L. Joseph Thomas,1,Q6456528,L. Joseph Thomas,American academic,http://www.wikidata.org/entity/Q6456528
OL2648632A,Larry P. Ritzman,1,Q112483191,Larry P. Ritzman,,http://www.wikidata.org/entity/Q112483191
OL2653346A,Manoj K. Malhotra,1,Q112483193,Manoj K. Malhotra,,http://www.wikidata.org/entity/Q112483193
OL1012230A,Robert D. Reid,1,Q102269600,Robert D. Reid,Ph.D. University of Warwick 2000,http://www.wikidata.org/entity/Q102269600
OL2737990A,Nada R. Sanders,1,Q66532068,Nada R. Sanders,American supply chain expert,http://www.wikidata.org/entity/Q66532068
OL1429410A,David Barnes,1,Q5231137,David Barnes,Australian archer,http://www.wikidata.org/entity/Q5231137
OL1429410A,David Barnes,2,Q5231133,David Barnes,boxer,http://www.wikidata.org/entity/Q5231133
OL1429410A,David Barnes,3,Q5231135,David Barnes,English association footballer (born 1961),http://www.wikidata.org/entity/Q5231135
OL1429410A,David Barnes,4,Q102371800,David Barnes,Ph.D. University of Georgia 1994,http://www.wikidata.org/entity/Q102371800
OL1429410A,David Barnes,5,Q125784421,David Barnes,British industrialist,http://www.wikidata.org/entity/Q125784421
OL7582321A,Chuck Munson,1,Q139465712,Chuck Munson,,http://www.wikidata.org/entity/Q139465712
OL36499A,Terry Hill,1,Q100803664,Terry Hill,college basketball player (1967–1969) American,http://www.wikidata.org/entity/Q100803664
OL36499A,Terry Hill,2,Q112367833,Terry Hill,1940-,http://www.wikidata.org/entity/Q112367833
OL36499A,Terry Hill,3,Q100803661,Terry Hill,college basketball player (2004–2005) Grambling,http://www.wikidata.org/entity/Q100803661
OL36499A,Terry Hill,4,Q100803662,Terry Hill,college basketball player (2006–2006) Savannah State,http://www.wikidata.org/entity/Q100803662
OL36499A,Terry Hill,5,Q59683361,Terry E Hill,researcher ORCID ID = 0000-0002-6771-8813,http://www.wikidata.org/entity/Q59683361
OL390608A,Jim Kilby,1,Q139453665,Jim Kilby,,http://www.wikidata.org/entity/Q139453665
OL2737594A,Jim Fox,1,Q378824,Jim Fox,British modern pentathlete,http://www.wikidata.org/entity/Q378824
OL2737594A,Jim Fox,2,Q126958562,Jim Fox,American football player,http://www.wikidata.org/entity/Q126958562
OL2737594A,Jim Fox,3,Q125244403,Jim Fox,"American architect, active in Highlands",http://www.wikidata.org/entity/Q125244403
OL2737594A,Jim Fox,4,Q100982153,Jim Fox,college basketball player (1967–1968) Drake,http://www.wikidata.org/entity/Q100982153
OL2737594A,Jim Fox,5,Q3808335,Jim Fox,American basketball player,http://www.wikidata.org/entity/Q3808335
OL257213A,Conrad Lashley,1,Q139436123,Conrad Lashley,,http://www.wikidata.org/entity/Q139436123
OL7203538A,Philip Gibson,1,Q112536432,Philip Gibson,,http://www.wikidata.org/entity/Q112536432
OL7203538A,Philip Gibson,2,Q10349147,Philip G. Hodge,American applied mathematician,http://www.wikidata.org/entity/Q10349147
OL7203538A,Philip Gibson,3,Q76096671,Philip Gibson in Haddington,Peerage person ID=528193,http://www.wikidata.org/entity/Q76096671
OL2730366A,Stanley E. Portny,1,Q116486036,Stanley E. Portny,"American engineer, project manager and entrepreneur",http://www.wikidata.org/entity/Q116486036
OL2825763A,Harvey Maylor,1,Q94654199,Harvey Maylor,researcher,http://www.wikidata.org/entity/Q94654199
OL5477272A,Bob Hughes,1,Q59282151,"Robert ""Judge"" Hughes",American football player and coach,http://www.wikidata.org/entity/Q59282151
OL5477272A,Bob Hughes,2,Q124071597,Bob Hughes,American lacrosse player (Syracuse),http://www.wikidata.org/entity/Q124071597
OL5477272A,Bob Hughes,3,Q2157626,Bob Hughes,British politician (1932-1922),http://www.wikidata.org/entity/Q2157626
OL5477272A,Bob Hughes,4,Q2512679,Bob Hughes,soap character,http://www.wikidata.org/entity/Q2512679
OL5477272A,Bob Hughes,5,Q100806307,Bob Hughes,college basketball player (1948–1950) Northwestern,http://www.wikidata.org/entity/Q100806307
OL2636200A,Erik W. Larson,1,Q112485914,Erik W. Larson,,http://www.wikidata.org/entity/Q112485914
OL2656011A,Nancy Joyce,1,Q63892664,Nancy Joyce,"musical character in the musical The Dancing Mistress; ""dancing mistress of """"Down House"""" """,http://www.wikidata.org/entity/Q63892664
OL2656011A,Nancy Joyce,2,Q75993102,Nancy Joyce Studdert,Peerage person ID=454168,http://www.wikidata.org/entity/Q75993102
OL2656011A,Nancy Joyce,3,Q6962912,Nancy Peters,American writer and publisher,http://www.wikidata.org/entity/Q6962912
OL2656011A,Nancy Joyce,4,Q75697750,Nancy Joyce Beale,Peerage person ID=292429,http://www.wikidata.org/entity/Q75697750
OL2656011A,Nancy Joyce,5,Q6962574,Nancy Buckingham,British writer of gothic and romance novels (born 1924),http://www.wikidata.org/entity/Q6962574
OL1424745A,Peter Fewings,1,Q139478043,Peter Fewings,,http://www.wikidata.org/entity/Q139478043
OL7342127A,Mark C. Layton,1,Q119268884,Mark C. Layton,,http://www.wikidata.org/entity/Q119268884
OL7277660A,Kory Kogon,1,Q120595797,Kory Kogon,,http://www.wikidata.org/entity/Q120595797
OL28562A,Jeffrey K. Pinto,1,Q112403690,Jeffrey K. Pinto,,http://www.wikidata.org/entity/Q112403690
OL365623A,Robert K. Wysocki,1,Q112441319,Robert K. Wysocki,,http://www.wikidata.org/entity/Q112441319
OL875828A,P. K. Joy,1,Q94648395,P. K. Joy,,http://www.wikidata.org/entity/Q94648395
OL2730966A,Brian E. Kramer,1,Q112452046,Brian Kramer,,http://www.wikidata.org/entity/Q112452046
OL397305A,Jack Gido,1,Q112480766,Jack Gido,,http://www.wikidata.org/entity/Q112480766
OL3291729A,James P. Clements,1,Q16973357,James P. Clements,American computer scientist and academic administrator,http://www.wikidata.org/entity/Q16973357
OL718530A,Avraham Shtub,1,Q87888792,Avraham Shtub,researcher,http://www.wikidata.org/entity/Q87888792
OL718530A,Avraham Shtub,2,Q118914936,Avraham Shtub,,http://www.wikidata.org/entity/Q118914936
OL238316A,Jonathan F. Bard,1,Q102260578,Jonathan F. Bard,Sc.D. The George Washington University 1979,http://www.wikidata.org/entity/Q102260578
OL1237529A,Shlomo Globerson,1,Q30527030,Shlomo Globerson,Israeli university teacher,http://www.wikidata.org/entity/Q30527030
OL4772139A,Jack Gido,1,Q112480766,Jack Gido,,http://www.wikidata.org/entity/Q112480766
OL7937732A,Jim Clements,1,Q100770268,Jim Clements,college basketball player (1973–1974) South Carolina,http://www.wikidata.org/entity/Q100770268
OL7937732A,Jim Clements,2,Q78416907,Jim Clements,American football coach and player,http://www.wikidata.org/entity/Q78416907
OL7937732A,Jim Clements,3,Q3161091,James Clements,"American ornithologist, author and businessman (1927-2005)",http://www.wikidata.org/entity/Q3161091
OL7937732A,Jim Clements,4,Q16973357,James P. Clements,American computer scientist and academic administrator,http://www.wikidata.org/entity/Q16973357
OL4440582A,Rose Baker,1,Q60058974,Rose D Baker,researcher ORCID ID = 0000-0003-3555-3425,http://www.wikidata.org/entity/Q60058974
OL4440582A,Rose Baker,2,Q75642150,Rose Hickman,Peerage person ID=265679,http://www.wikidata.org/entity/Q75642150
OL4440582A,Rose Baker,3,Q89163820,Rose Baker,researcher,http://www.wikidata.org/entity/Q89163820
OL4440582A,Rose Baker,4,Q43492460,Rose Baker,British statistician,http://www.wikidata.org/entity/Q43492460
OL4440582A,Rose Baker,5,Q4849102,Baker-Miller Pink,color,http://www.wikidata.org/entity/Q4849102
OL7485326A,Rory Burke,1,Q112479589,Rory Burke,1952-,http://www.wikidata.org/entity/Q112479589
OL7485326A,Rory Burke,2,Q141492355,Rory Burke,,http://www.wikidata.org/entity/Q141492355
OL7485326A,Rory Burke,3,Q137907320,Rory Burke,Irish hurler,http://www.wikidata.org/entity/Q137907320
OL7485326A,Rory Burke,4,Q29623907,Rory Burke,Irish rugby union player (1994-),http://www.wikidata.org/entity/Q29623907
OL7485326A,Rory Burke,5,Q137907323,Rory Burke,,http://www.wikidata.org/entity/Q137907323
OL1657128A,Clifford F. Gray,1,Q120432303,Clifford F. Gray,1930-,http://www.wikidata.org/entity/Q120432303
OL5849949A,John M. Nicholas,1,Q112486942,John M. Nicholas,,http://www.wikidata.org/entity/Q112486942
OL2734644A,Herman Steyn,1,Q139433827,Herman Steyn,,http://www.wikidata.org/entity/Q139433827
OL5795331A,David Shirley,1,Q91226344,David J Shirley,researcher (ORCID 0000-0003-4529-0403),http://www.wikidata.org/entity/Q91226344
OL5795331A,David Shirley,2,Q23879783,David A. Shirley,American chemist (1934-2021),http://www.wikidata.org/entity/Q23879783
OL5795331A,David Shirley,3,Q64176932,David Shirley Papers (NAID 66956626),series in the National Archives and Records Administration's holdings,http://www.wikidata.org/entity/Q64176932
OL5795331A,David Shirley,4,Q64208016,David Shirley's Program Files (NAID 66956636),series in the National Archives and Records Administration's holdings,http://www.wikidata.org/entity/Q64208016
OL5795331A,David Shirley,5,Q64206370,David Shirley's Program Correspondence Files (NAID 66799073),series in the National Archives and Records Administration's holdings,http://www.wikidata.org/entity/Q64206370
OL768789A,Lewis R. Ireland,1,Q112480252,Lewis R. Ireland,,http://www.wikidata.org/entity/Q112480252
OL3697781A,Clifford Gray,1,Q1101261,Clifford Gray,American bobsledder and actor (1892–1969),http://www.wikidata.org/entity/Q1101261
OL3697781A,Clifford Gray,2,Q100797126,Clifford Gray,college basketball player (2000–2000) Idaho,http://www.wikidata.org/entity/Q100797126
OL3697781A,Clifford Gray,3,Q1101276,Clifford Grey,"English songwriter, actor and screenwriter (1887–1941)",http://www.wikidata.org/entity/Q1101276
OL3697781A,Clifford Gray,4,Q5132952,Clifford Gray,American politician,http://www.wikidata.org/entity/Q5132952
OL3697781A,Clifford Gray,5,Q106604560,Clifford Gray Twombly,American clergyman (1869-1942),http://www.wikidata.org/entity/Q106604560
OL2650932A,Ken Schwaber,1,Q93032,Ken Schwaber,American computer scientist,http://www.wikidata.org/entity/Q93032
OL1438336A,Scott Berkun,1,Q7435985,Scott Berkun,"Author, speaker",http://www.wikidata.org/entity/Q7435985
OL19395A,Tom DeMarco,1,Q93115,Tom DeMarco,"American software engineer, author, and consultant",http://www.wikidata.org/entity/Q93115
OL2879818A,Greg Horine,1,Q139454091,Greg Horine,,http://www.wikidata.org/entity/Q139454091
OL235974A,Sidney M. Levy,1,Q112386587,Sidney M. Levy,,http://www.wikidata.org/entity/Q112386587
OL719205A,Michael Armstrong,1,Q14946817,Michael Armstrong,British politician (1924-1982),http://www.wikidata.org/entity/Q14946817
OL719205A,Michael Armstrong,2,Q6828266,Michael Armstrong,British writer and director,http://www.wikidata.org/entity/Q6828266
OL719205A,Michael Armstrong,3,Q106082173,Michael Armstrong,British politician,http://www.wikidata.org/entity/Q106082173
OL719205A,Michael Armstrong,4,Q112352177,Michael Armstrong,British economist (1928-),http://www.wikidata.org/entity/Q112352177
OL719205A,Michael Armstrong,5,Q80553023,Michael Armstrong,US newspaperman and author (1956- ),http://www.wikidata.org/entity/Q80553023
OL32869A,Aubrey C. Daniels,1,Q4819095,Aubrey C. Daniels,American psychologist,http://www.wikidata.org/entity/Q4819095
OL2817860A,Jon S. Bailey,1,Q133569030,Jon S. Bailey,American teacher and psychologist,http://www.wikidata.org/entity/Q133569030
OL1436313A,Herman Aguinis,1,Q22003019,Herman Aguinis,business theorist,http://www.wikidata.org/entity/Q22003019
OL7539915A,Jack Alexander,1,Q130527393,Jack Alexander,,http://www.wikidata.org/entity/Q130527393
OL7539915A,Jack Alexander,2,Q61107147,"John W. Alexander, Jr.",American mathematician and professor (1938-2022),http://www.wikidata.org/entity/Q61107147
OL7539915A,Jack Alexander,3,Q6110980,Jack Alexander,modern pentathlete,http://www.wikidata.org/entity/Q6110980
OL7539915A,Jack Alexander,4,Q1190693,Jack Huston,British actor,http://www.wikidata.org/entity/Q1190693
OL7539915A,Jack Alexander,5,Q102150700,Jack Alexander Lees,Ph.D. The University of Chicago 1967,http://www.wikidata.org/entity/Q102150700
OL2824602A,Angela Baron,1,Q52236834,Angela Baron,German pornographic actress,http://www.wikidata.org/entity/Q52236834
OL2824602A,Angela Baron,2,Q119582901,Angela Baron,,http://www.wikidata.org/entity/Q119582901
OL2824602A,Angela Baron,3,Q112481349,Angela Baroni,,http://www.wikidata.org/entity/Q112481349
OL2824602A,Angela Baron,4,Q112888535,Ángela Barón,Colombian-American soccer player,http://www.wikidata.org/entity/Q112888535
OL2824602A,Angela Baron,5,Q75366258,Angela Baronin Griessenbeck von Griessenbach,(born 1956),http://www.wikidata.org/entity/Q75366258
OL1437382A,Mike Bourne,1,Q112499304,Mike Bourne,,http://www.wikidata.org/entity/Q112499304
OL375198A,A. S. Kohli,1,Q113792851,Arbinder Singh Kohli,,http://www.wikidata.org/entity/Q113792851
OL4436663A,T. V. Rao,1,Q103635487,T. Venkata Rao,professor of clinical psychiatry,http://www.wikidata.org/entity/Q103635487
OL4436663A,T. V. Rao,2,Q7668794,T. V. Rao,Indian academic,http://www.wikidata.org/entity/Q7668794
OL7346974A,Ron Dimon,1,Q112467375,Ron Dimon,,http://www.wikidata.org/entity/Q112467375
OL8468832A,Poonam Khurana,1,Q87417067,Poonam Khurana,associate professor of clinical pediatrics,http://www.wikidata.org/entity/Q87417067
OL7200482A,Peter Wiggers,1,Q133477781,Peter Wiggers,,http://www.wikidata.org/entity/Q133477781
OL216889A,Kornel Terplan,1,Q112423517,Kornel Terplan,,http://www.wikidata.org/entity/Q112423517
OL236518A,Robert Bacal,1,Q58811297,Robert Bacallao,researcher ORCID ID = 0000-0002-5703-5701,http://www.wikidata.org/entity/Q58811297
OL236518A,Robert Bacal,2,Q130768108,Robert Bacalja,,http://www.wikidata.org/entity/Q130768108
OL1918598A,Lee Parker,1,Q116501514,Lee Parker,rugby league footballer,http://www.wikidata.org/entity/Q116501514
OL1918598A,Lee Parker,2,Q75684758,Lee Parker,(born 1970),http://www.wikidata.org/entity/Q75684758
OL9502284A,Wouter Van Dooren,1,Q139426629,Wouter Van Dooren,,http://www.wikidata.org/entity/Q139426629
OL2667214A,Geert Bouckaert,1,Q112398665,Geert Bouckaert,economist,http://www.wikidata.org/entity/Q112398665
OL2667214A,Geert Bouckaert,2,Q27963986,Geert Bouckaert,Belgian journalist,http://www.wikidata.org/entity/Q27963986
OL2806483A,John Halligan,1,Q112456587,John Halligan,"professor at University of Canberra, born 1945",http://www.wikidata.org/entity/Q112456587
OL2806483A,John Halligan,2,Q6237376,John Halligan,Irish politician,http://www.wikidata.org/entity/Q6237376
OL2806483A,John Halligan,3,Q14574117,"John Halligan, Jr.",admiral of the United States Navy in the early 20th century,http://www.wikidata.org/entity/Q14574117
OL2806483A,John Halligan,4,Q6237374,John Halligan,sportswriter,http://www.wikidata.org/entity/Q6237374
OL2806483A,John Halligan,5,Q6237371,John Halligan,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q6237371
OL3118296A,Brian J. Hall,1,Q48236402,Brian J. Hall,researcher,http://www.wikidata.org/entity/Q48236402
OL3118296A,Brian J. Hall,2,Q124413971,Brian J. Hall,faculty at Harvard Business School,http://www.wikidata.org/entity/Q124413971
OL3118296A,Brian J. Hall,3,Q112493160,Brian John Hall,,http://www.wikidata.org/entity/Q112493160
OL2040906A,Richard Luecke,1,Q63864594,Richard A. Luecke,"has written on a wide range of business subjects, has an M.B.A. from the Univ. of St. Thomas",http://www.wikidata.org/entity/Q63864594
OL3399460A,HBR,1,Q25601729,historical register of persons,Norwegian database of past population,http://www.wikidata.org/entity/Q25601729
OL3399460A,HBR,2,Q2447,hydrogen bromide,chemical compound,http://www.wikidata.org/entity/Q2447
OL3399460A,HBR,3,Q423245,hydrobromic acid,aqueous solution of hydrogen bromide,http://www.wikidata.org/entity/Q423245
OL3399460A,HBR,4,Q62142165,LmxM.21.0250,Leishmania mexicana protein-coding gene,http://www.wikidata.org/entity/Q62142165
OL3399460A,HBR,5,Q62142102,LmxM.21.0240,Leishmania mexicana protein-coding gene,http://www.wikidata.org/entity/Q62142102
OL286362A,Richard Pettinger,1,Q130776002,Richard Pettinger,management scholar (1953-),http://www.wikidata.org/entity/Q130776002
OL286362A,Richard Pettinger,2,Q90101012,Richard Pettinger,researcher,http://www.wikidata.org/entity/Q90101012
OL7645420A,Herman Aguinis,1,Q22003019,Herman Aguinis,business theorist,http://www.wikidata.org/entity/Q22003019
OL455981A,Gary Cokins,1,Q112387923,Gary Cokins,,http://www.wikidata.org/entity/Q112387923
