query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio,query_title,query_authors,query_source_group,query_topic
BOOK00916,10,9,2,0.2222222222222222,SAP Billing and Revenue Innovation Management,"['Chaitanaya Desai', 'Sheikna Kulam', 'Chun Wei Ooi', 'Clement Sanjivi', 'Andreas Tan']",Open Library only,Innovation Management
BOOK00917,10,10,3,0.3,Innovation Management:,['Jan van den Ende'],Open Library only,Innovation Management
BOOK00918,10,10,4,0.4,Creativity for innovation management,['Ina Goller'],Open Library only,Innovation Management
BOOK00919,10,10,2,0.2,Innovation management,"['Shlomo Maital', 'D V R Seshadri']",Open Library only,Innovation Management
BOOK00920,10,10,1,0.1,Innovation Management,"['Pervaiz Ahmed', 'Pervaiz K. Ahmed']",Open Library only,Innovation Management
BOOK00921,10,10,3,0.3,Revolution of Innovation Management,"['Alexander Brem', 'Eric Viardot']",Open Library only,Innovation Management
BOOK00922,10,10,1,0.1,Innovation management and new product development,['Paul Trott'],Open Library only,Innovation Management
BOOK00923,10,10,2,0.2,Global innovation management,['J. Christopher Westland'],Open Library only,Innovation Management
BOOK00924,10,10,1,0.1,Product Innovation Management,"['Stefano Biazzo', 'Roberto Filippini']",Open Library only,Innovation Management
BOOK00925,10,9,1,0.1111111111111111,Innovation Management,"['Carolina Machado', 'J. Paulo Davim']",Open Library only,Innovation Management
BOOK00926,10,10,3,0.3,Contextual Innovation Management,"['Patrick van der Duin', 'Roland Ortt']",Open Library only,Innovation Management
BOOK00927,10,10,3,0.3,Routledge Companion to Innovation Management,"['Jin Chen', 'Poh Kam Wong', 'Eric Viardot', 'Alexander Brem']",Open Library only,General Business and Management
BOOK00928,10,10,1,0.1,Corporate Foresight and Innovation Management,"['David Sarpong', 'Dirk Meissner']",Open Library only,Innovation Management
BOOK00929,10,10,1,0.1,Technology and Innovation Management,['Sanjiva Shankar Dubey'],Open Library only,Innovation Management
BOOK00930,10,10,2,0.2,Encyclopedia of technology and innovation management,['V. K. Narayanan'],Open Library only,Innovation Management
BOOK00931,10,10,2,0.2,Information for Innovation,['Stuart Macdonald'],Open Library only,Information Technology Management
BOOK00932,10,10,4,0.4,Innovation and Entrepreneurship,['Peter F. Drucker'],Open Library only,Entrepreneurial and Growth Mindset
BOOK00933,10,7,6,0.8571428571428571,Innovative management of atrial fibrillation,['David Schwartzman'],Open Library only,Organizational Culture and Trust
BOOK00934,10,9,4,0.4444444444444444,Crest of the Innovation Management Research Wave,['Marcus Tynnhammar'],Open Library only,Innovation Management
BOOK00935,10,10,2,0.2,Innovation Management,['Rasmus Koss Hartmann'],Open Library only,Innovation Management
BOOK00936,10,10,5,0.5,Intellectual property and innovation management in small firms,['Robert Blackburn'],Open Library only,Innovation Management
BOOK00937,10,8,6,0.75,Total Innovative Management Excellence,"['H. James Harrington', 'Frank Voehl']",Open Library only,Future Thinking and Personal Development
BOOK00938,10,9,4,0.4444444444444444,"Managing research, development and innovation","['Ravi Jain', 'Harry C. Triandis']",Open Library only,Innovation Management
BOOK00939,10,10,1,0.1,Innovation Management in Robot Society,['Kristian Wasén'],Open Library only,Innovation Management
BOOK00940,10,10,6,0.6,Innovative Management Education Ecosystem,"['Jordi Diaz', 'Daphne Halkias', 'Paul W. Thurman']",Open Library only,General Business and Management
BOOK00941,10,10,2,0.2,Evolution of Innovation Management,"['A. Brem', 'E. Viardot']",Open Library only,Innovation Management
BOOK00942,10,10,5,0.5,Collaborative Leadership and Innovation,['Elis Carlström'],Open Library only,General Business and Management
BOOK00943,10,10,3,0.3,The management of innovation,"['Tom R. Burns', 'G. M. Stalker']",Open Library only,Innovation Management
BOOK00944,10,10,2,0.2,Open Labs and Innovation Management,"['Valérie Mérindol', 'David W. Versailles']",Open Library only,Innovation Management
BOOK00945,10,10,3,0.3,Critical Perspectives on Innovation Management,['Patryk Dziurski'],Open Library only,Innovation Management
BOOK00946,10,8,3,0.375,"Innovation Management and New Product Development for Engineers, Volume I",['Rob Dekkers'],Open Library only,Innovation Management
BOOK00947,10,10,1,0.1,Sustained Innovation Management,['Gaston Trauffler'],Open Library only,Innovation Management
BOOK00948,10,10,3,0.3,Innovative Management and Business Practices in Asia,"['Patricia Ordoñez de', 'Xi Zhang', 'Kwok Tai Chui']",Open Library only,Innovation Management
BOOK00949,10,10,6,0.6,Innovation Management and Growth in Emerging Economies,"['Heather C. Webb', 'Wendy Wu', 'Hussain Al Numairy']",Open Library only,Innovation Management
BOOK00950,10,10,6,0.6,Innovation Management for a Resilient Digital Economy,"['Miltiadis D. Lytras', 'Patricia Ordonez', 'Afnan Alkhaldi', 'Andreea Claudia Serban']",Open Library only,Innovation Management
BOOK00951,8,8,5,0.625,Crisis Capable,['Fabiana Lacerca-Allen'],LeadershipNow only,CEO and Executive Transformation
BOOK00952,10,6,2,0.3333333333333333,An Ordinary Man,['Richard Norton Smith'],LeadershipNow only,Broad Leadership and Success
BOOK00953,10,10,4,0.4,Don't Trust Your Gut,['Seth Stephens-Davidowitz'],LeadershipNow only,Organizational Culture and Trust
BOOK00954,10,10,3,0.3,Inventor of the Future,['Alec Nevala-Lee'],LeadershipNow only,Future Thinking and Personal Development
BOOK00955,10,8,3,0.375,The Way Forward,"[""Robert O'Neill and Dakota Meyer""]",LeadershipNow only,Organizational Culture and Trust
BOOK00956,10,10,7,0.7,Jump,['Larry Miller with Laila Lacy'],LeadershipNow only,Not Clustered
BOOK00957,10,9,5,0.5555555555555556,After Steve,['Tripp Mickle'],LeadershipNow only,CEO and Executive Transformation
BOOK00958,1,1,1,1.0,The Kingdom of Prep,['Maggie Bullock'],LeadershipNow only,Broad Leadership and Success
BOOK00959,10,10,8,0.8,Build,['Tony Fadell'],LeadershipNow only,Broad Leadership and Success
BOOK00960,10,9,4,0.4444444444444444,Leading with Heart,['John Baird and Edward Sullivan'],LeadershipNow only,Leading Self and Others
BOOK00961,10,10,2,0.2,Future Tense,['Tracy Dennis-Tiwary'],LeadershipNow only,Future Thinking and Personal Development
BOOK00962,1,1,1,1.0,Longpath,['Ari Wallach'],LeadershipNow only,Not Clustered
BOOK00964,8,8,3,0.375,The President's Man,['Dwight Chapin'],LeadershipNow only,Broad Leadership and Success
BOOK00965,10,10,6,0.6,Burn the Boats,['Matt Higgins'],LeadershipNow only,Organizational Culture and Trust
BOOK00966,8,8,5,0.625,Deep Purpose,['Ranjay Gulati'],LeadershipNow only,Future Thinking and Personal Development
BOOK00967,10,9,5,0.5555555555555556,Do Hard Things,['Steve Magness'],LeadershipNow only,Organizational Culture and Trust
BOOK00968,7,6,4,0.6666666666666666,Getting to Neutral,['Trevor Moawad and Andy Staples'],LeadershipNow only,CEO and Executive Transformation
BOOK00969,10,8,4,0.5,The Power of Conflict,['Jon Taffer'],LeadershipNow only,Power and Influence
BOOK00970,5,5,2,0.4,Reunion,['Jerry Colonna'],LeadershipNow only,Not Clustered
BOOK00971,4,4,3,0.75,Magic Words,['Jonah Berger'],LeadershipNow only,Broad Leadership and Success
BOOK00972,10,8,5,0.625,Deliberate Calm,"['Jacqueline Brassey, Aaron De Smet and Michiel Kruyt']",LeadershipNow only,CEO and Executive Transformation
BOOK00973,10,8,4,0.5,Leadership Is Overrated,['Kyle Buckett and Chris Mefford'],LeadershipNow only,Transformational Leadership
BOOK00974,10,10,7,0.7,Unlocked,['George Mumford'],LeadershipNow only,CEO and Executive Transformation
BOOK00975,10,9,4,0.4444444444444444,How Work Works,['Michelle P. King'],LeadershipNow only,Workplace and Generational Dynamics
BOOK00976,6,4,4,1.0,MoneyZen,['Manisha Thakor with Lisa Sweetingham'],LeadershipNow only,Not Clustered
BOOK00977,10,10,4,0.4,Master of Change,['Brad Stulberg'],LeadershipNow only,Change Management
BOOK00978,10,10,6,0.6,The LEGO Story,['Jens Andersen'],LeadershipNow only,CEO and Executive Transformation
BOOK00979,10,8,4,0.5,Lead Like a Marine,['Daniel Simons and Christopher Chabris'],LeadershipNow only,Contemporary Leadership Practice
BOOK00980,10,9,6,0.6666666666666666,Conflict Resilience,['Robert Bordone and Joel Salinas M.D.'],LeadershipNow only,Organizational Culture and Trust
BOOK00981,10,9,5,0.5555555555555556,Optimal,['Daniel Goleman and Cary Cherniss'],LeadershipNow only,Organizational Culture and Trust
BOOK00982,10,5,4,0.8,Job Moves,"['Ethan Bernstein, Michael B. Horn and Bob Moesta']",LeadershipNow only,CEO and Executive Transformation
BOOK00983,10,5,3,0.6,Turnaround Time,['Oscar Munoz and Brian DeSplinter'],LeadershipNow only,Broad Leadership and Success
BOOK00984,10,9,8,0.8888888888888888,Possible,['William Ury'],LeadershipNow only,Future Thinking and Personal Development
BOOK00985,10,7,5,0.7142857142857143,Good Judgment,['Richard Davis'],LeadershipNow only,Organizational Culture and Trust
BOOK00986,10,10,8,0.8,Inspire,['Adam Galinsky'],LeadershipNow only,Organizational Culture and Trust
BOOK00987,3,3,3,1.0,What's Next Is Now,['Frederik Pferdt'],LeadershipNow only,CEO and Executive Transformation
BOOK00988,10,8,6,0.75,Learned Excellence,['Eric Potterat and Alan Eagle'],LeadershipNow only,Future Thinking and Personal Development
BOOK00989,10,5,5,1.0,Uptime,['Laura Mae Martin'],LeadershipNow only,Not Clustered
BOOK00990,10,8,6,0.75,Day Trading Attention,['Gary Vaynerchuk'],LeadershipNow only,Organizational Culture and Trust
BOOK00991,9,9,7,0.7777777777777778,How to Walk into a Room,['Emily P. Freeman'],LeadershipNow only,CEO and Executive Transformation
BOOK00992,10,10,5,0.5,The Skill Code,['Matt Beane'],LeadershipNow only,Broad Leadership and Success
BOOK00993,10,10,3,0.3,Win the Inside Game,['Steve Magness'],LeadershipNow only,Broad Leadership and Success
BOOK00994,10,10,5,0.5,The Stress Paradox,['Sharon Horesh Bergquist'],LeadershipNow only,Organizational Culture and Trust
BOOK00995,10,7,4,0.5714285714285714,The Six Disciplines of Strategic Thinking,['Michael D. Watkins'],LeadershipNow only,CEO and Executive Transformation
BOOK00996,10,8,5,0.625,Pivot or Die,['Gary Shapiro'],LeadershipNow only,Future Thinking and Personal Development
BOOK00997,10,8,6,0.75,The Sweaty Startup,['Nick Huber'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK00998,10,7,5,0.7142857142857143,Team Intelligence,['Jon Levy'],LeadershipNow only,Team Leadership
BOOK00999,10,10,3,0.3,Never Lead Alone,['Keith Ferrazzi'],LeadershipNow only,Contemporary Leadership Practice
BOOK01000,2,2,2,1.0,"Speak, Memorably",['Bill McGowan and Juliana Silva'],LeadershipNow only,CEO and Executive Transformation
BOOK01001,10,8,6,0.75,The AI Con,['Emily M. Bender and Alex Hanna'],LeadershipNow only,Contemporary Leadership Practice
BOOK01003,10,10,2,0.2,The CEO Mindset,['Shiv Shivakumar'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01004,10,10,6,0.6,Nimitz at War,['Craig L. Symonds'],LeadershipNow only,Future Thinking and Personal Development
BOOK01005,10,9,7,0.7777777777777778,Our Least Important Asset,['Peter Cappelli'],LeadershipNow only,Broad Leadership and Success
BOOK01006,10,9,7,0.7777777777777778,Glad We Met,['Steven G. Rogelberg'],LeadershipNow only,Not Clustered
BOOK01007,10,6,5,0.8333333333333334,Innovators,['David W. Galenson'],LeadershipNow only,Not Clustered
BOOK01008,10,10,6,0.6,Emotionally Charged,['Dina Denham Smith and Alicia A. Grandey'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01009,10,9,4,0.4444444444444444,Leadership from Bad to Worse,['Barbara Kellerman'],LeadershipNow only,Transformational Leadership
BOOK01010,7,7,3,0.4285714285714285,Liberalism's Last Man,['Vikash Yadav'],LeadershipNow only,Broad Leadership and Success
BOOK01011,3,2,1,0.5,More Than Pretty Boxes,['Carrie M. Lane'],LeadershipNow only,Not Clustered
BOOK01012,6,6,6,1.0,The Means of Prediction,['Maximilian Kasy'],LeadershipNow only,Organizational Culture and Trust
BOOK01013,10,8,4,0.5,The Unaccountability Machine,['Dan Davies'],LeadershipNow only,CEO and Executive Transformation
BOOK01014,10,8,4,0.5,Doing Meritocracy Right,['Thomas A. Cole'],LeadershipNow only,Broad Leadership and Success
BOOK01015,7,6,6,1.0,Generation Why,['Karl Moore'],LeadershipNow only,CEO and Executive Transformation
BOOK01016,5,5,2,0.4,The Entrepreneurs,['Derek Lidow'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01017,10,9,4,0.4444444444444444,Win from Within,['James Heskett'],LeadershipNow only,Broad Leadership and Success
BOOK01018,10,10,6,0.6,Pause to Think,['Jaime Lester'],LeadershipNow only,Future Thinking and Personal Development
BOOK01019,10,9,6,0.6666666666666666,Inside IBM,['James W. Cortada'],LeadershipNow only,Organizational Culture and Trust
BOOK01020,10,8,7,0.875,Energize,['Simon Alexander Ong'],LeadershipNow only,Not Clustered
BOOK01021,10,10,8,0.8,Everyday Superhero,"[""Tony O'Driscoll""]",LeadershipNow only,CEO and Executive Transformation
BOOK01022,10,10,5,0.5,The Digital Multinational,['Satish Nambisan and Yadong Luo'],LeadershipNow only,Broad Leadership and Success
BOOK01023,10,7,5,0.7142857142857143,The Work of the Future,"['David H. Autor, David A. Mindell and Elisabeth Reynolds']",LeadershipNow only,Workplace and Generational Dynamics
BOOK01024,10,8,3,0.375,Work without Jobs,['Ravin Jesuthasanand John W. Boudreau'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01025,10,9,6,0.6666666666666666,Productive Tensions,['Christopher B. Bingham and Rory M. McDonald'],LeadershipNow only,Organizational Culture and Trust
BOOK01026,10,7,6,0.8571428571428571,Workforce Ecosystems,"['Elizabeth J. Altman, David Kiron, Jeff Schwartz and Robin Jones']",LeadershipNow only,Organizational Culture and Trust
BOOK01027,10,9,3,0.3333333333333333,Inside the Competitor's Mindset,['John Horn'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01028,10,10,7,0.7,The Leaders You Need,['Karen Brown'],LeadershipNow only,Organizational Culture and Trust
BOOK01029,10,10,9,0.9,The Skills-Powered Organization,['Ravin Jesuthasan and Tanuj Kapilashrami'],LeadershipNow only,Broad Leadership and Success
BOOK01031,10,9,7,0.7777777777777778,Taming Silicon Valley,['Gary F. Marcus'],LeadershipNow only,Not Clustered
BOOK01032,10,9,5,0.5555555555555556,Campaign of the Century,['Irwin F. Gellman'],LeadershipNow only,Future Thinking and Personal Development
BOOK01033,10,9,6,0.6666666666666666,Thomas Jefferson,['Thomas S. Kidd'],LeadershipNow only,Not Clustered
BOOK01034,10,6,5,0.8333333333333334,Adventurers,['David Howarth'],LeadershipNow only,Not Clustered
BOOK01035,2,2,2,1.0,Mixed Signals,['Uri Gneezy'],LeadershipNow only,CEO and Executive Transformation
BOOK01036,10,8,5,0.625,Decision Leadership,['Don A. Moore and Max H. Bazerman'],LeadershipNow only,Decision Making
BOOK01037,10,7,6,0.8571428571428571,Vienna,['Richard Cockett'],LeadershipNow only,Not Clustered
BOOK01038,10,9,5,0.5555555555555556,We Need to Talk About Inflation,['Stephen D. King'],LeadershipNow only,CEO and Executive Transformation
BOOK01039,10,10,4,0.4,Making Sense of Chaos,['J. Doyne Farmer'],LeadershipNow only,Decision Making
BOOK01040,10,8,5,0.625,The Corporation in the Twenty-First Century,['John Kay'],LeadershipNow only,Future Thinking and Personal Development
BOOK01041,10,10,6,0.6,"Inner Mastery, Outer Impact",['Hitendra Wadhwaa'],LeadershipNow only,CEO and Executive Transformation
BOOK01042,4,4,4,1.0,Rising Together,['Sally Helgesen'],LeadershipNow only,Organizational Culture and Trust
BOOK01043,10,10,4,0.4,Team Habits,['Charlie Gilkey'],LeadershipNow only,Team Leadership
BOOK01044,10,6,5,0.8333333333333334,"Bigger, Better, Bolder",['Jennifer Cohen'],LeadershipNow only,Broad Leadership and Success
BOOK01045,10,9,6,0.6666666666666666,The Choice Point,['Joanna Grover and Jonathan Rhodes'],LeadershipNow only,CEO and Executive Transformation
BOOK01046,10,10,4,0.4,Flip Your Life,['Tarek El Moussa'],LeadershipNow only,CEO and Executive Transformation
BOOK01047,5,5,5,1.0,The 12-Week MBA,['Bjorn Billhardt and Nathan Kracklauer'],LeadershipNow only,Broad Leadership and Success
BOOK01048,10,7,5,0.7142857142857143,Moonshot,['Mike Massimino'],LeadershipNow only,Not Clustered
BOOK01049,10,9,5,0.5555555555555556,Ask,['Jeff Wetzler'],LeadershipNow only,Organizational Culture and Trust
BOOK01050,10,10,8,0.8,The Five Talents That Really Matter,['Barry Conchie and Sarah Dalton'],LeadershipNow only,CEO and Executive Transformation
BOOK01051,10,10,6,0.6,Dynamic Drive,['Molly Fletcher'],LeadershipNow only,Broad Leadership and Success
BOOK01052,10,8,4,0.5,Don't Say Um,['Michael Chad Hoeppner'],LeadershipNow only,Organizational Culture and Trust
BOOK01053,2,2,2,1.0,Purposeful Curiosity,['Constantine Andriopoulos'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01054,10,7,5,0.7142857142857143,Hangry,['Mike Evans'],LeadershipNow only,Not Clustered
BOOK01055,10,10,3,0.3,The Aspiring Leader's Guide to the Future,['Clay Scroggins'],LeadershipNow only,Future Thinking and Personal Development
BOOK01056,10,10,3,0.3,The Power to Change,['Craig Groeschel'],LeadershipNow only,Power and Influence
BOOK01057,10,10,7,0.7,What to Do Next,['Jeff Henderson'],LeadershipNow only,Not Clustered
BOOK01058,10,10,1,0.1,Your Future Self,['Hal Hershfield'],LeadershipNow only,Future Thinking and Personal Development
BOOK01059,10,7,5,0.7142857142857143,The Geek Way,['Andrew McAfee'],LeadershipNow only,Organizational Culture and Trust
BOOK01060,2,2,2,1.0,The Revolutionary,['Stacy Schiff'],LeadershipNow only,CEO and Executive Transformation
BOOK01061,10,5,2,0.4,Blood in the Machine,['Brian Merchant'],LeadershipNow only,CEO and Executive Transformation
BOOK01063,10,8,3,0.375,The Problem with Change,['Ashley Goodall'],LeadershipNow only,Change Management
BOOK01064,7,7,6,0.8571428571428571,Revenge of the Tipping Point,['Malcolm Gladwell'],LeadershipNow only,CEO and Executive Transformation
BOOK01065,10,8,4,0.5,Disrupt Everything-and Win,['James Patterson and Patrick Leddin PhD'],LeadershipNow only,Broad Leadership and Success
BOOK01066,10,8,2,0.25,The Chaos Machine,['Max Fisher'],LeadershipNow only,CEO and Executive Transformation
BOOK01067,10,10,7,0.7,A Story is a Deal,['Will Storr'],LeadershipNow only,CEO and Executive Transformation
BOOK01068,1,1,1,1.0,Excessively Obsessed,['Natasha Oakley'],LeadershipNow only,Not Clustered
BOOK01069,10,9,7,0.7777777777777778,Coach K,"[""Ian O'Connor""]",LeadershipNow only,CEO and Executive Transformation
BOOK01070,10,8,6,0.75,King,['Jonathan Eig'],LeadershipNow only,Broad Leadership and Success
BOOK01071,10,10,7,0.7,This Is for Everyone,['Tim Berners-Lee'],LeadershipNow only,Not Clustered
BOOK01073,10,8,6,0.75,The Extinction of Experience,['Christine Rosen'],LeadershipNow only,CEO and Executive Transformation
BOOK01074,10,9,8,0.8888888888888888,The End of Burnout,['Jonathan Malesic'],LeadershipNow only,Organizational Culture and Trust
BOOK01075,10,9,4,0.4444444444444444,The Random Factor,['Prof. Mark Robert Rank'],LeadershipNow only,CEO and Executive Transformation
BOOK01076,10,7,5,0.7142857142857143,May Contain Lies,['Alex Edmans'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01077,10,10,2,0.2,The Power Law,['Sebastian Mallaby'],LeadershipNow only,Power and Influence
BOOK01078,10,7,6,0.8571428571428571,The Bill of Obligations,['Richard Haass'],LeadershipNow only,Not Clustered
BOOK01079,10,10,6,0.6,Mark Twain,['Ron Chernow'],LeadershipNow only,CEO and Executive Transformation
BOOK01080,10,10,3,0.3,The Secret to Transformational Leadership,['Quintin Shepherd with Sarah Williamson'],LeadershipNow only,Transformational Leadership
BOOK01081,10,9,3,0.3333333333333333,Power Failure,['William D. Cohan'],LeadershipNow only,Power and Influence
BOOK01082,10,10,4,0.4,Clear Thinking,['Shane Parrish'],LeadershipNow only,CEO and Executive Transformation
BOOK01083,10,10,6,0.6,Mind Shift,['Erwin Raphael McManus'],LeadershipNow only,Organizational Culture and Trust
BOOK01084,9,9,5,0.5555555555555556,The Gift of Influence,['Tommy Spaulding'],LeadershipNow only,CEO and Executive Transformation
BOOK01085,10,9,6,0.6666666666666666,Presidents at War,['Steven M. Gillon'],LeadershipNow only,Future Thinking and Personal Development
BOOK01086,10,7,5,0.7142857142857143,John Quincy Adams,['Randall Woods'],LeadershipNow only,CEO and Executive Transformation
BOOK01087,5,5,4,0.8,Partnering,['Jean Oelwang'],LeadershipNow only,Not Clustered
BOOK01088,10,7,6,0.8571428571428571,How Minds Change,['David McRaney'],LeadershipNow only,Change Management
BOOK01089,10,10,7,0.7,From Strength to Strength,['Arthur C. Brooks'],LeadershipNow only,Broad Leadership and Success
BOOK01090,10,8,3,0.375,"Right Thing, Right Now",['Ryan Holiday'],LeadershipNow only,Broad Leadership and Success
BOOK01091,10,8,4,0.5,Wisdom Takes Work,['Ryan Holiday'],LeadershipNow only,Workplace and Generational Dynamics
BOOK01092,10,8,7,0.875,Never Enough,['Jennifer Breheny Wallace'],LeadershipNow only,Not Clustered
BOOK01093,10,7,3,0.4285714285714285,How Basketball Can Save the World,['David Hollander'],LeadershipNow only,Organizational Culture and Trust
BOOK01094,10,8,7,0.875,You Owe You,['Eric Thomas PhD'],LeadershipNow only,Not Clustered
BOOK01095,10,9,6,0.6666666666666666,Build for Tomorrow,['Jason Feifer'],LeadershipNow only,Broad Leadership and Success
BOOK01096,10,6,5,0.8333333333333334,Mindreader,['David J. Lieberman'],LeadershipNow only,Not Clustered
BOOK01097,10,8,4,0.5,The Earned Life,['Marshall Goldsmith and Mark Reiter'],LeadershipNow only,CEO and Executive Transformation
BOOK01098,9,8,7,0.875,Burn Rate,['Andy Dunn'],LeadershipNow only,Organizational Culture and Trust
BOOK01099,2,1,1,1.0,Crash Landing,['Liz Hoffman'],LeadershipNow only,Not Clustered
BOOK01100,10,9,6,0.6666666666666666,When We Are Seen,['Denise Young'],LeadershipNow only,Future Thinking and Personal Development
BOOK01101,10,8,4,0.5,The Voltage Effect,['John A. List'],LeadershipNow only,CEO and Executive Transformation
BOOK01102,10,8,5,0.625,How Big Things Get Done,['Bent Flyvbjerg and Dan Gardner'],LeadershipNow only,Organizational Culture and Trust
BOOK01103,10,10,5,0.5,The New Megatrends,['Marian Salzman'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01104,10,10,8,0.8,Virtual Society,['Herman Narula'],LeadershipNow only,Broad Leadership and Success
BOOK01105,10,9,7,0.7777777777777778,Supercommunicators,['Charles Duhigg'],LeadershipNow only,Not Clustered
BOOK01106,10,8,5,0.625,It's Not TV,['Felix Gillette and John Koblin'],LeadershipNow only,Broad Leadership and Success
BOOK01107,10,8,6,0.75,1929,['Andrew Ross Sorkin'],LeadershipNow only,Not Clustered
BOOK01108,5,5,5,1.0,Battle of Ink and Ice,['Darrell Hartman'],LeadershipNow only,Organizational Culture and Trust
BOOK01109,10,7,3,0.4285714285714285,To Risk It All,['Admiral James Stavridis USN'],LeadershipNow only,CEO and Executive Transformation
BOOK01110,10,8,4,0.5,How to Calm Your Mind,['Chris Bailey'],LeadershipNow only,CEO and Executive Transformation
BOOK01111,10,10,5,0.5,The Search,['Bruce Feiler'],LeadershipNow only,Decision Making
BOOK01112,10,10,6,0.6,Good Arguments,['Bo Seo'],LeadershipNow only,Organizational Culture and Trust
BOOK01113,8,7,6,0.8571428571428571,How Not to Be a Politician,['Rory Stewart'],LeadershipNow only,Not Clustered
BOOK01114,2,2,2,1.0,Optimal Illusions,['Coco Krumme'],LeadershipNow only,Organizational Culture and Trust
BOOK01115,4,4,4,1.0,Same as Ever,['Morgan Housel'],LeadershipNow only,Not Clustered
BOOK01116,10,10,4,0.4,The Performance Paradox,['Eduardo Briceño'],LeadershipNow only,Performance Management
BOOK01117,10,9,9,1.0,Wild Problems,['Russ Roberts'],LeadershipNow only,Organizational Culture and Trust
BOOK01118,1,1,1,1.0,Unreasonable Hospitality,['Will Guidara'],LeadershipNow only,CEO and Executive Transformation
BOOK01119,8,7,6,0.8571428571428571,Ideaflow,['Jeremy Utley and Perry Klebahn'],LeadershipNow only,Not Clustered
BOOK01120,10,10,3,0.3,Lead to Win,['Carla A. Harris'],LeadershipNow only,Contemporary Leadership Practice
BOOK01121,10,8,4,0.5,Buy Back Your Time,['Dan Martell'],LeadershipNow only,Broad Leadership and Success
BOOK01122,3,3,2,0.6666666666666666,Quit,['Annie Duke'],LeadershipNow only,Not Clustered
BOOK01123,9,8,4,0.5,Shift,['Ethan Kross'],LeadershipNow only,Organizational Culture and Trust
BOOK01124,10,10,6,0.6,Managing Up,['Melody Wilding'],LeadershipNow only,Broad Leadership and Success
BOOK01125,10,9,8,0.8888888888888888,The Book of Boundaries,['Melissa Urban'],LeadershipNow only,Broad Leadership and Success
BOOK01126,10,10,6,0.6,It's On Me,['Sara Kuburic'],LeadershipNow only,Broad Leadership and Success
BOOK01127,10,10,4,0.4,World Eaters,['Catherine Bracy'],LeadershipNow only,Organizational Culture and Trust
BOOK01128,10,8,4,0.5,Life Worth Living,"['Miroslav Volf, Matthew Croasmun and Ryan McAnnally-Linz']",LeadershipNow only,CEO and Executive Transformation
BOOK01129,10,8,6,0.75,Untold Power,['Rebecca Boggs Roberts'],LeadershipNow only,Power and Influence
BOOK01130,10,7,5,0.7142857142857143,The Yellow Pad,['Robert E. Rubin'],LeadershipNow only,Not Clustered
BOOK01131,9,9,4,0.4444444444444444,The Big Con,['Mariana Mazzucato and Rosie Collington'],LeadershipNow only,Organizational Culture and Trust
BOOK01132,2,2,2,1.0,Million Dollar Weekend,['Noah Kagan with Tahl Raz'],LeadershipNow only,Broad Leadership and Success
BOOK01133,10,9,6,0.6666666666666666,Look,['Christian Madsbjerg'],LeadershipNow only,CEO and Executive Transformation
BOOK01134,10,10,3,0.3,The Experience Mindset,['Tiffani Bova'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01135,10,7,5,0.7142857142857143,All In,['Mike Michalowicz'],LeadershipNow only,Not Clustered
BOOK01136,10,10,7,0.7,Slow Productivity,['Cal Newport'],LeadershipNow only,CEO and Executive Transformation
BOOK01137,10,9,4,0.4444444444444444,The Way of the Champion,['Paul Rabil / Foreword by Bill Belichick'],LeadershipNow only,Organizational Culture and Trust
BOOK01138,9,8,6,0.75,The Essentialism Planner,['Greg McKeown'],LeadershipNow only,Not Clustered
BOOK01139,10,8,4,0.5,Henry V,['Dan Jones'],LeadershipNow only,CEO and Executive Transformation
BOOK01140,10,9,7,0.7777777777777778,The Creative Act,['Rick Rubin'],LeadershipNow only,Entrepreneurial and Growth Mindset
BOOK01141,10,7,5,0.7142857142857143,Team,['David Allen and Edward Lamont'],LeadershipNow only,Team Leadership
BOOK01142,10,10,5,0.5,Hidden Potential,['Adam Grant'],LeadershipNow only,CEO and Executive Transformation
BOOK01143,10,10,3,0.3,Lead Like You Mean It,['Laysha Ward'],LeadershipNow only,Contemporary Leadership Practice
BOOK01144,10,8,6,0.75,Excellent Advice for Living,['Kevin Kelly'],LeadershipNow only,CEO and Executive Transformation
BOOK01145,10,8,7,0.875,Choose Your Enemies Wisely,['Patrick Bet-David with Greg Dinkin'],LeadershipNow only,Organizational Culture and Trust
BOOK01146,10,6,5,0.8333333333333334,Distancing,['L. David Marquet and Michael A. Gillespie'],LeadershipNow only,Not Clustered
BOOK01147,10,10,5,0.5,Playful,['Cas Holman with Lydia Denworth'],LeadershipNow only,Not Clustered
BOOK01148,10,10,5,0.5,The Journey of Leadership,"['Dana Maor, Hans-Werner Kaas, Kurt Strovink and Ramesh Srinivasan']",LeadershipNow only,Transformational Leadership
