book_id,canonical_title,authors,source_group,source_openlibrary,source_leadershipnow,first_publish_year,publication_year_observed,book_age_from_first_publish,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,total_reader_engagement,format,page_count,has_authors,has_description,has_subjects,has_cover,has_rating,has_engagement,has_first_publish_year,has_observed_publication_year,has_edition_metadata,has_page_count,content_component_count,content_depth,core_word_count,enriched_word_count,additional_semantic_words,topic_cluster,cluster_label,cluster_status,cluster_label_display,cover_url
BOOK01068,Excessively Obsessed,['Natasha Oakley'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780349437927.jpg
BOOK01069,Coach K,"[""Ian O'Connor""]",LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,384.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780358345404.jpg
BOOK01070,King,['Jonathan Eig'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,688.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780374279295.jpg
BOOK01071,This Is for Everyone,['Tim Berners-Lee'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,400.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780374612467.jpg
BOOK01072,Enshittification,['Cory Doctorow'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780374619329.jpg
BOOK01073,The Extinction of Experience,['Christine Rosen'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780393241716.jpg
BOOK01074,The End of Burnout,['Jonathan Malesic'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780520344075.jpg
BOOK01075,The Random Factor,['Prof. Mark Robert Rank'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,302.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780520390966.jpg
BOOK01076,May Contain Lies,['Alex Edmans'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,336.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780520405851.jpg
BOOK01077,The Power Law,['Sebastian Mallaby'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,496.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,22,Power and Influence,Clustered,Power and Influence,https://www.leadershipnow.com/leadershop/images/9780525559993.jpg
BOOK01078,The Bill of Obligations,['Richard Haass'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780525560654.jpg
BOOK01079,Mark Twain,['Ron Chernow'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,1200.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780525561729.jpg
BOOK01080,The Secret to Transformational Leadership,['Quintin Shepherd with Sarah Williamson'],LeadershipNow only,False,True,,2022,,,,,,,,,Paperback,216.0,1,0,0,1,0,0,0,1,1,1,2,Basic,10,10,0,25,Transformational Leadership,Clustered,Transformational Leadership,https://www.leadershipnow.com/leadershop/images/9780578376943.jpg
BOOK01081,Power Failure,['William D. Cohan'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,816.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,22,Power and Influence,Clustered,Power and Influence,https://www.leadershipnow.com/leadershop/images/9780593084168.jpg
BOOK01082,Clear Thinking,['Shane Parrish'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593086117.jpg
BOOK01083,Mind Shift,['Erwin Raphael McManus'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,160.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593137413.jpg
BOOK01084,The Gift of Influence,['Tommy Spaulding'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593138632.jpg
BOOK01085,Presidents at War,['Steven M. Gillon'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,528.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780593183137.jpg
BOOK01086,John Quincy Adams,['Randall Woods'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,784.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593187241.jpg
BOOK01087,Partnering,['Jean Oelwang'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593189542.jpg
BOOK01088,How Minds Change,['David McRaney'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,9,Change Management,Clustered,Change Management,https://www.leadershipnow.com/leadershop/images/9780593190296.jpg
BOOK01089,From Strength to Strength,['Arthur C. Brooks'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593191484.jpg
BOOK01090,"Right Thing, Right Now",['Ryan Holiday'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,368.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593191712.jpg
BOOK01091,Wisdom Takes Work,['Ryan Holiday'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,400.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,15,Workplace and Generational Dynamics,Clustered,Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9780593191736.jpg
BOOK01092,Never Enough,['Jennifer Breheny Wallace'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593191866.jpg
BOOK01093,How Basketball Can Save the World,['David Hollander'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593234907.jpg
BOOK01094,You Owe You,['Eric Thomas PhD'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593234983.jpg
BOOK01095,Build for Tomorrow,['Jason Feifer'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593235386.jpg
BOOK01096,Mindreader,['David J. Lieberman'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593236185.jpg
BOOK01097,The Earned Life,['Marshall Goldsmith and Mark Reiter'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593237274.jpg
BOOK01098,Burn Rate,['Andy Dunn'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593238264.jpg
BOOK01099,Crash Landing,['Liz Hoffman'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593239018.jpg
BOOK01100,When We Are Seen,['Denise Young'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780593239292.jpg
BOOK01101,The Voltage Effect,['John A. List'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593239483.jpg
BOOK01102,How Big Things Get Done,['Bent Flyvbjerg and Dan Gardner'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,10,10,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593239513.jpg
BOOK01103,The New Megatrends,['Marian Salzman'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593239704.jpg
BOOK01104,Virtual Society,['Herman Narula'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593239971.jpg
BOOK01105,Supercommunicators,['Charles Duhigg'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593243916.jpg
BOOK01106,It's Not TV,['Felix Gillette and John Koblin'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,400.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593296196.jpg
BOOK01107,1929,['Andrew Ross Sorkin'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593296967.jpg
BOOK01108,Battle of Ink and Ice,['Darrell Hartman'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,400.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593297162.jpg
BOOK01109,To Risk It All,['Admiral James Stavridis USN'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593297742.jpg
BOOK01110,How to Calm Your Mind,['Chris Bailey'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593298510.jpg
BOOK01111,The Search,['Bruce Feiler'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,4,Decision Making,Clustered,Decision Making,https://www.leadershipnow.com/leadershop/images/9780593298916.jpg
BOOK01112,Good Arguments,['Bo Seo'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593299517.jpg
BOOK01113,How Not to Be a Politician,['Rory Stewart'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,464.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593300329.jpg
BOOK01114,Optimal Illusions,['Coco Krumme'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593331118.jpg
BOOK01115,Same as Ever,['Morgan Housel'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593332702.jpg
BOOK01116,The Performance Paradox,['Eduardo Briceño'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,336.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,14,Performance Management,Clustered,Performance Management,https://www.leadershipnow.com/leadershop/images/9780593356906.jpg
BOOK01117,Wild Problems,['Russ Roberts'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593418253.jpg
BOOK01118,Unreasonable Hospitality,['Will Guidara'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593418574.jpg
BOOK01119,Ideaflow,['Jeremy Utley and Perry Klebahn'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593420584.jpg
BOOK01120,Lead to Win,['Carla A. Harris'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9780593421680.jpg
BOOK01121,Buy Back Your Time,['Dan Martell'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/978059342297X.jpg
BOOK01122,Quit,['Annie Duke'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593422991.jpg
BOOK01123,Shift,['Ethan Kross'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593444412.jpg
BOOK01124,Managing Up,['Melody Wilding'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593444658.jpg
BOOK01125,The Book of Boundaries,['Melissa Urban'],LeadershipNow only,False,True,,2022,,,,,,,,,Hardcover,400.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593448700.jpg
BOOK01126,It's On Me,['Sara Kuburic'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593449264.jpg
BOOK01127,World Eaters,['Catherine Bracy'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593473481.jpg
BOOK01128,Life Worth Living,"['Miroslav Volf, Matthew Croasmun and Ryan McAnnally-Linz']",LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,10,10,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593489307.jpg
BOOK01129,Untold Power,['Rebecca Boggs Roberts'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,22,Power and Influence,Clustered,Power and Influence,https://www.leadershipnow.com/leadershop/images/9780593489994.jpg
BOOK01130,The Yellow Pad,['Robert E. Rubin'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,352.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593491393.jpg
BOOK01131,The Big Con,['Mariana Mazzucato and Rosie Collington'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,368.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593492673.jpg
BOOK01132,Million Dollar Weekend,['Noah Kagan with Tahl Raz'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593539774.jpg
BOOK01133,Look,['Christian Madsbjerg'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593542217.jpg
BOOK01134,The Experience Mindset,['Tiffani Bova'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593542699.jpg
BOOK01135,All In,['Mike Michalowicz'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593544501.jpg
BOOK01136,Slow Productivity,['Cal Newport'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593544853.jpg
BOOK01137,The Way of the Champion,['Paul Rabil / Foreword by Bill Belichick'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,12,12,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593545492.jpg
BOOK01138,The Essentialism Planner,['Greg McKeown'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593578414.jpg
BOOK01139,Henry V,['Dan Jones'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,432.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593652732.jpg
BOOK01140,The Creative Act,['Rick Rubin'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,432.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593652886.jpg
BOOK01141,Team,['David Allen and Edward Lamont'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,2,Team Leadership,Clustered,Team Leadership,https://www.leadershipnow.com/leadershop/images/9780593652909.jpg
BOOK01142,Hidden Potential,['Adam Grant'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593653142.jpg
BOOK01143,Lead Like You Mean It,['Laysha Ward'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,240.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,26,Contemporary Leadership Practice,Clustered,Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9780593653937.jpg
BOOK01144,Excellent Advice for Living,['Kevin Kelly'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593654521.jpg
BOOK01145,Choose Your Enemies Wisely,['Patrick Bet-David with Greg Dinkin'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,320.0,1,0,0,1,0,0,0,1,1,1,2,Basic,9,9,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593712849.jpg
BOOK01146,Distancing,['L. David Marquet and Michael A. Gillespie'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,224.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593713105.jpg
BOOK01147,Playful,['Cas Holman with Lydia Denworth'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593713402.jpg
BOOK01148,The Journey of Leadership,"['Dana Maor, Hans-Werner Kaas, Kurt Strovink and Ramesh Srinivasan']",LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,288.0,1,0,0,1,0,0,0,1,1,1,2,Basic,13,13,0,25,Transformational Leadership,Clustered,Transformational Leadership,https://www.leadershipnow.com/leadershop/images/9780593714218.jpg
BOOK01149,The Venture Mindset,['Ilya Strebulaev and Alex Dang'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,368.0,1,0,0,1,0,0,0,1,1,1,2,Basic,8,8,0,0,Entrepreneurial and Growth Mindset,Clustered,Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593714232.jpg
BOOK01150,You Already Know,['Laura Huang'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593714768.jpg
BOOK01151,Tiny Experiments,['Anne-Laure Le Cunff'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593715130.jpg
BOOK01152,Primal Intelligence,['Angus Fletcher'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,304.0,1,0,0,1,0,0,0,1,1,1,2,Basic,4,4,0,18,Emotional Intelligence,Clustered,Emotional Intelligence,https://www.leadershipnow.com/leadershop/images/9780593715307.jpg
BOOK01153,The Collective Edge,['Colin M. Fisher'],LeadershipNow only,False,True,,2025,,,,,,,,,Hardcover,336.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593715345.jpg
BOOK01154,The Song of Significance,['Seth Godin'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,208.0,1,0,0,1,0,0,0,1,1,1,2,Basic,6,6,0,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593715543.jpg
BOOK01155,The Diary of a CEO,['Steven Bartlett'],LeadershipNow only,False,True,,2023,,,,,,,,,Hardcover,368.0,1,0,0,1,0,0,0,1,1,1,2,Basic,7,7,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593715833.jpg
BOOK01156,Co-Intelligence,['Ethan Mollick'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,256.0,1,0,0,1,0,0,0,1,1,1,2,Basic,3,3,0,,,Not Clustered,Not Clustered,https://www.leadershipnow.com/leadershop/images/9780593716717.jpg
BOOK01157,"Smart, Not Loud",['Jessica Chen'],LeadershipNow only,False,True,,2024,,,,,,,,,Hardcover,272.0,1,0,0,1,0,0,0,1,1,1,2,Basic,5,5,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593717684.jpg
