book_id,observed_publication_languages,observed_publication_language_count,has_multilingual_publication_evidence,international_language_reach,original_language,original_language_status,verified_translation_count,translation_status,language_evidence_provenance,language_evidence_note
BOOK00498,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00499,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00500,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00501,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00502,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00503,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00504,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00505,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00506,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00507,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00508,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00509,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00510,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00511,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00512,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00513,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00514,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00515,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00516,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00517,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00518,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00519,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00520,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00521,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00522,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00523,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00524,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00525,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00526,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00527,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00528,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00529,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00530,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00531,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00532,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00533,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00534,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00535,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00536,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00537,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00538,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00539,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00540,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00541,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00542,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00543,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00544,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00545,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00546,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00547,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00548,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00549,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00550,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00551,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00552,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00553,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00554,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00555,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00556,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00557,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00558,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00559,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00560,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00561,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00562,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00563,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00564,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00565,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00566,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00567,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00568,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00569,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00570,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00571,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00572,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00573,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00574,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00575,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00576,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00577,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00578,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00579,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00580,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00581,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00582,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00583,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00584,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00585,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00586,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00587,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00588,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00589,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00590,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00591,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00592,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00593,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00594,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00595,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00596,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00597,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00598,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00599,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00600,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00601,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00602,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00603,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00604,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00605,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00606,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00607,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00608,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00609,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00610,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00611,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00612,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00613,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00614,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00615,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00616,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00617,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00618,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00619,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00620,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00621,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00622,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00623,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00624,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00625,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00626,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00627,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00628,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00629,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00630,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00631,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00632,"English, Spanish",2,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00633,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00634,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00635,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00636,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00637,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00638,Spanish,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00639,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00640,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00641,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00642,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00643,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00644,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00645,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00646,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00647,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00648,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00649,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00650,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00651,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00652,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00653,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00654,,0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00655,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00656,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00657,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00658,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00659,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00660,"English, Chinese",2,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00661,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00662,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00663,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00664,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00665,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00666,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00667,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00668,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00669,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00670,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00671,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00672,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00673,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00674,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00675,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00676,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00677,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00678,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00679,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00680,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00681,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00682,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00683,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00684,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00685,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00686,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00687,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00688,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00689,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00690,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00691,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00692,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00693,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00694,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00695,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00696,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
BOOK00697,English,1,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.
