matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector,openlibrary_key,source_openlibrary,source_leadershipnow,publishers,isbn_10,isbn_13,all_isbns,ebook_access,has_fulltext,public_scan,source_url,subtitle,isbn_normalized,leadershipnow_isbn_13,publisher,publication_date,publication_year,format,page_count,edition_note,external_book_url,observed_edition_count,earliest_observed_year,latest_observed_year,observed_publisher_count,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_isbn_13_count,observed_physical_formats,observed_format_count,minimum_observed_pages,maximum_observed_pages,earliest_observed_publication_country,earliest_observed_publication_countries,publication_geo_evidence_type,unresolved_geo_codes,publication_geo_provenance,observed_publication_languages,observed_publication_language_count,has_multilingual_publication_evidence,international_language_reach,original_language,original_language_status,verified_translation_count,translation_status,language_evidence_provenance,language_evidence_note,validated_geographic_author_count,validated_geographic_author_names,author_citizenship_evidence,author_birthplace_evidence,author_identity_evidence_tiers,author_geography_provenance,observed_list_price,observed_retail_price,observed_price_currency,observed_price_market,observed_price_isbn,commercial_source,commercial_metadata_status,commercial_metadata_note
906,BOOK00907,Innovation Management and New Product Development,['Paul Trott'],,"['Product management', 'Industrial management', 'Management', 'Innovation', 'Innovationsmanagement', 'Technological innovations', 'Productontwikkeling', 'Innovations', 'Gestion', 'Produits commerciaux', 'Technische vernieuwing', ""Gestion d'entreprise"", 'New products', 'Production management', 'Produktentwicklung']",1998.0,,,,8.0,11.0,0.0,1.0,https://covers.openlibrary.org/b/id/154383-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL8925397W,True,False,"['Trans-Atlantic Publications', 'Financial Times/Prentice Hall', 'Pearson Education, Limited', 'Prentice Hall', 'Financial Times Prentice Hall', 'Pearson Education Australia']","['140585328X', '1292453621', '1292251522', '027363111X', '0273655604', '0273713159', '1292133422', '0273686437']","['9780273686439', '9781292133423', '9781292453620', '9781405853286', '9780273655602', '9781292251523', '9780273713159', '9780273631118']","['9780273686439', '140585328X', '9781292133423', '9781292453620', '1292453621', '9781405853286', '9780273655602', '9781292251523', '1292251522', '9780273713159', '027363111X', '0273655604', '0273713159', '1292133422', '9780273631118', '0273686437']",borrowable,True,False,https://openlibrary.org/works/OL8925397W,,,,,,,,,,,8.0,1998.0,2022.0,6.0,"['Pearson Education, Limited', 'Pearson Education Australia', 'Prentice Hall', 'Financial Times/Prentice Hall', 'Financial Times Prentice Hall', 'Trans-Atlantic Publications']","['0273655604', '0273713159', '0273686437', '027363111X']",4.0,"['9781292453620', '9781405853286', '9781292251523', '9781292133423', '9780273655602', '9780273713159', '9780273686439', '9780273631118']",8.0,['Paperback'],1.0,320.0,672.0,,,no_country_evidence,[],Open Library earliest observed edition year 1998,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
907,BOOK00908,Strategic Innovation Management,"['Joe Tidd', 'John R. Bessant']",,"['Technological innovations', 'Management', 'Strategic planning']",2014.0,,5.0,1.0,4.0,8.0,2.0,1.0,https://covers.openlibrary.org/b/id/9013017-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL20347506W,True,False,"['Wiley', 'Wiley & Sons, Incorporated, John']","['111886333X', '1118863380', '1118863224', '1118457234']","['9781118863220', '9781118457238', '9781118863381', '9781118863336']","['9781118863220', '111886333X', '9781118457238', '1118863380', '1118863224', '9781118863381', '9781118863336', '1118457234']",no_ebook,False,False,https://openlibrary.org/works/OL20347506W,,,,,,,,,,,4.0,2014.0,2014.0,2.0,"['Wiley & Sons, Incorporated, John', 'Wiley']",['1118457234'],1.0,"['9781118863220', '9781118863381', '9781118863336', '9781118457238']",4.0,['paperback'],1.0,436.0,440.0,,,no_country_evidence,[],Open Library earliest observed edition year 2014,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
908,BOOK00909,Innovation Management,"['Keith Goffin', 'Mitchell, Rick']",,"['Organizational change', 'Industrial management', 'Strategic planning', 'Corporations, finance', 'Product management']",2010.0,,,,2.0,10.0,0.0,0.0,https://covers.openlibrary.org/b/id/9353756-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL20682093W,True,False,"['Red Globe Press', 'Palgrave Macmillan']","['0230205828', '1137373431']","['9780230205826', '9781137373434']","['9780230205826', '0230205828', '1137373431', '9781137373434']",no_ebook,False,False,https://openlibrary.org/works/OL20682093W,,,,,,,,,,,2.0,2010.0,2016.0,2.0,"['Red Globe Press', 'Palgrave Macmillan']","['1137373431', '0230205828']",2.0,"['9781137373434', '9780230205826']",2.0,['paperback'],1.0,416.0,440.0,,,no_country_evidence,[],Open Library earliest observed edition year 2010,,0.0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Keith Goffin,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
909,BOOK00910,Creativity and strategic innovation management,['Malcolm Goodman'],,"['Creative ability in business', 'Diffusion of innovations', 'Technological innovations', 'Management', 'Organizational change', 'Strategic planning', 'Créativité dans les affaires', 'Innovations', 'Diffusion', 'Gestion', 'Changement organisationnel']",2012.0,,,,9.0,4.0,1.0,0.0,,Open Library only,21.0,Innovation Management,False,/works/OL16499568W,True,False,"['Taylor & Francis Group', 'Routledge']","['1138675091', '1138675105', '1317199472', '1317199480', '0415663555', '0203104374', '1315560844', '1317199464', '1299540384', '0415663547', '1136249443']","['9781315560847', '9781138675100', '9781317199465', '9781317199489', '9781299540385', '9780203104378', '9781136249440', '9780415663540', '9781138675094', '9780415663557', '9781317199472']","['9781315560847', '1138675091', '1138675105', '1317199472', '9781138675100', '1317199480', '9781317199465', '9781317199489', '9781299540385', '9780203104378', '0415663555', '0203104374', '9781136249440', '1315560844', '1317199464', '1299540384', '9780415663540', '9781138675094', '9780415663557', '9781317199472', '0415663547', '1136249443']",no_ebook,False,False,https://openlibrary.org/works/OL16499568W,,,,,,,,,,,9.0,2012.0,2017.0,2.0,"['Routledge', 'Taylor & Francis Group']",[],0.0,"['9781299540385', '9781317199465', '9781315560847', '9781136249440', '9781317199489', '9781317199472', '9781138675100', '9781138675094', '9780415663540', '9780415663557', '9780203104378']",11.0,[],0.0,288.0,326.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2012,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
910,BOOK00911,Innovation Management,['Mark Dodgson'],"""Innovation is the means by which organizations survive and thrive in uncertain and turbulent conditions. Innovation management has become a well-established field of research, teaching and practice, with a substantial literature. As a broad-based research field, contributions stem from an array of perspectives including science, economics, engineering and psychology. Innovation is crucial for economic and social progress, and it needs to be managed in order to be beneficial. Innovation Management: A Research Overview provides a concise introduction to the best research on innovation management. It covers four main themes: foundational studies, key concepts and frameworks, important empirical studies, and current and emerging themes. The research discussed includes classic studies, with core insights in the field, key thinking on strategies and processes for innovation, well-established and novel research methods, and issues of greatest contemporary importance. This shortform book provides direction through the maze of research on the nature, processes and outcomes of innovation management, and provides an invaluable introduction to the literature on innovation management for students and professionals.""--Provided by publisher",['Organizational change'],2016.0,,,,7.0,3.0,0.0,0.0,,Open Library only,21.0,Innovation Management,False,/works/OL21329984W,True,False,"['Taylor & Francis Group', 'Taylor and Francis']","['1138859230', '1351240153', '0815375298', '1032178906', '1351240188', '135124017X', '1351240161']","['9781351240178', '9781032178905', '9781351240161', '9781351240185', '9781138859234', '9780815375296', '9781351240154']","['1138859230', '1351240153', '9781351240178', '9781032178905', '9781351240161', '0815375298', '9781351240185', '1032178906', '1351240188', '9781138859234', '9780815375296', '135124017X', '1351240161', '9781351240154']",no_ebook,False,False,https://openlibrary.org/works/OL21329984W,,,,,,,,,,,7.0,2016.0,2021.0,2.0,"['Taylor & Francis Group', 'Taylor and Francis']",['1351240188'],1.0,"['9781351240154', '9781351240185', '9781032178905', '9781351240161', '9781351240178', '9781138859234', '9780815375296']",7.0,[],0.0,74.0,74.0,,,no_country_evidence,[],Open Library earliest observed edition year 2016,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Mark Dodgson,Australia,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
911,BOOK00912,The Oxford Handbook Of Innovation Management,['Mark Dodgson'],,"['Organizational change', 'Technological innovations', 'Management', 'Organizational change--management', 'Technological innovations--management', 'Social sciences -- industries. land use. labor -- management. industrial management -- organizational change. organizational development. corporate turnarounds', 'Hd58.8 .o94 2014', '658.406']",2013.0,,,,1.0,5.0,0.0,1.0,https://covers.openlibrary.org/b/id/7850006-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL17574516W,True,False,['Oxford University Press'],['019969494X'],['9780199694945'],"['9780199694945', '019969494X']",printdisabled,True,False,https://openlibrary.org/works/OL17574516W,,,,,,,,,,,1.0,2013.0,2013.0,1.0,['Oxford University Press'],[],0.0,['9780199694945'],1.0,[],0.0,720.0,720.0,,,no_country_evidence,[],Open Library earliest observed edition year 2013,,0.0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Mark Dodgson,Australia,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
912,BOOK00913,Innovation management,"['Keith Goffin', 'Rick Mitchell']",,"['Technological innovations', 'Management', 'Industrial management', 'Organizational change', 'Corporations, finance', 'Product management', 'Strategic planning', 'Economics']",2005.0,,,,2.0,1.0,0.0,1.0,https://covers.openlibrary.org/b/id/1743550-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL23935457W,True,False,"['Bloomsbury Publishing Plc', 'Palgrave Macmillan']","['135033796X', '1403912602']","['9781403912602', '9781350337961']","['135033796X', '9781403912602', '9781350337961', '1403912602']",printdisabled,True,False,https://openlibrary.org/works/OL23935457W,,,,,,,,,,,2.0,2005.0,2025.0,2.0,"['Bloomsbury Publishing Plc', 'Palgrave Macmillan']",['1403912602'],1.0,"['9781350337961', '9781403912602']",2.0,['Paperback'],1.0,384.0,496.0,,,no_country_evidence,[],Open Library earliest observed edition year 2005,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Keith Goffin,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
913,BOOK00914,Best Practice,['Mohamed Zairi'],"Bringing together practitioners and researchers in this field, this book highlights best practice in business innovation. The book uses real-life examples from major companies such as Kodak, Nissan, Exxon, Lever Brothers and Ford Motors.","['Organizational effectiveness', 'Technological innovations', 'Industrial management', 'Management', 'Innovations', 'Gestion', ""Gestion d'entreprise"", 'Efficacité organisationnelle', 'BUSINESS & ECONOMICS', 'Strategic Planning', 'Aufsatzsammlung', 'Technische Innovation', 'Vernieuwing', 'Procesbeheersing']",1999.0,,,,9.0,,,,https://covers.openlibrary.org/b/id/1400254-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL465452W,True,False,"['Butterworth-Heinemann', 'Routledge', 'Taylor & Francis Group']","['0750639539', '1136426434', '1136426426', '1282380567', '0080500021', '113642640X', '1136426388', '113642637X']","['9780750639538', '9781136426407', '9781136426438', '9781282380561', '9781136426377', '9780080500027', '9781136426421', '9781136426384']","['9780750639538', '0750639539', '9781136426407', '9781136426438', '1136426434', '1136426426', '1282380567', '0080500021', '9781282380561', '9781136426377', '9780080500027', '9781136426421', '113642640X', '1136426388', '9781136426384', '113642637X']",no_ebook,False,False,https://openlibrary.org/works/OL465452W,,,,,,,,,,,9.0,1999.0,2010.0,3.0,"['Routledge', 'Taylor & Francis Group', 'Butterworth-Heinemann']",['0750639539'],1.0,"['9781282380561', '9781136426384', '9780080500027', '9781136426438', '9781136426421', '9781136426377', '9781136426407', '9780750639538']",8.0,['Hardcover'],1.0,423.0,423.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 1999,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Mohamed Zairi,,El Kouif,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
914,BOOK00915,The Innovator's Dilemma,"['Clayton M. Christensen', 'L J Ganser', 'Don Leslie']","In his book, The Innovator's Dilemma [3], Professor Clayton Christensen of Harvard Business School describes a theory about how large, outstanding firms can fail ""by doing everything right."" The Innovator's Dilemma, according to Christensen, describes companies whose successes and capabilities can actually become obstacles in the face of changing markets and technologies. ([Source][1]) This book takes the radical position that great companies can fail precisely because they do everything right. It demonstrates why outstanding companies that had their competitive antennae up, listened astutely to customers, and invested aggressively in new technologies still lost their market leadership when confronted with disruptive changes in technology and market structure. And it tells how to avoid a similar fate. Using the lessons of successes and failures of leading companies, The Innovator's Dilemma presents a set of rules for capitalizing on the phenomenon of disruptive innovation. These principles will help managers determine when it is right not to listen to customers, when to invest in developing lower-performance products that promise lower margins, and when to pursue small markets at the expense of seemingly larger and more lucrative ones. - Jacket flap. [1]: http://web.mit.edu/6.933/www/Fall2000/teradyne/clay.html","['Industrial management', 'Disruptive technologies', 'Success in business', 'Customer services', 'innovation', 'Service à la clientèle', 'Succès dans les affaires', 'Creative ability in business', ""Gestion d'entreprise"", 'Créativité dans les affaires', 'Creative ability', 'Success', 'Erfolgsanalyse', 'Innovations technologiques', 'Gestion industrielle', 'Management', 'Unternehmen', 'Affaires', 'BUSINESS & ECONOMICS / Decision-Making & Problem Solving', 'BUSINESS & ECONOMICS / Leadership', 'BUSINESS & ECONOMICS / Strategic Planning', 'BUSINESS & ECONOMICS', 'Decision-Making & Problem Solving', 'Leadership', 'Strategic Planning', 'Business economics', 'Produktutveckling', 'Framgångsrikt företagande', 'Kreativitet i arbetslivet', 'Kundorientering', 'Hd53 .c49 1997', '658', 'Hd53 .c49 2016', 'Commerce', 'Organization & administration', 'Methods', 'Customer Satisfaction', 'Consumer Behavior']",1997.0,,4.0,17.0,20.0,303.0,14.0,22.0,https://covers.openlibrary.org/b/id/9274687-L.jpg,Open Library only,13.0,General Business and Management,False,/works/OL1999873W,True,False,"['HarperBusiness', 'Collins Business Essentials', 'Harvard Business School Press', 'HarperBusiness, [Orginally by Harvard Business School Press, 1997]', 'FrancoAngeli', 'HighBridge Audio', 'Highbridge Audio', 'Harvard Business Review Press', 'Collins', 'HarperBusiness Essentials', 'Highbridge Audio and Blackstone Publishing']","['1665143568', '142219602X', '1633691780', '8835161185', '4798100234', '0060521996', '1565114159', '1665171537', '0066620694', '1565113934', '1681686902', '0062060244', '1665171545', '0875845851']","['9780066620695', '9781633691780', '9788835161189', '9781665143561', '9780060521998', '9781665171533', '9781665171540', '978-8835161189', '9781681686905', '9780875845852', '9781565114159', '9781565113930', '9780062060242', '9781422196021', '9784798100234']","['9780066620695', '1665143568', '142219602X', '9781633691780', '1633691780', '8835161185', '4798100234', '9788835161189', '9781665143561', '9780060521998', '0060521996', '1565114159', '1665171537', '9781665171533', '9781665171540', '0066620694', '978-8835161189', '9781681686905', '1565113934', '9780875845852', '9781565114159', '1681686902', '9781565113930', '0062060244', '1665171545', '9780062060242', '0875845851', '9781422196021', '9784798100234']",printdisabled,True,False,https://openlibrary.org/works/OL1999873W,,,,,,,,,,,20.0,1997.0,2024.0,11.0,"['FrancoAngeli', 'HighBridge Audio', 'Harvard Business Review Press', 'HarperBusiness, [Orginally by Harvard Business School Press, 1997]', 'Highbridge Audio and Blackstone Publishing', 'HarperBusiness', 'Highbridge Audio', 'Collins Business Essentials', 'Collins', 'Harvard Business School Press', 'HarperBusiness Essentials']","['8835161185', '1665171537', '142219602X', '4798100234', '0066620694', '1681686902', '1665171545', '1665143568', '0062060244', '1633691780', '1565114159', '1565113934', '0060521996', '0875845851']",14.0,"['978-8835161189', '9781665171533', '9781422196021', '9784798100234', '9781681686905', '9781665171540', '9781665143561', '9780062060242', '9781565114159', '9781565113930', '9780060521998']",11.0,"['audio cd', 'hardcover', 'Audio CD', 'Audio Cassette', 'Paperback']",5.0,1.0,100000000.0,United States,United States,single_country,[],Open Library earliest observed edition year 1997,"Italian, English, Japanese",3.0,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Clayton M. Christensen,United States,Salt Lake City,identifier_verified,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
915,BOOK00916,SAP Billing and Revenue Innovation Management,"['Chaitanaya Desai', 'Sheikna Kulam', 'Chun Wei Ooi', 'Clement Sanjivi', 'Andreas Tan']",,"['Collecting of accounts', 'Electronic funds transfers']",2019.0,,,,2.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/13248171-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL26506232W,True,False,['Rheinwerk Publishing Inc.'],"['1493218832', '1493222775']","['9781493222773', '9781493218837']","['9781493222773', '1493218832', '1493222775', '9781493218837']",no_ebook,False,False,https://openlibrary.org/works/OL26506232W,,,,,,,,,,,2.0,2019.0,2022.0,1.0,['Rheinwerk Publishing Inc.'],[],0.0,"['9781493222773', '9781493218837']",2.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2019,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
916,BOOK00917,Innovation Management:,['Jan van den Ende'],,['Economics'],2021.0,,3.0,1.0,2.0,0.0,0.0,1.0,,Open Library only,21.0,Innovation Management,False,/works/OL25771500W,True,False,['Macmillan Education UK'],"['1352012421', '1352012448']","['9781352012422', '9781352012446']","['1352012421', '1352012448', '9781352012422', '9781352012446']",no_ebook,False,False,https://openlibrary.org/works/OL25771500W,,,,,,,,,,,2.0,2021.0,2021.0,1.0,['Macmillan Education UK'],[],0.0,"['9781352012446', '9781352012422']",2.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2021,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
917,BOOK00918,Creativity for innovation management,['Ina Goller'],,"['Creative ability in business', 'Technological innovations', 'Management', 'Organizational behavior', 'Organizational change', 'Creative ability', 'Innovations', 'Gestion', 'Changement organisationnel', 'Créativité', 'Creativity', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management Science', 'Organizational Behavior']",2017.0,,,,7.0,,,,,Open Library only,21.0,Innovation Management,False,/works/OL19720864W,True,False,"['Routledge', 'Taylor & Francis Group']","['1315630583', '1317247450', '1032127694', '1138641324', '1317247477', '1317247469', '1138641308', '1032127686']","['9781317247463', '9781315630588', '9781138641327', '9781032127682', '9781317247456', '9781032127699', '9781317247470', '9781138641303']","['9781317247463', '9781315630588', '1315630583', '1317247450', '9781138641327', '9781032127682', '9781317247456', '9781032127699', '1032127694', '1138641324', '1317247477', '1317247469', '1138641308', '9781317247470', '9781138641303', '1032127686']",no_ebook,False,False,https://openlibrary.org/works/OL19720864W,,,,,,,,,,,7.0,2017.0,2023.0,2.0,"['Taylor & Francis Group', 'Routledge']","['1138641308', '1138641324']",2.0,"['9781032127699', '9781032127682', '9781317247456', '9781315630588', '9781317247470', '9781317247463', '9781138641303', '9781138641327']",8.0,[],0.0,332.0,332.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2017,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Ina Goller,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
918,BOOK00919,Innovation management,"['Shlomo Maital', 'D V R Seshadri']",,"['Management', 'Priročniki', 'Innovation management', 'Profit', 'Globalna strategija', 'Inovacijski management', 'Determinante', 'Organizacijske spremembe', 'Tehnološke inovacije', 'Technological innovations', 'Inovativno mišljenje', 'Organizational change', 'Merjenje učinkovitosti', 'Inovacije', 'Inovativnost', 'Strategic planning', 'Strateški management', 'Case studies', 'Industrijski management', 'Znanje vodenja', 'Študije primerov', 'Vloga', 'Poslovna strategija']",2007.0,,5.0,1.0,3.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/1429604-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL19810431W,True,False,"['SAGE Publications India Pvt, Ltd.', 'Sage Publications Pvt. Ltd']","['8132110757', '8178299577', '0761935274']","['9788132110750', '9788178299570', '9780761935278']","['8132110757', '9788132110750', '9788178299570', '9780761935278', '8178299577', '0761935274']",no_ebook,False,False,https://openlibrary.org/works/OL19810431W,,,,,,,,,,,3.0,2007.0,2012.0,2.0,"['SAGE Publications India Pvt, Ltd.', 'Sage Publications Pvt. Ltd']",['0761935274'],1.0,"['9788132110750', '9788178299570', '9780761935278']",3.0,['Paperback'],1.0,460.0,460.0,,,no_country_evidence,[],Open Library earliest observed edition year 2007,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
919,BOOK00920,Innovation Management,"['Pervaiz Ahmed', 'Pervaiz K. Ahmed']",,"['Knowledge management', 'Technological innovations', 'Industrial management', 'Management', 'Technological innovations -- Management', 'Organizational change']",2007.0,,,,2.0,0.0,0.0,1.0,https://covers.openlibrary.org/b/id/2346991-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL9370066W,True,False,"['Pearson Prentice Hall', 'Prentice Hall']",['0273683764'],['9780273683766'],"['0273683764', '9780273683766']",printdisabled,True,False,https://openlibrary.org/works/OL9370066W,,,,,,,,,,,2.0,2007.0,2010.0,2.0,"['Pearson Prentice Hall', 'Prentice Hall']",['0273683764'],1.0,['9780273683766'],1.0,['Paperback'],1.0,664.0,664.0,,,no_country_evidence,[],Open Library earliest observed edition year 2007,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
920,BOOK00921,Revolution of Innovation Management,"['Alexander Brem', 'Eric Viardot']",,['Technological innovations'],2016.0,,,,7.0,,,,https://covers.openlibrary.org/b/id/10091640-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL20796447W,True,False,"['Palgrave Macmillan', 'Palgrave Macmillan Limited']","['1349951226', '1349957348', '3319430556', '1349951234', '1137574747', '3319430564', '1349847178']","['9781349847174', '9783319430560', '9781349951239', '9781137574749', '9783319430553', '9781349951222', '9781349957347']","['9781349847174', '9783319430560', '1349951226', '1349957348', '9781349951239', '9781137574749', '3319430556', '9783319430553', '1349951234', '1137574747', '9781349951222', '3319430564', '9781349957347', '1349847178']",no_ebook,False,False,https://openlibrary.org/works/OL20796447W,,,,,,,,,,,7.0,2016.0,2021.0,2.0,"['Palgrave Macmillan', 'Palgrave Macmillan Limited']",['1137574747'],1.0,"['9783319430553', '9783319430560', '9781349951239', '9781349847174', '9781349951222', '9781349957347', '9781137574749']",7.0,['hardcover'],1.0,261.0,261.0,,,no_country_evidence,[],Open Library earliest observed edition year 2016,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,2.0,Alexander Brem | Eric Viardot,Germany | France,Bad Kötzting,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
921,BOOK00922,Innovation management and new product development,['Paul Trott'],,"['Product management', 'Technological innovations', 'Industrial management', 'Management']",2011.0,,,,1.0,3.0,0.0,0.0,,Open Library only,21.0,Innovation Management,False,/works/OL15992120W,True,False,['Financial Times/Prentice Hall'],['0273736566'],['9780273736561'],"['0273736566', '9780273736561']",no_ebook,False,False,https://openlibrary.org/works/OL15992120W,,,,,,,,,,,1.0,2011.0,2011.0,1.0,['Financial Times/Prentice Hall'],[],0.0,['9780273736561'],1.0,[],0.0,648.0,648.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2011,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
922,BOOK00923,Global innovation management,['J. Christopher Westland'],,"['Technological innovations', 'Management', 'New products', 'International business enterprises']",2008.0,,,,2.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/10217384-L.jpg,Open Library only,21.0,Innovation Management,False,/works/OL9159422W,True,False,"['Palgrave Macmillan', 'Red Globe Press']","['0230524915', '1137520183']","['9780230524910', '9781137520180']","['0230524915', '9780230524910', '1137520183', '9781137520180']",no_ebook,False,False,https://openlibrary.org/works/OL9159422W,,,,,,,,,,,2.0,2008.0,2016.0,2.0,"['Red Globe Press', 'Palgrave Macmillan']","['1137520183', '0230524915']",2.0,['9781137520180'],1.0,['paperback'],1.0,384.0,384.0,United States,United States,single_country,[],Open Library earliest observed edition year 2008,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
