book_id,canonical_title,authors,observed_edition_count,earliest_observed_year,latest_observed_year,known_publication_languages_display,known_publication_language_count,multilingual_publication_evidence,observed_publication_countries,observed_publication_country_count,observed_publication_places,observed_publication_place_count,observed_publisher_count,observed_isbn_13_count,observed_format_count,minimum_observed_pages,maximum_observed_pages,known_publication_language_codes,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_physical_formats,known_publication_languages,first_publish_year,earliest_vs_first_difference,year_discrepancy_flag
BOOK00419,Strategic Management,['R. Edward Freeman'],2,2010,2015,English,1,False,[],0,[],0,1,2,0,292,292,['eng'],['Cambridge University Press'],[],0,"['9781139192675', '9780521151740']",[],['English'],2010.0,0.0,False
BOOK00420,Strategic Management Accounting,['Zahirul Hoque'],3,2003,2006,English,1,False,[],0,[],0,3,3,1,220,420,['eng'],"['Spiro Press', 'Pearson Education Australia', 'Pearson Higher Education']","['1904298729', '1904298737']",2,"['9781904298724', '9780733984457', '9781904298731']",['Paperback'],['English'],2003.0,0.0,False
BOOK00421,Essentials of strategic management,"['J. David Hunger', 'Thomas L. Wheelen']",7,2003,2013,English,1,False,['nju'],1,['Upper Saddle River'],1,2,7,0,191,216,['eng'],"['Pearson Education, Limited', 'Prentice Hall']",['0136006698'],1,"['9780136125501', '9781282726741', '9781292020907', '9780132478816', '9780135041086', '9780131227880', '9780136006695']",[],['English'],2003.0,0.0,False
BOOK00422,Global strategic management,"['Kamel Mellahi', 'Jedrzej George Frynas', 'Paul Finlay']",2,2005,2015,English,1,False,[],0,[],0,2,2,1,420,474,['eng'],"['Oxford University Press', 'Oxford University Press, USA']","['0198706596', '0199266158']",2,"['9780198706595', '9780199266159']",['paperback'],['English'],2005.0,0.0,False
BOOK00423,Strategic management,['Richard L. Lynch'],2,2008,2009,English,1,False,['enk'],1,"['Harlow, England', 'N.Y']",2,2,2,0,,,['eng'],"['Pearson Education, Limited', 'Prentice Hall / Financial Times']",[],0,"['9780273724001', '9780273716389']",[],['English'],2008.0,0.0,False
BOOK00424,Change management,"['Jeffrey M. Hiatt', 'Timothy J. Creasey']",1,2003,2003,English,1,False,[],0,[],0,1,1,1,149,149,['eng'],['Prosci Research'],['1930885180'],1,['9781930885189'],['Paperback'],['English'],2003.0,0.0,False
BOOK00425,Managing Change/Changing Managers,['Julian Randall'],6,2004,2014,English,1,False,[],0,[],0,2,6,0,272,272,['eng'],"['Taylor & Francis Group', 'Routledge']",[],0,"['9781134350766', '9781283584784', '9781134350810', '9781134350803', '9781134350780', '9781280036965']",[],['English'],2004.0,0.0,False
BOOK00426,Change management,"['Robert Sullivan', 'Stephen Lytton']",1,2000,2000,,0,False,[],0,[],0,1,1,1,160,160,[],['Management Books 2000 Ltd'],['1852523514'],1,['9781852523510'],['Paperback'],[],2000.0,0.0,False
BOOK00427,Change Management,['Thomas Lauer'],6,2010,2021,"German, English",2,True,['gw'],1,"['Berlin', 'Heidelberg']",2,4,7,2,216,268,"['ger', 'eng']","['Springer', 'Springer Berlin / Heidelberg', 'Springer Gabler', 'Lauer Thomas']","['3662591014', '3662437368', '3642043399', '3642043402']",4,"['9783662437377', '9783662621868', '9783662621899', '9783662591017', '9783662437360', '9783642043390', '9783642043406']","['paperback', 'hardcover']","['German', 'English']",2010.0,0.0,False
BOOK00428,"Managing change, changing managers",['Julian Randall'],2,2004,2004,English,1,False,['nyu'],1,"['London', 'New York']",2,2,1,1,259,272,['eng'],"['Taylor & Francis Inc', 'Routledge']","['0415323118', '0415323126']",2,['9780203300732'],['Electronic resource'],['English'],2004.0,0.0,False
BOOK00429,Change management in information services,['Lyndon Pugh'],13,2000,2019,English,1,False,['enk'],1,"['Aldershot, Hampshire, England', 'Brookfield, Vt']",2,3,12,1,200,99999,['eng'],"['Taylor & Francis Group', 'Ashgate Publishing', 'Gower']","['0754646653', '0566082535']",2,"['9781351773188', '9781317168652', '9781315571225', '9781315198507', '9781351773201', '9781351773195', '9781317168669', '9781317168676', '9781138713642', '9781138713659', '9781138259263', '9780754646655']",['Hardcover'],['English'],2000.0,0.0,False
BOOK00430,Making sense of change management,"['Esther Cameron', 'Mike Green']",12,2004,2024,English,1,False,[],0,[],0,2,12,1,288,464,['eng'],"['Kogan Page, Limited', 'Kogan Page']",['0749440872'],1,"['9781398612884', '9781398612860', '9781398612853', '9781282101159', '9781280494833', '9781280435140', '9780749447328', '9780749496982', '9780749472597', '9780749496975', '9781789660456', '9780749440879']",['Paperback'],['English'],2004.0,0.0,False
BOOK00431,Changing Change Management,['Darren McCabe'],6,2020,2021,English,1,False,[],0,[],0,1,6,0,200,216,['eng'],['Taylor & Francis Group'],[],0,"['9781032175935', '9780429638831', '9780429029981', '9780429642005', '9780429635663', '9780367140656']",[],['English'],2020.0,0.0,False
BOOK00432,Change Management,"['Klaus Doppler', 'Christoph Lauterburg']",2,2014,2019,,0,False,[],0,[],0,2,2,1,588,588,[],"['Campus Verlag', 'Campus Verlag GmbH']","['3593512440', '3593500477']",2,"['9783593512440', '9783593500478']",['hardcover'],[],2014.0,0.0,False
BOOK00433,Making sense of change management,['Esther Cameron'],2,2008,2009,English,1,False,"['enk', 'nyu']",2,"['London', 'Philadelphia']",2,2,2,1,304,304,['eng'],"['Kogan Page', 'Kogan Page Publishers']",[],0,"['9780749453107', '9780749456023']",['Electronic resource'],['English'],2008.0,0.0,False
BOOK00434,The Theory and Practice of Change Management,['John Hayes'],6,2014,2021,English,1,False,[],0,[],0,4,6,2,496,592,['eng'],"['Macmillan Education UK', 'Red Globe Press', 'Palgrave', 'Palgrave Macmillan']","['1352001233', '0230298060', '1137582383', '1137275340']",4,"['9781352012538', '9781352012552', '9781352001235', '9780230298064', '9781137582386', '9781137275349']","['paperback', 'printed access code']",['English'],2014.0,0.0,False
BOOK00435,Effective Change Manager,['The Change Management Institute'],1,2014,2014,English,1,False,[],0,[],0,1,1,0,,,['eng'],['Vivid Publishing'],[],0,['9781925171020'],[],['English'],2014.0,0.0,False
BOOK00436,Making sense of change management,['Esther Cameron'],2,2015,2016,English,1,False,['enk'],1,[],0,1,2,1,450,464,['eng'],['Kogan Page'],"['0749479132', '0749472588']",2,"['9780749479138', '9780749472580']",['hardcover'],['English'],2015.0,0.0,False
BOOK00437,Managing change,"['Todd Jick', 'Maury Peiperl', 'Todd D. Jick']",6,1993,2003,English,1,False,"['ilu', 'mau']",2,"['Homewood, IL', 'Boston']",2,4,3,2,489,544,['eng'],"['McGraw-Hill/Irwin', 'Irwin/McGraw-Hill', 'Mayibuye Books,South Africa', 'IRWIN']","['0256264589', '0071122206', '0071199640', '0256112312']",4,"['9780256264586', '9780071122207', '9780071199643']","['Hardcover', 'Paperback']",['English'],1993.0,0.0,False
BOOK00438,Change Management,['Jeff Hiatt'],2,2003,2012,English,1,False,['cou'],1,"['Loveland, Colorado']",1,2,2,1,148,148,['eng'],"['Prosci Learning Center Publications', 'Prosci Research']","['193088561X', '1930885199']",2,"['9781930885615', '9781930885196']",['Hardcover'],['English'],2003.0,0.0,False
BOOK00439,Lean Change Management,['Jason Little'],1,2014,2014,English,1,False,[],0,[],0,1,1,1,180,180,['eng'],['Happy Melly Express'],['0990466507'],1,['9780990466505'],['Paperback'],['English'],2014.0,0.0,False
BOOK00440,Change Management,['James McCalman'],8,1992,2016,English,1,False,['enk'],1,['London'],1,5,7,1,229,440,['eng'],"['SAGE Publications, Limited', 'SAGE Publications, Incorporated', 'SAGE Publications Ltd', 'P. Chapman Pub.', 'Paul Chapman Pub']","['1853961558', '185396381X']",2,"['9781473943377', '9781473943384', '9781849205252', '9781280347467', '9781446274118', '9781446274101', '9781853963810']",['Paperback'],['English'],1992.0,0.0,False
BOOK00441,Strategic Change Management Strategic Change Management,['Djamel Eddine Laouisset'],2,2008,2008,English,1,False,[],0,['Ottawa'],1,0,0,0,,,['eng'],[],[],0,[],[],['English'],2008.0,0.0,False
BOOK00442,Organizational Behaviour and Change Management,"['Cornell Vernooij', 'Judith Stuijt', 'Maarten Hendriks', 'Wouter ten Have', 'Steven ten Have']",5,2022,2022,English,1,False,[],0,[],0,2,5,0,,,['eng'],"['Routledge', 'Taylor & Francis Group']",[],0,"['9781032264240', '9781032264233', '9781000648010', '9781000647969', '9781003288237']",[],['English'],2022.0,0.0,False
BOOK00443,The Manager's Path,['Camille Fournier'],1,2017,2017,English,1,False,[],0,[],0,1,1,1,244,244,['eng'],"[""O'Reilly Media""]",['1491973897'],1,['9781491973899'],['Paperback'],['English'],2017.0,0.0,False
BOOK00444,Agile Change Management,['Melanie Franklin'],6,2014,2021,English,1,False,[],0,[],0,2,6,0,288,288,['eng'],"['Kogan Page, Limited', 'Kogan Page']",[],0,"['9781306457231', '9781398603158', '9781398603165', '9781398603141', '9780749470999', '9780749470982']",[],['English'],2014.0,0.0,False
BOOK00445,The Effective Change Manager's Handbook,['APMG'],3,2014,2021,English,1,False,[],0,[],0,2,3,2,632,632,['eng'],"['Kogan Page, Limited', 'Kogan Page']","['1398696013', '074947307X']",2,"['9780749473082', '9781398696013', '9780749473075']","['hardcover', 'paperback']",['English'],2014.0,0.0,False
BOOK00446,Breakthrough IT Change Management,"['Bennet Lientz', 'Kathryn Rea']",8,2004,2017,English,1,False,[],0,[],0,2,8,0,311,311,['eng'],"['Routledge', 'Taylor & Francis Group']",[],0,"['9781282344969', '9781136425967', '9780080500287', '9781136426018', '9781136426001', '9781136425950', '9781138461116', '9781136425981']",[],['English'],2004.0,0.0,False
BOOK00447,Beyond change management,['Dean Anderson'],1,2001,2001,English,1,False,['cau'],1,['San Francisco'],1,1,0,0,236,236,['eng'],['Jossey-Bass/Pfeiffer'],['0787956457'],1,[],[],['English'],2001.0,0.0,False
BOOK00448,Managing Change,['Bernard Burnes'],7,1992,2009,English,1,False,"['enk', 'nyu']",2,"['London', 'New York']",2,5,5,1,224,640,['eng'],"['Pitman', 'Pearson Education', 'Trans-Atlantic Publications', 'Prentice Hall/Financial Times', 'Prentice Hall']","['0273611186', '0273641662', '027303376X', '0273683365']",4,"['9780273641667', '9780273611189', '9780273033769', '9780273711742', '9780273683360']",['Paperback'],['English'],1992.0,0.0,False
BOOK00449,Business process change management,['August-Wilhelm Scheer'],2,2003,2003,English,1,False,['gw'],1,"['Berlin', 'New York']",2,1,1,1,290,292,['eng'],['Springer'],['354000243X'],1,['9783540002437'],['Hardcover'],['English'],2003.0,0.0,False
BOOK00450,Change Management,"['Frank Voehl', 'H. James Harrington']",2,2017,2017,English,1,False,[],0,[],0,2,2,0,424,424,['eng'],"['Taylor & Francis Group', 'Productivity Press']",[],0,"['9781138463950', '9781482214192']",[],['English'],2017.0,0.0,False
BOOK00451,Change Management Für Dummies,['Alexandra Schichtel'],6,2010,2016,German,1,False,[],0,[],0,2,6,0,432,448,['ger'],"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John']",[],0,"['9783527705375', '9783527639007', '9783527800278', '9783527711628', '9783527800285', '9783527638987']",[],['German'],2010.0,0.0,False
BOOK00452,Reconsidering Change Management,"['Steven ten Have', 'ten Have Wouter', 'Anne-Bregj Huijsmans']",6,2016,2018,English,1,False,[],0,[],0,1,6,0,214,228,['eng'],['Taylor & Francis Group'],[],0,"['9781315646015', '9781317293729', '9781317293736', '9781317293743', '9781138340039', '9781138183148']",[],['English'],2016.0,0.0,False
BOOK00453,Correctional administration and change management,['Martha Henderson Hurley'],7,2010,2013,English,1,False,['flu'],1,['Boca Raton'],1,3,7,0,222,224,['eng'],"['CRC Press LLC', 'Taylor & Francis Group', 'Taylor & Francis']",[],0,"['9781482218152', '9780429250774', '9781466532472', '9781482218145', '9781439803936', '9781322618128', '9781439803929']",[],['English'],2010.0,0.0,False
BOOK00454,Change management,['Marcus Gonçalves'],1,2007,2007,English,1,False,['nyu'],1,['New York'],1,1,1,0,126,126,['eng'],['ASME Press'],['0791802647'],1,['9780791802649'],[],['English'],2007.0,0.0,False
BOOK00455,The Theory and Practice of Change Management,['John Hayes'],1,2010,2010,,0,False,[],0,[],0,1,1,1,496,496,[],['Palgrave Macmillan'],['0230210694'],1,['9780230210691'],['Paperback'],[],2010.0,0.0,False
BOOK00456,Appreciative inquiry for change management,['Sarah Lewis'],1,2011,2011,English,1,False,['enk'],1,"['London', 'Philadelphia']",2,1,2,0,,,['eng'],['Kogan Page'],[],0,"['9780749463557', '9780749463670']",[],['English'],2011.0,0.0,False
BOOK00457,Leadership and change management,['Annabel C. Beerel'],1,2009,2009,English,1,False,['cau'],1,['Los Angeles'],1,3,2,0,264,264,['eng'],"['SAGE', 'SAGE Publications Ltd', 'Sage Publications Ltd']","['1847873405', '1847873413']",2,"['9781847873408', '9781847873415']",[],['English'],2009.0,0.0,False
BOOK00458,Changing managers and managing change,"['Mahmoud Ezzamel', 'Simon Lilley', 'Hugh Wilmott', 'Chris Green']",1,1995,1995,,0,False,[],0,[],0,1,1,1,110,110,[],['CIMA Publishing'],['1874784353'],1,['9781874784357'],['Paperback'],[],1995.0,0.0,False
BOOK00459,Managing innovation,"['Joseph Tidd', 'Joe Tidd', 'John Bessant', 'Keith Pavitt']",26,1997,2021,English,1,False,"['enk', 'nju']",2,"['Chichester, [England]', 'New York', 'Hoboken, NJ', 'Chichester, West Sussex, England', 'Hoboken']",5,9,23,1,2,680,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley', 'Wiley & Sons, Limited, John', 'World Scientific Publishing UK Limited', 'World Scientific Europe Ltd', 'World Scientific Publishing Europe Ltd', 'World Scientific Publishing Co Pte Ltd', 'John Wiley & Sons', 'John Wiley']","['1119441099', '111836063X', '0471496154', '0470998105', '047197076X', '0470093269']",6,"['9780470338032', '9780470093276', '9781119441090', '9781118538593', '9781119719311', '9781119379393', '9781119713180', '9781119713302', '9781119713197', '9781118538647', '9781118538500', '9781118362853', '9781119719335', '9781118320624', '9781119959335', '9781786346483', '9781786346544', '9781119959342', '9781119959328', '9781786346513', '9781118360637', '9780471496151', '9780470998106']",['paperback'],['English'],1997.0,0.0,False
BOOK00460,Change Management During Unprecedented Times,['Kyla Latrice Tennin'],5,2023,2023,English,1,False,[],0,[],0,1,5,0,,,['eng'],['IGI Global'],[],0,"['9781668475119', '9781668475126', '9781668475133', '9781668475102', '9781668475096']",[],['English'],2023.0,0.0,False
BOOK00461,"Change Management in schwierigen Zeiten, m. CD-ROM",['Dietmar Vahs'],1,2003,2003,German,1,False,[],0,[],0,1,1,1,136,136,['ger'],['Deutscher Universitätsverlag'],['3824407116'],1,['9783824407118'],['Paperback'],['German'],2003.0,0.0,False
BOOK00462,Leadership and Change Management,"['Daphne Halkias', 'Joseph C. Santora', 'Nicholas Harkiolakis', 'Paul W. Thurman']",4,2017,2017,English,1,False,[],0,[],0,1,4,0,,,['eng'],['Taylor & Francis Group'],[],0,"['9781317107033', '9781315591766', '9781317107040', '9781317107057']",[],['English'],2017.0,0.0,False
BOOK00463,The complete idiot's guide to change management,['Jeffrey P. Davidson'],1,2002,2002,English,1,False,['inu'],1,"['Indianapolis, IN']",1,1,0,0,331,331,['eng'],['Alpha'],['0028642171'],1,[],[],['English'],2002.0,0.0,False
BOOK00464,Additive Manufacturing Change Management,"['David M. Dietrich', 'Michael Kenworthy', 'Elizabeth A. Cudney']",6,2019,2019,English,1,False,[],0,[],0,2,6,1,160,180,['eng'],"['Taylor & Francis Group', 'CRC Press']",['036715207X'],1,"['9781138611757', '9780429465246', '9780429878039', '9780429878053', '9780429878046', '9780367152079']",['hardcover'],['English'],2019.0,0.0,False
BOOK00465,Enterprise Change Management,"['David Miller', 'Audra Proctor']",2,2016,2016,English,1,False,[],0,[],0,2,2,1,208,208,['eng'],"['Kogan Page, Limited', 'Kogan Page']",['0749473010'],1,"['9780749473020', '9780749473013']",['paperback'],['English'],2016.0,0.0,False
BOOK00466,Switch,"['Chip Heath', 'Chip; Heath, Dan Heath']",13,1999,2013,English,1,False,"['nyu', 'onc']",2,"['New York, USA', 'New York', 'Toronto', 'Nueva York']",4,9,11,4,6,320,['eng'],"['Broadway Books', 'Crown Publishing Group', 'Random House, Inc.', 'FISCHER Taschenbuch', 'Random House Business Books', 'Random House Audio', 'Penguin Random House', 'Random House Canada', 'Vintage español']","['9780385528757', '3596190258', '0307885038', '0739376969', '0307357279']",5,"['9780385528757', '9783596190256', '9780307885036', '9780739376966', '9781847940322', '9781448108213', '9780307357274', '9781847940308', '9781847940315', '9780307742353', '9780307590169']","['Hardcover', 'paperback', 'audio cd', 'Electronic resource']",['English'],1999.0,0.0,False
BOOK00467,Leading Change,['John P. Kotter'],4,1996,2010,English,1,False,['mau'],1,"['Boston, Mass', 'Boston']",2,2,1,0,187,187,['eng'],"['Harvard Business School Press', 'Harvard Business Press']",['0875847471'],1,['9781422133415'],[],['English'],1996.0,0.0,False
BOOK00468,Employee Empowerment,['Daniel Bloom'],6,2020,2020,English,1,False,[],0,[],0,2,6,0,88,88,['eng'],"['Productivity Press', 'CRC Press']",[],0,"['9780429683589', '9780429683572', '9780429400735', '9780429683565', '9780367002176', '9780367002169']",[],['English'],2020.0,0.0,False
BOOK00469,Change Management Masterclass,['Mike Green'],2,2007,2007,English,1,False,['nyu'],1,['London'],1,2,2,2,273,273,['eng'],"['Kogan Page', 'Kogan Page Publishers']",['0749445076'],1,"['9780749445072', '9780749452100']","['Paperback', 'Electronic resource']",['English'],2007.0,0.0,False
BOOK00470,Change Manager,['Tracey Torble'],4,2019,2019,English,1,False,[],0,[],0,1,4,0,,,['eng'],['BCS Learning & Development Limited'],[],0,"['9781780174679', '9781780174655', '9781780174648', '9781780174662']",[],['English'],2019.0,0.0,False
BOOK00471,Rework,"['Jason Fried', 'David Heinemeier Hansson']",15,2010,2020,"Romanian, French, English",3,True,"['quc', 'nyu']",2,"['București', 'Montréal', 'New York', 'London']",4,10,10,7,3,288,"['rum', 'fre', 'eng']","['Publica', 'Éditions Transcontinental', 'Ebury Publishing', 'Vermilion', 'Crown Business', 'Random House Audio', 'Riemann I.Bertelsmann Vlg', 'Crown Currency', 'Crown Business of the Crown Publishing Group, a division of Random House, Inc.', 'Crown Publishing Group']","['2894724705', '0307463745', '0307704513', '3570501256', '0091929784']",5,"['9789731931777', '9782894724705', '9781785043024', '9781407062860', '9780307463746', '9780307704511', '9783570501252', '9781407062853', '9780091929787', '9780307463760']","['Paperback', 'audio cd', 'hardcover', 'kindle edition', 'eBook', 'Hardcover', 'E-book']","['Romanian', 'French', 'English']",2010.0,0.0,False
BOOK00472,Production and operations management,"['Everett E. Adam', 'Ronald J. Ebert']",14,1978,1996,English,1,False,"['enk', 'nju', 'xxk']",3,"['Englewood Cliffs, N.J', 'London', 'Englewood Cliffs, NJ', 'Englewood Cliffs']",4,7,3,3,207,860,['eng'],"['Prentice Hall College Div', 'Prentice Hall', 'Prentice-Hall', 'Prentice-Hall International', 'Pearson Higher Education', 'Prentice Hall (Higher Education Division, Pearson Education)', 'Prentice Hall International']","['013717943X', '0137718008X', '0137249551', '0137250290', '0137248571', '0137249713', '0137199155', '0137248326', '0137252684', '013725069X', '0137248733', '9813076615']",12,"['9780137179435', '9780137248735', '9789813076617']","['Hardcover', 'Paperback', 'Unknown Binding']",['English'],1978.0,0.0,False
BOOK00473,Production and operations management,['Richard B. Chase'],13,1973,1998,English,1,False,"['xx', 'ilu', 'xxu', 'enk', 'mau']",5,"['Homewood, Ill', 'Homewood, IL', 'Boston', 'Chicago']",4,6,2,2,691,1062,['eng'],"['Richard D Irwin', 'Irwin', 'R. D. Irwin', 'R.D. Irwin', '(U.S.), R.D.Irwin', 'Irwin/McGraw-Hill']","['007561278X', '0256069204', '0256124108', '0256019193', '025610039X', '0256113092', '0256025258', '0256032262', '0256128111', '0256014280', '0256225567', '0256269211', '0256140235']",13,"['9780075612780', '9780256124101']","['hardcover', 'Paperback']",['English'],1973.0,0.0,False
BOOK00474,Operations management,['Roger G. Schroeder'],22,1981,2008,English,1,False,"['xxu', 'mau', 'nyu', 'ilu', 'enk', 'xxk']",6,"['New York', 'Boston, Mass', 'Boston', 'Miadenhead', 'London', 'Auckland', 'NewYork, N.Y']",7,11,8,2,385,864,['eng'],"['McGraw-Hill Education', 'McGraw-Hill', 'McGraw-Hill/Irwin', 'McGraw-Hill Inc.,US', 'Irwin/McGraw-Hill', 'McGraw Hill', 'McGraw Hill Higher Education', 'McGraw-Hill Irwin', 'McGRAW-HILL PUBLISHING COMPANY', 'McGraw-Hill International', 'McGraw-Hill Publishing Co.']","['0070556849', '0070556156', '0073137065', '0070556180', '0070556121', '0072362901', '0073230588', '0079114377', '0079116442', '0070665524', '0071254366', '0073377864', '0071263861', '0071128425', '0070665508', '0071121277', '0072498943', '0071006036']",18,"['9780070556843', '9780073137063', '9780073230580', '9780071254366', '9780073377865', '9780071263863', '9780071121279', '9780072498943']","['Hardcover', 'Paperback']",['English'],1981.0,0.0,False
BOOK00475,Operations management,['William J. Stevenson'],5,2004,2009,English,1,False,"['xxu', 'onc', 'mau']",3,"['New York', 'Toronto', 'Montréal', 'Boston']",4,5,3,2,834,906,['eng'],"['McGraw-Hill/Irwin', 'McGraw-Hill Ryerson', 'Mcgraw-Hill College', 'McGraw Hill Higher Education', 'McGraw-Hill']","['0071112189', '0070911894', '0072971037', '0071112197', '0073377848']",5,"['9780072971033', '9780071112192', '9780073377841']","['Hardcover', 'Paperback']",['English'],2004.0,0.0,False
BOOK00476,Operations management,['Joseph G. Monks'],5,1977,1988,English,1,False,['nyu'],1,['New York'],1,2,1,1,671,800,['eng'],"['Macmillan/Mcgraw-Hill School', 'McGraw-Hill']","['0070427275', '0070427186', '0070427208']",3,['9780070427273'],['Hardcover'],['English'],1977.0,0.0,False
BOOK00477,Production/operations management,['William J. Stevenson'],15,1982,2001,English,1,False,"['onc', 'ilu', 'mau', 'xxu']",4,"['Toronto', 'Homewood, Ill', 'Boston', 'Homewood, IL', 'Chicago, IL']",5,8,6,2,296,929,['eng'],"['McGraw-Hill Ryerson', 'Irwin', 'R.D. Irwin', 'McGraw-Hill Higher Education', 'Mcgraw-Hill College', 'Irwin/McGraw-Hill', 'Richard D Irwin', 'McGraw-Hill Companies']","['007087154X', '0256117683', '0256025282', '0072359587', '0256208514', '0073661120', '0073661139', '0071158561', '025603379X', '0256248664', '0072476567', '0256080291', '0256108285', '0256139008', '0256105111']",15,"['9780070871540', '9780256117684', '9780072359589', '9780256208511', '9780256248661', '9780072476569']","['Paperback', 'Hardcover']",['English'],1982.0,0.0,False
BOOK00478,Production and operations management,['Norman Gaither'],15,1980,1999,English,1,False,"['ilu', 'xxk', 'xx', 'xxu', 'txu', 'ohu', 'cau']",7,"['Chicago', 'Hinsdale, Ill', 'Fort Worth', 'London', 'Toronto', 'Belmont, Calif', 'Cincinnati, Ohio', 'Fort Worth, TX']",8,5,1,1,716,948,['eng'],"['Dryden Press', 'The Dryden Press', 'Duxbury Press', 'Harcourt Brace College Publishers', 'South-Western College Pub.']","['0030092949', '0030427010', '0030625688', '0030753813', '0030989353', '0534510000', '0030263425', '0030309638', '0030975611', '0538891084', '0030746221']",11,['9780030309632'],['Paperback'],['English'],1980.0,0.0,False
BOOK00479,Operations Management,"['Norman Gaither', 'Gregory Frazier']",4,2001,2003,English,1,False,['at'],1,"['Australia', 'Cincinnati, Ohio']",2,3,3,1,811,864,['eng'],"['South-Western College Pub', 'South Western College Publishing', 'South-Western/Thomson Learning']","['0324066856', '0324162405', '0324162391', '0324066864', '032415092X', '0324066872']",6,"['9780324066852', '9780324162400', '9780324162394']",['Hardcover'],['English'],2001.0,0.0,False
BOOK00480,Operations management for MBAs,"['Jack R. Meredith', 'Scott M. Shafer']",11,1999,2013,English,1,False,"['nju', 'nyu']",2,"['Hoboken, NJ', 'Hoboken, N.J', 'New York, NY', 'New York']",4,3,8,0,361,460,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley', 'John Wiley & Sons']","['0471351423', '0471000604', '047129828X']",3,"['9781118476055', '9781118546260', '9781118545973', '9780471427810', '9781118369975', '9780470485767', '9780471351429', '9780471000600']",[],['English'],1999.0,0.0,False
BOOK00481,Operations management,['William J. Stevenson'],3,2001,2002,English,1,False,['mau'],1,['Boston'],1,2,2,1,910,910,['eng'],"['McGraw-Hill School Education', 'McGraw-Hill Irwin']","['0072443901', '0071121293']",2,"['9780072443905', '9780071121293']",['Hardcover'],['English'],2001.0,0.0,False
BOOK00482,Operations management,['Andrew Greasley'],9,2005,2013,English,1,False,"['enk', 'nju']",2,"['Chichester, West Sussex, United Kingdom', 'Hoboken, NJ', 'Chichester, England']",3,5,11,0,,,['eng'],"['Wiley & Sons, Incorporated, John', 'SAGE Publications, Limited', 'John Wiley & Sons Ltd.', 'Wiley', 'John Wiley & Sons']",['0470012099'],1,"['9781118358849', '9781118362747', '9780470032282', '9781849202374', '9781118606834', '9781118606896', '9781119978541', '9781118606629', '9781118606636', '9781118606674', '9780470997611']",[],['English'],2005.0,0.0,False
BOOK00483,Operations Management,['Jay Heizer'],12,2004,2023,English,1,False,[],0,[],0,3,12,0,,,['eng'],"['Pearson Education, Limited', 'Pearson Books', 'Pearson Education']",[],0,"['9781292358185', '9781292295107', '9780137476442', '9781292444833', '9780137649495', '9781292148748', '9780273788300', '9781408283387', '9780132912273', '9780131486669', '9780136025771', '9780132412919']",[],['English'],2004.0,0.0,False
BOOK00484,Principles of operations management,"['Barry Render', 'Jay Heizer']",11,1993,2016,English,1,False,"['xxu', 'nju']",2,"['Upper Saddle River, N.J', 'Englewood Cliffs, N.J']",2,4,6,3,525,840,['eng'],"['Prentice Hall PTR', 'Pearson', 'Prentice Hall College Div', 'Prentice Hall']","['0134183975', '0134181980', '0205156444', '0132647710', '0136167640', '0138404305', '0132567369']",7,"['9780132968362', '9780134183978', '9780134181981', '9780205156443', '9780132647717', '9780136167648']","['digital', 'paperback', 'Hardcover']",['English'],1993.0,0.0,False
BOOK00485,Operations management,['Jay Heizer'],5,1999,2005,English,1,False,"['xxu', 'enk']",2,"['Upper Saddle River, NJ']",1,5,1,1,769,769,['eng'],"['Pearson/Prentice Hall', 'Prentice Hall/Pearson', 'Prentice Hall College Div', 'Prentice Hall', 'Prentice-Hall']","['0131422723', '0139898158', '0131016121', '0131422731', '0131230247']",5,['9780139898150'],['Hardcover'],['English'],1999.0,0.0,False
BOOK00486,Slack,"['Nigel Slack', 'Alistair Brandon-Jones', 'Robert Johnston']",3,2013,2022,English,1,False,[],0,[],0,3,3,1,733,733,['eng'],"['Pearson Education, Limited', 'Pearson', 'Prentice Hall']",['0273776290'],1,"['9781292408248', '9781292350066', '9780273776291']",['paperback'],['English'],2013.0,0.0,False
BOOK00487,Operations management,"['Roberta S. Russell', 'Bernard W. Taylor', 'Roberta (Robin) Russell']",15,1997,2019,English,1,False,['nju'],1,"['Upper Saddle River, N.J', 'Hoboken, NJ']",2,8,10,1,776,864,['eng'],"['Wiley & Sons, Incorporated, John', 'Pearson Education, Limited', 'Wiley & Sons Canada, Limited, John', 'Wiley', 'John Wiley & Sons', 'Prentice Hall', 'John Wiley', 'Prentice Hall College Div']","['0471692093', '0470095156', '0138499365', '013667965X']",4,"['9781119588702', '9780470079515', '9780470077450', '9780470076224', '9780130458797', '9781118301180', '9780471692096', '9780470095157', '9780138499365', '9780136679653']",['Hardcover'],['English'],1997.0,0.0,False
BOOK00488,Production and Operations Management,['Kanishka Bedi'],3,2004,2012,English,1,False,[],0,[],0,3,3,1,552,752,['eng'],"['Oxford University Press', 'Oxford University Press India', 'OUP India']",['0195667573'],1,"['9780198072096', '9780195690873', '9780195667578']",['Hardcover'],['English'],2004.0,0.0,False
