openlibrary_author_key,author_name,wikidata_id,wikidata_label,wikidata_description,identity_evidence_tier,tier_priority,citizenship_qids,birthplace_qids,birth_dates,citizenship_qids_parsed,birthplace_qids_parsed,has_citizenship,has_birthplace
OL550262A,Thomas N. Ingram,Q139468725,Thomas N. Ingram,,strong_secondary,2,[],[],[],[],[],False,False
OL5535617A,Ying Zhu,Q104131505,Ying Zhu,researcher ORCID 0000-0003-0949-0475,strong_secondary,2,[],[],[],[],[],False,False
OL5574571A,James Frederick Bender,Q112464590,James Frederick Bender,,strong_secondary,2,[],['Q34739'],['+1905-00-00T00:00:00Z'],[],['Q34739'],False,True
OL5649743A,Melissa A. Schilling,Q55622741,Melissa Schilling,American innovation scholar and professor,probable_secondary,3,[],[],[],[],[],False,False
OL5714840A,Marvin Bower,Q1906048,Marvin Bower,American business theorist (1903–2003),strong_secondary,2,['Q30'],['Q43196'],['+1903-08-01T00:00:00Z'],['Q30'],['Q43196'],True,True
OL5717154A,William Ebenstein,Q18911354,William Ebenstein,political science scholar,strong_secondary,2,['Q30'],['Q1741'],"['+1910-05-11T00:00:00Z', '+1910-00-00T00:00:00Z']",['Q30'],['Q1741'],True,True
OL5795331A,David Shirley,Q91226344,David J Shirley,researcher (ORCID 0000-0003-4529-0403),probable_secondary,3,[],[],[],[],[],False,False
OL579626A,Leighton Ford,Q135436992,Leighton Ford,canadian-American evangelist and author (born 1931),strong_secondary,2,[],[],['+1931-01-01T00:00:00Z'],[],[],False,False
OL5849949A,John M. Nicholas,Q112486942,John M. Nicholas,,strong_secondary,2,[],[],['+1945-00-00T00:00:00Z'],[],[],False,False
OL585079A,Phil Baguley,Q139371980,Phil Baguley,,strong_secondary,2,[],[],['+1936-01-01T00:00:00Z'],[],[],False,False
OL588234A,Richard L. Nolan,Q2150035,Richard L. Nolan,"American business theorist, and Emeritus Professor of Business Administration at the Harvard Business School",strong_secondary,2,['Q30'],[],['+1940-04-28T00:00:00Z'],['Q30'],[],True,False
OL589008A,Joseph G. Monks,Q123224797,Joseph G. Monks,American industrial engineer,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL5891029A,Monica Belcourt,Q112427086,Monica Belcourt,,strong_secondary,2,[],[],['+1946-00-00T00:00:00Z'],[],[],False,False
OL591198A,Ronald C. Doll,Q112767040,Ronald C. Doll,American educator and author,strong_secondary,2,['Q30'],['Q6809717'],['+1913-03-14T00:00:00Z'],['Q30'],['Q6809717'],True,True
OL609848A,Richard L. Lynch,Q112343906,Richard L. Lynch,,strong_secondary,2,[],[],"['+1943-00-00T00:00:00Z', '+1953-00-00T00:00:00Z']",[],[],False,False
OL64477A,Annabel C. Beerel,Q112387828,Annabel C. Beerel,1953-,strong_secondary,2,[],['Q34647'],['+1953-00-00T00:00:00Z'],[],['Q34647'],False,True
OL6519846A,DAVID A. WHETTEN,Q19666912,David A. Whetten,American organizational theorist,strong_secondary,2,[],[],['+1946-06-22T00:00:00Z'],[],[],False,False
OL6582933A,J. Paulo Davim,Q64691563,J. Paulo Davim,"born:1964-02-05|; Davim, J. Paulo 1964-; Davim, João Paulo; Davim, J. P., 1964-; Davim, João Paulo, 1964-",strong_secondary,2,['Q45'],['Q249906'],['+1964-02-05T00:00:00Z'],['Q45'],['Q249906'],True,True
OL658641A,Joyce Osland,Q112546978,Joyce Osland,,strong_secondary,2,[],[],['+1949-00-00T00:00:00Z'],[],[],False,False
OL659144A,Ronald E. Riggio,Q72594844,Ronald E. Riggio,researcher,strong_secondary,2,[],[],['+1955-01-01T00:00:00Z'],[],[],False,False
OL6605196A,Elizabeth A. Cudney,Q90264377,Elizabeth A Cudney,researcher (ORCID 0000-0002-3990-0474),strong_secondary,2,[],[],[],[],[],False,False
OL6645079A,Simon Sinek,Q7519777,Simon Sinek,British/American author and motivational speaker,identifier_verified,1,['Q145'],['Q736742'],['+1973-10-09T00:00:00Z'],['Q145'],['Q736742'],True,True
OL6843931A,Allen C. Amason,Q124741367,Allen C. Amason,scientist,strong_secondary,2,[],[],[],[],[],False,False
OL6862634A,Patrick van der Duin,Q112539001,Patrick van der Duin,,strong_secondary,2,[],[],['+1970-00-00T00:00:00Z'],[],[],False,False
OL686666A,James McCalman,Q112495581,James McCalman,,strong_secondary,2,[],[],['+1958-00-00T00:00:00Z'],[],[],False,False
OL6973134A,Larry C. Spears,Q112505992,Larry C. Spears,,strong_secondary,2,[],[],['+1955-00-00T00:00:00Z'],[],[],False,False
OL698759A,Myron S. Scholes,Q295647,Myron Scholes,Canadian economist,probable_secondary,3,['Q16'],['Q991310'],['+1941-07-01T00:00:00Z'],['Q16'],['Q991310'],True,True
OL6994615A,Pawan S. Budhwar,Q58655935,Pawan S. Budhwar,researcher ORCID ID = 0000-0001-8915-6172,strong_secondary,2,['Q668'],[],['+1964-00-00T00:00:00Z'],['Q668'],[],True,False
OL7000742A,Frank T. Rothaermel,Q5489871,Frank T. Rothaermel,American academic,strong_secondary,2,['Q30'],['Q569680'],[],['Q30'],['Q569680'],True,True
OL7000993A,Issa M. Saleh,Q139466667,Issa M. Saleh,,strong_secondary,2,[],[],[],[],[],False,False
OL7039356A,Dirk van Dierendonck,Q58173568,Dirk Van Dierendonck,"researcher, ORCID id # 0000-0002-3545-1798",strong_secondary,2,[],[],[],[],[],False,False
OL7080504A,Jesper Strandskov,Q12319668,Jesper Strandskov,Danish scientist,strong_secondary,2,['Q756617'],['Q30096'],"['+1954-11-24T00:00:00Z', '+1954-00-00T00:00:00Z']",['Q756617'],['Q30096'],True,True
OL7084372A,Alexander Brem,Q43196955,Alexander Brem,German researcher and professor,strong_secondary,2,['Q183'],['Q623464'],['+1979-00-00T00:00:00Z'],['Q183'],['Q623464'],True,True
OL715490A,Michael C. Ehrhardt,Q112390984,Michael C. Ehrhardt,1955-,strong_secondary,2,[],[],['+1955-00-00T00:00:00Z'],[],[],False,False
OL7155908A,Stanley A. McChrystal,Q374338,Stanley A. McChrystal,American general,identifier_verified,1,['Q30'],['Q590879'],['+1954-08-14T00:00:00Z'],['Q30'],['Q590879'],True,True
OL717679A,Joseph A. Maciariello,Q112398200,Joseph A. Maciariello,,strong_secondary,2,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL718530A,Avraham Shtub,Q87888792,Avraham Shtub,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL7203538A,Philip Gibson,Q112536432,Philip Gibson,,strong_secondary,2,[],[],['+1955-00-00T00:00:00Z'],[],[],False,False
OL7208428A,Mark Dodgson,Q6767387,Mark Dodgson,Australian academic,strong_secondary,2,['Q408'],[],['+1957-05-01T00:00:00Z'],['Q408'],[],True,False
OL721066A,Ray Wild,Q125402117,Ray Wild,,strong_secondary,2,[],[],[],[],[],False,False
OL72319A,Karen Lawson,Q112444520,Karen Lawson,,strong_secondary,2,['Q30'],['Q998893'],"['+1947-00-00T00:00:00Z', '+1947-12-05T00:00:00Z', '+1947-05-12T00:00:00Z']",['Q30'],['Q998893'],True,True
OL725170A,Gregory B. Northcraft,Q125130524,Gregory B. Northcraft,American social psychologist,strong_secondary,2,[],[],[],[],[],False,False
OL7276987A,Peter Zámborský,Q124839952,Peter Zamborsky,business academic,strong_secondary,2,[],[],[],[],[],False,False
OL7277660A,Kory Kogon,Q120595797,Kory Kogon,,strong_secondary,2,[],[],[],[],[],False,False
OL7320384A,Jean M. Phillips,Q112484316,Jean Phillips,,probable_secondary,3,[],[],['+1969-00-00T00:00:00Z'],[],[],False,False
OL7342127A,Mark C. Layton,Q119268884,Mark C. Layton,,strong_secondary,2,[],[],[],[],[],False,False
OL7346974A,Ron Dimon,Q112467375,Ron Dimon,,strong_secondary,2,[],[],['+1963-01-01T00:00:00Z'],[],[],False,False
OL7349537A,Stefano Biazzo,Q139447974,Stefano Biazzo,,strong_secondary,2,[],[],[],[],[],False,False
OL7356617A,Carolina Machado,Q57018851,Carolina B Machado,researcher,probable_secondary,3,[],[],[],[],[],False,False
OL7411684A,G. M. Stalker,Q124644134,G. M. Stalker,,strong_secondary,2,[],[],['+1925-01-01T00:00:00Z'],[],[],False,False
OL7442788A,James Comey,Q167607,James Comey,American lawyer and 7th director of the Federal Bureau of Investigation (born 1960),strong_secondary,2,['Q30'],['Q128114'],['+1960-12-14T00:00:00Z'],['Q30'],['Q128114'],True,True
OL7447258A,Donald E. Kieso,Q93434081,Donald E. Kieso,,strong_secondary,2,[],[],['+1936-00-00T00:00:00Z'],[],[],False,False
OL7455447A,Patrick M. Wright,Q112523532,Patrick M. Wright,,strong_secondary,2,[],[],['+1960-00-00T00:00:00Z'],[],[],False,False
OL7466902A,Michael R. Baye,Q6828511,Michael Baye,American economist,probable_secondary,3,['Q30'],[],['+1958-04-06T00:00:00Z'],['Q30'],[],True,False
OL7485326A,Rory Burke,Q112479589,Rory Burke,1952-,strong_secondary,2,[],[],['+1952-00-00T00:00:00Z'],[],[],False,False
OL7501911A,James J. Cochran,Q102311298,James J. Cochran,statistics researcher; Ph.D. University of Cincinnati 1997,strong_secondary,2,[],[],[],[],[],False,False
OL7524018A,Jocko Willink,Q22935809,Jocko Willink,American author,strong_secondary,2,['Q30'],['Q18389'],['+1971-09-08T00:00:00Z'],['Q30'],['Q18389'],True,True
OL7526080A,Ina Goller,Q112545666,Ina Goller,,strong_secondary,2,[],[],['+1970-00-00T00:00:00Z'],[],[],False,False
OL7582321A,Chuck Munson,Q139465712,Chuck Munson,,strong_secondary,2,[],[],[],[],[],False,False
OL7582479A,Wendy Wagner,Q111820212,Wendy N. Wagner,American writer and editor,probable_secondary,3,['Q30'],[],['+2000-00-00T00:00:00Z'],['Q30'],[],True,False
OL7607720A,Wyn Jenkins,Q139466730,Wyn Jenkins,,strong_secondary,2,[],[],[],[],[],False,False
OL7618544A,David Heinemeier Hansson,Q719413,David Heinemeier Hansson,"programmer, racing driver, creator of Ruby on Rails",identifier_verified,1,['Q756617'],['Q1748'],['+1979-10-15T00:00:00Z'],['Q756617'],['Q1748'],True,True
OL7644918A,John R. Hendon,Q139463264,John R. Hendon,,strong_secondary,2,[],[],[],[],[],False,False
OL7645420A,Herman Aguinis,Q22003019,Herman Aguinis,business theorist,strong_secondary,2,['Q414'],['Q983451'],"['+1966-03-00T00:00:00Z', '+1966-03-11T00:00:00Z']",['Q414'],['Q983451'],True,True
OL7657408A,Patrick Bet-David,Q16217194,Patrick Bet-David,American entrepreneur and YouTuber,strong_secondary,2,['Q30'],['Q3616'],"['+1978-10-18T00:00:00Z', '+1978-01-01T00:00:00Z']",['Q30'],['Q3616'],True,True
OL7659105A,Emma L. Murray,Q139468508,Emma L. Murray,,strong_secondary,2,[],[],[],[],[],False,False
OL7662892A,Chris Fussell,Q131261928,Chris Fussell,,strong_secondary,2,[],[],[],[],[],False,False
OL7664098A,Harry Sminia,Q112533206,Harry Sminia,,strong_secondary,2,[],['Q727'],['+1963-00-00T00:00:00Z'],[],['Q727'],False,True
OL7675120A,Jeffery D. Houghton,Q139468507,Jeffery D. Houghton,,strong_secondary,2,[],[],[],[],[],False,False
OL768789A,Lewis R. Ireland,Q112480252,Lewis R. Ireland,,strong_secondary,2,[],[],['+1937-00-00T00:00:00Z'],[],[],False,False
OL7696713A,Jeff Prince,Q112467140,Jeff Prince,,strong_secondary,2,[],[],['+1976-00-00T00:00:00Z'],[],[],False,False
OL7699673A,Steven ten Have,Q89132205,Steven Ten Have,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL7699674A,Wouter ten Have,Q88399817,Wouter Ten Have,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL770018A,Leon C. Megginson,Q93253605,Leon C. Megginson,American business academic,strong_secondary,2,[],[],['+1921-00-00T00:00:00Z'],[],[],False,False
OL770456A,Ann Lieberman,Q112520504,Ann Lieberman,,strong_secondary,2,[],[],['+1931-00-00T00:00:00Z'],[],[],False,False
OL772556A,Stephen P. Gordon,Q114569791,Stephen P. Gordon,American academic in educational leadership,strong_secondary,2,[],[],['+1948-09-10T00:00:00Z'],[],[],False,False
OL7770816A,Kwok Tai Chui,Q60372505,Kwok Tai Chui,researcher ORCID ID = 0000-0001-7992-9901,strong_secondary,2,[],[],[],[],[],False,False
OL7773959A,Nancy S. Kim,Q139419343,Nancy S. Kim,,strong_secondary,2,[],[],[],[],[],False,False
OL778253A,Richard A. Gorton,Q139446157,Richard A. Gorton,,strong_secondary,2,[],[],[],[],[],False,False
OL7807029A,Seung-Hyun Lee,Q57010537,Seung Hyun Lee,researcher (ORCID 0000-0002-0311-6565),strong_secondary,2,[],[],[],[],[],False,False
OL786466A,Mick Marchington,Q112429200,Mick Marchington,,strong_secondary,2,[],[],['+1949-00-00T00:00:00Z'],[],[],False,False
OL78984A,David Ray Anderson,Q112352068,David Ray Anderson,,identifier_verified,1,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL7900133A,Jonathan Crawshaw,Q117260095,Jonathan Crawshaw,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL7900742A,Frank Voehl,Q112518109,Frank Voehl,,strong_secondary,2,[],[],['+1946-00-00T00:00:00Z'],[],[],False,False
OL7915454A,Ronan Carbery,Q124643389,Ronan Carbery,,strong_secondary,2,[],[],[],[],[],False,False
OL7929313A,R. Edward Freeman,Q3938264,R. Edward Freeman,American philosopher (1951-),strong_secondary,2,['Q30'],['Q239870'],['+1951-12-18T00:00:00Z'],['Q30'],['Q239870'],True,True
OL7950578A,Ashish Malik,Q90288688,Ashish A. Malik,researcher (ORCID 0000-0003-4866-9072),probable_secondary,3,[],[],[],[],[],False,False
OL7953007A,Christoph Lauterburg,Q132265938,Christoph Lauterburg,,strong_secondary,2,[],[],['+1937-01-01T00:00:00Z'],[],[],False,False
OL7964852A,James Comey,Q167607,James Comey,American lawyer and 7th director of the Federal Bureau of Investigation (born 1960),strong_secondary,2,['Q30'],['Q128114'],['+1960-12-14T00:00:00Z'],['Q30'],['Q128114'],True,True
OL7978852A,Dirk van Dierendonck,Q58173568,Dirk Van Dierendonck,"researcher, ORCID id # 0000-0002-3545-1798",strong_secondary,2,[],[],[],[],[],False,False
OL7989361A,Aditya Agashe,Q107301879,Aditya Agashe,American computer scientist and author,identifier_verified,1,['Q30'],[],['+1996-01-28T00:00:00Z'],['Q30'],[],True,False
OL7989362A,Parth Detroja,Q111982434,Parth Detroja,researcher,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL802404A,Dietmar Vahs,Q1223576,Dietmar Vahs,German economist,strong_secondary,2,['Q183'],"['Q1726', 'Q183']",['+1961-01-01T00:00:00Z'],['Q183'],"['Q1726', 'Q183']",True,True
OL8043921A,Pieter Nel,Q122212367,Pieter Nel,business academic at Unitec in New Zealand,strong_secondary,2,[],[],[],[],[],False,False
OL8049214A,Stanley M. Gully,Q71971150,Stanley Gully,researcher,probable_secondary,3,[],[],[],[],[],False,False
OL8082877A,Peter Schein,Q119582967,Peter A. Schein,,probable_secondary,3,[],[],[],[],[],False,False
OL8083074A,Tantum Collins,Q130461376,Tantum Collins,,strong_secondary,2,[],[],[],[],[],False,False
OL8088432A,Mairead Brady,Q139446636,Mairead Brady,,strong_secondary,2,[],[],[],[],[],False,False
OL8118723A,James B. Comey,Q167607,James Comey,American lawyer and 7th director of the Federal Bureau of Investigation (born 1960),probable_secondary,3,['Q30'],['Q128114'],['+1960-12-14T00:00:00Z'],['Q30'],['Q128114'],True,True
OL8126028A,Keryn Chalmers,Q130312592,Keryn Chalmers,accounting researcher,strong_secondary,2,[],[],[],[],[],False,False
OL8154264A,Steve Kempster,Q58076270,Steve Kempster,researcher,strong_secondary,2,[],[],['+1961-01-01T00:00:00Z'],[],[],False,False
OL8201904A,Julie Beardwell,Q139455643,Julie Beardwell,,strong_secondary,2,[],[],[],[],[],False,False
OL8266107A,Evangelia Marinakou,Q132158377,Evangelia Marinakou,,strong_secondary,2,[],[],[],[],[],False,False
OL828245A,S. Tamer Cavusgil,Q60024331,S. Tamer Cavusgil,Turkish-American economist (born 1947),strong_secondary,2,"['Q30', 'Q43']",[],['+1947-10-04T00:00:00Z'],"['Q30', 'Q43']",[],True,False
OL8298978A,Nazim Taskin,Q130616572,Nazim Taskin,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL833791A,Chris Argyris,Q1076951,Chris Argyris,American business theorist (1923-2013),identifier_verified,1,['Q30'],['Q25395'],['+1923-07-16T00:00:00Z'],['Q30'],['Q25395'],True,True
OL833994A,Karlene H. Roberts,Q141520388,Karlene H. Roberts,"American organizational theorist, professor emerita at the Haas School of Business, UC Berkeley (born 1937)",strong_secondary,2,['Q30'],[],['+1937-06-12T00:00:00Z'],['Q30'],[],True,False
OL834372A,Todd Jick,Q130279005,Todd Jick,,strong_secondary,2,[],[],['+1949-01-01T00:00:00Z'],[],[],False,False
OL834892A,Mark Dodgson,Q6767387,Mark Dodgson,Australian academic,strong_secondary,2,['Q408'],[],['+1957-05-01T00:00:00Z'],['Q408'],[],True,False
OL835181A,John J. Hampton,Q112446749,John J. Hampton,,strong_secondary,2,[],[],['+1942-00-00T00:00:00Z'],[],[],False,False
OL8358679A,Christine Johnson McPhail,Q124544159,Christine Johnson McPhail,American academic administrator,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL836577A,Scott Plous,Q16734588,Scott Plous,American social psychologist (1959-),identifier_verified,1,['Q30'],['Q37836'],['+1959-11-02T00:00:00Z'],['Q30'],['Q37836'],True,True
OL8468832A,Poonam Khurana,Q87417067,Poonam Khurana,associate professor of clinical pediatrics,strong_secondary,2,[],[],[],[],[],False,False
OL875828A,P. K. Joy,Q94648395,P. K. Joy,,strong_secondary,2,[],[],['+1940-00-00T00:00:00Z'],[],[],False,False
OL886345A,Albert Mehrabian,Q609529,Albert Mehrabian,American psychologist,identifier_verified,1,['Q30'],['Q794'],['+1939-11-17T00:00:00Z'],['Q30'],['Q794'],True,True
OL9310463A,Doris Kearns Goodwin,Q442008,Doris Kearns Goodwin,American biographer and historian (born 1943),strong_secondary,2,['Q30'],['Q18419'],['+1943-01-04T00:00:00Z'],['Q30'],['Q18419'],True,True
OL9362244A,Wendy Wu,Q101052057,Wendy Wu,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL9482201A,Richard D. Heimovics,Q112385927,Richard Heimovics,,probable_secondary,3,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL948501A,Terry F. Buss,Q112443627,Terry F. Buss,,strong_secondary,2,[],[],['+1947-00-00T00:00:00Z'],[],[],False,False
OL9489252A,Bruce Rayton,Q57090207,Bruce Rayton,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL9502284A,Wouter Van Dooren,Q139426629,Wouter Van Dooren,,strong_secondary,2,[],[],[],[],[],False,False
OL952123A,Tom R. Burns,Q2440014,Tom R. Burns,American sociologist,strong_secondary,2,['Q30'],['Q1612'],"['+1937-01-01T00:00:00Z', '+1937-02-27T00:00:00Z']",['Q30'],['Q1612'],True,True
OL953741A,Everett E. Adam,Q112392394,Everett E. Adam,,strong_secondary,2,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL9575127A,Roberto Filippini,Q130921881,Roberto Filippini,researcher (ORCID 0009-0007-3443-1174),strong_secondary,2,[],[],[],[],[],False,False
OL957796A,Richard Hughes,Q302433,Richard Hughes,British writer (1900–1976),identifier_verified,1,['Q145'],['Q1754096'],['+1900-04-19T00:00:00Z'],['Q145'],['Q1754096'],True,True
OL9730645A,Kristian Wasén,Q112545640,Kristian Wasén,scientist,strong_secondary,2,[],[],['+1980-00-00T00:00:00Z'],[],[],False,False
OL9990497A,Sven Hauff,Q132926476,Sven Hauff,,strong_secondary,2,[],[],[],[],[],False,False
