book_id,canonical_title,author_position,openlibrary_author_key,author_name
BOOK00535,Project Management,5,OL2730965A,Margaret M. Sutton
BOOK00535,Project Management,6,OL2730966A,Brian E. Kramer
BOOK00536,Successful project management,1,OL397305A,Jack Gido
BOOK00536,Successful project management,2,OL3291729A,James P. Clements
BOOK00537,Project management,1,OL718530A,Avraham Shtub
BOOK00537,Project management,2,OL238316A,Jonathan F. Bard
BOOK00537,Project management,3,OL1237529A,Shlomo Globerson
BOOK00538,Information technology project management,1,OL1436951A,Jack T. Marchewka
BOOK00538,Information technology project management,2,OL236061A,Jack R. Meredith
BOOK00538,Information technology project management,3,OL2206215A,Samuel J. Mantel
BOOK00539,Successful Project Management,1,OL4772139A,Jack Gido
BOOK00539,Successful Project Management,2,OL7937732A,Jim Clements
BOOK00539,Successful Project Management,3,OL4440582A,Rose Baker
BOOK00540,Project management,1,OL28562A,Jeffrey K. Pinto
BOOK00541,Process Groups,1,OL29513A,Project Management Institute
BOOK00542,The Fast Forward MBA in Project Management,1,OL2738029A,Eric Verzuh
BOOK00543,Project Management in Perspective,1,OL7735729A,Theuns Oosthuizen
BOOK00544,Project Management Techniques,1,OL7485326A,Rory Burke
BOOK00545,Project Management,1,OL2636200A,Erik W. Larson
BOOK00545,Project Management,2,OL1657128A,Clifford F. Gray
BOOK00546,Project Management in Practice,1,OL2206215A,Samuel J. Mantel
BOOK00546,Project Management in Practice,2,OL236061A,Jack R. Meredith
BOOK00546,Project Management in Practice,3,OL402185A,Scott M. Shafer
BOOK00546,Project Management in Practice,4,OL2730965A,Margaret M. Sutton
BOOK00547,Construction project management,1,OL7007593A,Alison Dykstra
BOOK00548,Project management,1,OL1657128A,Clifford F. Gray
BOOK00548,Project management,2,OL2636200A,Erik W. Larson
BOOK00549,Contemporary Project Management,1,OL3447283A,Timothy Kloppenborg
BOOK00549,Contemporary Project Management,2,OL3030014A,Kathryn Wells
BOOK00549,Contemporary Project Management,3,OL3059096A,Vittal S. Anantatmula
BOOK00550,The Fast Forward MBA in Project Management,1,OL2738029A,Eric Verzuh
BOOK00551,"Project Management for Engineering, Business and Technology",1,OL5849949A,John M. Nicholas
BOOK00551,"Project Management for Engineering, Business and Technology",2,OL2734644A,Herman Steyn
BOOK00552,Project Management,1,OL1657128A,Clifford F. Gray
BOOK00552,Project Management,2,OL2636200A,Erik W. Larson
BOOK00553,Project management for healthcare,1,OL5795331A,David Shirley
BOOK00554,"Project management metrics, KPIs, and dashboards",1,OL390077A,Harold Kerzner
BOOK00555,Project management,1,OL2637297A,David L. Cleland
BOOK00555,Project management,2,OL768789A,Lewis R. Ireland
BOOK00556,Project Management,1,OL2636200A,Erik W. Larson
BOOK00556,Project Management,2,OL3697781A,Clifford Gray
BOOK00557,Agile Project Management with Scrum (Microsoft Professional),1,OL2650932A,Ken Schwaber
BOOK00558,The art of project management,1,OL1438336A,Scott Berkun
BOOK00559,A guide to the project management body of knowledge (PMBOK guide),1,OL29513A,Project Management Institute
BOOK00560,The Deadline,1,OL19395A,Tom DeMarco
BOOK00561,Project Management Absolute Beginner's Guide,1,OL2879818A,Greg Horine
BOOK00562,Project management in construction,1,OL235974A,Sidney M. Levy
BOOK00563,Project management,1,OL2880269A,Paul C. Tinnirello
BOOK00564,Project management for dummies,1,OL2730366A,Stanley E. Portny
BOOK00565,Making Things Happen,1,OL1438336A,Scott Berkun
BOOK00566,Performance management,1,OL719205A,Michael Armstrong
BOOK00567,Performance Management,1,OL7652150A,Linda Ashdown
BOOK00568,Performance Management,1,OL32869A,Aubrey C. Daniels
BOOK00568,Performance Management,2,OL2817860A,Jon S. Bailey
BOOK00569,Performance management systems,1,OL6837059A,Arup Varma
BOOK00570,Performance management,1,OL1436313A,Herman Aguinis
BOOK00571,Financial planning & analysis and performance management,1,OL7539915A,Jack Alexander
BOOK00572,Performance management,1,OL5461640A,Jacky Holloway
BOOK00573,Managing performance,1,OL719205A,Michael Armstrong
BOOK00573,Managing performance,2,OL2824602A,Angela Baron
BOOK00574,Handbook of corporate performance management,1,OL1437382A,Mike Bourne
BOOK00575,Strategic Performance Management,1,OL8131521A,Ralph W. Adler
BOOK00576,Performance management,1,OL375198A,A. S. Kohli
BOOK00577,Employee engagement through effective performance management,1,OL3090367A,Edward M. Mone
BOOK00578,Performance Management,1,OL4436663A,T. V. Rao
BOOK00579,Performance management,1,OL3100585A,Ralph R Smith
BOOK00580,ACCA Performance Management,1,OL7297300A,BPP Learning Media
BOOK00581,Armstrong's Handbook of Performance Management,1,OL5686405A,Michael Armstrong
BOOK00582,Enterprise Performance Management Done Right,1,OL7346974A,Ron Dimon
BOOK00583,Armstrong's handbook of performance management,1,OL719205A,Michael Armstrong
BOOK00584,Performance Management,1,OL4191708A,Madhu Arora
BOOK00584,Performance Management,2,OL8468832A,Poonam Khurana
BOOK00584,Performance Management,3,OL8468833A,Sonam Choiden
BOOK00585,IT performance management,1,OL7200482A,Peter Wiggers
BOOK00586,Intranet performance management,1,OL216889A,Kornel Terplan
BOOK00587,Performance management,1,OL236518A,Robert Bacal
BOOK00588,ACCA P5 Advanced Performance Management,1,OL7297300A,BPP Learning Media
BOOK00589,Performance management,1,OL455914A,Michael D. McMaster
BOOK00590,Performance Management in Nonprofit Organizations,1,OL3091571A,Zahirul Hoque
BOOK00590,Performance Management in Nonprofit Organizations,2,OL1918598A,Lee Parker
BOOK00591,Performance Management in the Public Sector,1,OL9502283A,Van Dooren Wouter
BOOK00591,Performance Management in the Public Sector,2,OL9502284A,Wouter Van Dooren
BOOK00591,Performance Management in the Public Sector,3,OL2667214A,Geert Bouckaert
BOOK00591,Performance Management in the Public Sector,4,OL2806483A,John Halligan
BOOK00592,Performance Management,1,OL1461878A,Susan Hutchinson
BOOK00593,Performance management,1,OL236518A,Robert Bacal
BOOK00594,Performance management,1,OL3118296A,Brian J. Hall
BOOK00594,Performance management,2,OL2040906A,Richard Luecke
BOOK00595,HBR guide to performance management,1,OL3399460A,HBR
BOOK00596,Performance Management,1,OL719205A,Michael Armstrong
BOOK00597,Strategic Planning and Performance Management,1,OL3295533A,Graham Kenny
BOOK00598,Organizational behaviour,1,OL286362A,Richard Pettinger
BOOK00599,Global Performance Management (Global HRM),1,OL3397009A,Arup; Bu Varma
BOOK00600,ACCA F5 Performance Management,1,OL7297300A,BPP Learning Media
BOOK00601,ACCA F5 Performance Management,1,OL7297300A,BPP Learning Media
BOOK00602,Case Studies in Performance Management,1,OL2741067A,Tony C. Adkins
BOOK00603,Performance management,1,OL455914A,Michael D. McMaster
BOOK00604,ACCA Performance Management,1,OL7297300A,BPP Learning Media
BOOK00605,Performance Management for Dummies,1,OL8114437A,Dummies Staff
BOOK00605,Performance Management for Dummies,2,OL7645420A,Herman Aguinis
BOOK00606,Performance Management (Acca),1,OL2785894A,Kaplan Publishing
BOOK00607,Performance Management,1,OL455981A,Gary Cokins
BOOK00608,Strategic Performance Management,1,OL3149792A,Bernard Marr
BOOK00608,Strategic Performance Management,2,OL3410032A,Dina Gray
BOOK00609,Performance management,1,OL32869A,Aubrey C. Daniels
BOOK00610,Teach Yourself Performance Management,1,OL585079A,Phil Baguley
BOOK00611,Innovative Corporate Performance Management,1,OL2729652A,Bob Paladino
BOOK00612,HR networking,1,OL1401021A,Lisa R. Franke
BOOK00613,Reengineering performance management,1,OL190840A,Tracey Bernstein Weiss
BOOK00614,Implementing Performance Management,1,OL228229A,Joan Dean
BOOK00615,Human resource management,1,OL395910A,H. John Bernardin
BOOK00615,Human resource management,2,OL2633257A,Joyce E. A. Russell
BOOK00616,Human resource management,1,OL535855A,Robert L. Mathis
BOOK00616,Human resource management,2,OL1123662A,John Harold Jackson
BOOK00617,Fundamentals of human resource management,1,OL235972A,David A. DeCenzo
BOOK00618,Human Resource Management,1,OL238534A,Gary Dessler
BOOK00619,Human resource management,1,OL229940A,Greg L. Stewart
BOOK00619,Human resource management,2,OL3422129A,Kenneth G. Brown
BOOK00620,Human resource management,1,OL466291A,John Bratton
BOOK00620,Human resource management,2,OL2704923A,Jeffrey Gold
BOOK00621,Human resources management,1,OL238777A,Wendell L. French
BOOK00622,Human resource management,1,OL238534A,Gary Dessler
BOOK00623,Human resource management,1,OL452017A,Lloyd L. Byars
BOOK00624,Human resource management,1,OL223925A,John M. Ivancevich
BOOK00625,Strategic Human Resource Management,1,OL584921A,Jeffrey A. Mello
BOOK00626,Human resource management,1,OL238534A,Gary Dessler
BOOK00627,Understanding Human Resources Management,1,OL8176962A,Melanie Peacock
BOOK00627,Understanding Human Resources Management,2,OL5891029A,Monica Belcourt
BOOK00627,Understanding Human Resources Management,3,OL8176963A,Eileen B. Stewart
BOOK00628,Human Resource Management,1,OL8043921A,Pieter Nel
BOOK00628,Human Resource Management,2,OL8183313A,Amanda Werner
BOOK00628,Human Resource Management,3,OL8183314A,Christoff Botha
BOOK00628,Human Resource Management,4,OL8183315A,Osmond Ngalo
BOOK00628,Human Resource Management,5,OL8183316A,Paul Poisat
BOOK00629,Human Resource Management,1,OL2731752A,Raymond J. Stone
BOOK00630,Human resource management,1,OL246826A,William P. Anthony
BOOK00630,Human resource management,2,OL2627251A,Pamela L. Perrewe
BOOK00630,Human resource management,3,OL2627252A,K. Michele Kacmar
BOOK00630,Human resource management,4,OL2627453A,K. Michelle Kacmar
BOOK00631,Human resource management,1,OL6874322A,Melva M. Diamante
BOOK00632,Human resource management,1,OL235972A,David A. DeCenzo
BOOK00633,Fundamentals of Human Resource Management,1,OL238534A,Gary Dessler
BOOK00634,Human resource management,1,OL244525A,Cynthia D. Fisher
BOOK00635,Human Resource Management,1,OL217763A,Robert N. Lussier
BOOK00635,Human Resource Management,2,OL7644918A,John R. Hendon
BOOK00636,Human Resource Management,1,OL4204858A,K. Aswathappa
BOOK00637,Human resource management,1,OL452017A,Lloyd L. Byars
BOOK00638,Personnel and human resources management,1,OL1214150A,Perfecto S. Sison
BOOK00639,Human resources management,1,OL6438768A,H. T. Graham
BOOK00640,Human resource management,1,OL8201904A,Julie Beardwell
BOOK00640,Human resource management,2,OL4427561A,Tim Claydon
BOOK00641,Armstrong's handbook of human resource management practice,1,OL5686405A,Michael Armstrong
BOOK00642,Fundamentals of human resource management,1,OL216674A,Raymond A. Noe
BOOK00643,Strategic Human Resource Management,1,OL2800692A,Gary Rees
BOOK00643,Strategic Human Resource Management,2,OL5005634A,Paul E Smith
BOOK00644,International Human Resource Management,1,OL1207541A,Chris Brewster
BOOK00644,International Human Resource Management,2,OL576940A,Paul Sparrow
BOOK00644,International Human Resource Management,3,OL3147636A,Guy Vernon
BOOK00645,"Human Resource Management, 16th edition",1,OL238534A,Gary Dessler
BOOK00646,Strategic human resource management,1,OL719205A,Michael Armstrong
BOOK00647,Human Resource Management,1,OL7915454A,Ronan Carbery
BOOK00647,Human Resource Management,2,OL7915455A,Christine Cross
BOOK00648,A Handbook of Human Resource Management Practice,1,OL719205A,Michael Armstrong
BOOK00649,Human resource management,1,OL535855A,Robert L. Mathis
BOOK00650,Human Resource Management,1,OL216674A,Raymond A. Noe
BOOK00651,Healthcare human resource management,1,OL3281001A,Walter J. Flynn
BOOK00651,Healthcare human resource management,2,OL535855A,Robert L. Mathis
BOOK00651,Healthcare human resource management,3,OL1123662A,John Harold Jackson
BOOK00652,Human resource management,1,OL238534A,Gary Dessler
BOOK00653,Human Resource Management,1,OL7900133A,Jonathan Crawshaw
BOOK00653,Human Resource Management,2,OL2695887A,Pawan Budhwar
BOOK00653,Human Resource Management,3,OL739572A,Ann Davis
BOOK00654,Human Resource Management,1,OL8624874A,Aswathappa
BOOK00655,Human resource management,1,OL216674A,Raymond A. Noe
BOOK00655,Human resource management,2,OL2639667A,John R. Hollenbeck
BOOK00656,Fundamentals of Human Resource Management,1,OL216674A,Raymond A. Noe
BOOK00656,Fundamentals of Human Resource Management,2,OL2639667A,John R. Hollenbeck
BOOK00656,Fundamentals of Human Resource Management,3,OL2639668A,Barry Gerhart
BOOK00656,Fundamentals of Human Resource Management,4,OL7455447A,Patrick M. Wright
BOOK00657,Introduction to Human Resource Management,1,OL3477657A,Nick Wilton
BOOK00658,Human resource management,1,OL2640713A,Laura Portolese Dias
BOOK00659,Strategic compensation,1,OL544809A,Joseph J. Martocchio
BOOK00660,Organizational Behavior,1,OL33897A,Stephen P. Robbins
BOOK00661,Organizational behavior,1,OL388469A,Fred Luthans
BOOK00662,Essentials of Organizational Behavior,1,OL33897A,Stephen P. Robbins
BOOK00663,Organizational behavior,1,OL38917A,Robert Kreitner
BOOK00663,Organizational behavior,2,OL1480578A,Angelo Kinicki
BOOK00664,Organizational behavior,1,OL227214A,Don Hellriegel
BOOK00664,Organizational behavior,2,OL3011892A,Hellriegel
BOOK00664,Organizational behavior,3,OL342981A,John W. Slocum
BOOK00665,Organizational behavior,1,OL28337A,Steven Lattimore McShane
BOOK00666,International dimensions of organizational behavior,1,OL491328A,Nancy J. Adler
BOOK00667,Organizational behavior,1,OL397106A,John W. Newstrom
BOOK00667,Organizational behavior,2,OL128085A,Keith Davis
BOOK00668,Human behavior at work,1,OL128085A,Keith Davis
BOOK00669,Organizational behavior and management,1,OL223925A,John M. Ivancevich
BOOK00669,Organizational behavior and management,2,OL2639584A,Robert Konopaske
BOOK00669,Organizational behavior and management,3,OL1078587A,Michael T. Matteson
BOOK00670,Managing organizational behavior,1,OL228002A,John R. Schermerhorn
BOOK00671,Organizational behavior,1,OL5450786A,Jason Colquitt
BOOK00672,Organizational behavior,1,OL228002A,John R. Schermerhorn
BOOK00672,Organizational behavior,2,OL763752A,James G. Hunt
BOOK00672,Organizational behavior,3,OL2736896A,Richard N. Osborn
BOOK00673,Organizational behavior,1,OL1397152A,"Nelson, Debra L."
BOOK00673,Organizational behavior,2,OL3236149A,Debra L. Nelson
BOOK00673,Organizational behavior,3,OL3038563A,James Campbell Quick
BOOK00674,Organizational Behavior,1,OL2634548A,Christopher P. Neck
BOOK00674,Organizational Behavior,2,OL7675120A,Jeffery D. Houghton
BOOK00674,Organizational Behavior,3,OL7659105A,Emma L. Murray
BOOK00675,Introduction to organizational behavior,1,OL230982A,Richard M. Steers
BOOK00676,Understanding and Managing Organizational Behavior,1,OL226973A,Jennifer M. George
BOOK00676,Understanding and Managing Organizational Behavior,2,OL389425A,Gareth R. Jones
BOOK00677,Organizational behavior in education,1,OL391875A,Robert G. Owens
BOOK00677,Organizational behavior in education,2,OL2673094A,Thomas Valesky
BOOK00678,Organizational behavior,1,OL2640119A,Steven McShane
BOOK00678,Organizational behavior,2,OL2640120A,Mary Ann Von Glinow
BOOK00679,Organizational behavior,1,OL1480578A,Angelo Kinicki
BOOK00679,Organizational behavior,2,OL38917A,Robert Kreitner
BOOK00680,Organizational behavior,1,OL381981A,Dorothy Marcic
BOOK00680,Organizational behavior,2,OL3296061A,Hai
BOOK00680,Organizational behavior,3,OL3307659A,Joe Seltzer
BOOK00680,Organizational behavior,4,OL2877248A,Peter Vaill
BOOK00680,Organizational behavior,5,OL3011854A,Marcic
BOOK00681,Organizational Behavior,1,OL33897A,Stephen P. Robbins
BOOK00681,Organizational Behavior,2,OL2654440A,Tim Judge
BOOK00682,Organizational behavior,1,OL407371A,Gregory Moorhead
BOOK00683,Managing organizational behavior,1,OL2877531A,Timothy T. Baldwin
BOOK00684,Organizational behavior,1,OL658641A,Joyce Osland
BOOK00685,Organizational behavior,1,OL220539A,Judith R. Gordon
BOOK00686,Organizational behavior,1,OL388469A,Fred Luthans
BOOK00687,Organizational behavior in health care,1,OL3247664A,Nancy Borkowski
BOOK00688,Organizational Behavior,1,OL223415A,Ricky W. Griffin
BOOK00689,Organizational behavior,1,OL725170A,Gregory B. Northcraft
BOOK00690,Organizational behavior,1,OL387911A,John A. Wagner
BOOK00690,Organizational behavior,2,OL2655520A,John A. Wagner
BOOK00690,Organizational behavior,3,OL2639667A,John R. Hollenbeck
BOOK00691,Organizational behavior,1,OL38917A,Robert Kreitner
BOOK00692,"Work Motivation in Organizational Behavior, 2nd ed",1,OL395220A,Craig C. Pinder
BOOK00693,Organizational behavior,1,OL444568A,Joseph E. Champoux
BOOK00694,Management of Organizational Behavior,1,OL21502A,Kenneth H. Blanchard
BOOK00695,International Organizational Behavior,1,OL3500659A,Dean McFarlin
BOOK00695,International Organizational Behavior,2,OL269584A,Paul Sweeney
BOOK00696,Essentials of Organizational Behavior,1,OL3040839A,Terri A. Scandura
BOOK00697,Organizational behavior,1,OL128085A,Keith Davis
BOOK00698,Organizational Behaviour,1,OL833994A,Karlene H. Roberts
BOOK00698,Organizational Behaviour,2,OL2667355A,Hunt
BOOK00699,Organizational behavior,1,OL1435358A,Linda K. Stroh
BOOK00700,Essentials of Organizational Behavior,1,OL1394466A,John J. Wild
BOOK00700,Essentials of Organizational Behavior,2,OL2649709A,Kenneth L. Wild
BOOK00700,Essentials of Organizational Behavior,3,OL8152174A,Alverne Ball
BOOK00700,Essentials of Organizational Behavior,4,OL3327432A,Timothy A. Judge
BOOK00700,Essentials of Organizational Behavior,5,OL33897A,Stephen P. Robbins
BOOK00701,Loose Leaf Organizational Behavior,1,OL5450786A,Jason Colquitt
BOOK00701,Loose Leaf Organizational Behavior,2,OL7807077A,Jeffery LePine
BOOK00701,Loose Leaf Organizational Behavior,3,OL7807078A,Michael Wesson
BOOK00702,Managing organizational behavior,1,OL720319A,Henry L. Tosi
BOOK00703,Organizational behavior,1,OL25174A,Afsaneh Nahavandi
BOOK00703,Organizational behavior,2,OL2654622A,Ali R. Malekzadeh
BOOK00704,Organizational Behavior,1,OL3012031A,Newstrom
BOOK00705,Organizational behavior,1,OL447441A,"Nelson, Debra L."
BOOK00705,Organizational behavior,2,OL3236149A,Debra L. Nelson
BOOK00705,Organizational behavior,3,OL3038563A,James Campbell Quick
BOOK00706,Organizational Behavior,1,OL7136242A,Mary Uhl-Bien
BOOK00706,Organizational Behavior,2,OL8356072A,Ronald F. Piccolo
BOOK00706,Organizational Behavior,3,OL7907538A,"Schermerhorn, John R., Jr."
BOOK00707,International organizational behavior,1,OL389221A,Anne Marie Francesco
BOOK00707,International organizational behavior,2,OL2653882A,Barry Allen Gold
BOOK00708,Managerial Economics & Business Strategy,1,OL532682A,Michael R. Baye
BOOK00708,Managerial Economics & Business Strategy,2,OL2639750A,Michael Baye
BOOK00709,Your Next Five Moves,1,OL7657408A,Patrick Bet-David
BOOK00709,Your Next Five Moves,2,OL2629810A,Greg Dinkin
BOOK00710,The brand gap,1,OL1237664A,Marty Neumeier
BOOK00711,Developing business strategies,1,OL220279A,David A. Aaker
BOOK00712,Business strategy,1,OL730657A,John Grieve Smith
BOOK00713,International business strategy,1,OL492603A,Alain Verbeke
BOOK00715,Corporate identity,1,OL884162A,Wally Olins
BOOK00716,Creating valuable business strategies,1,OL433587A,Shiv Sahai Mathur
BOOK00716,Creating valuable business strategies,2,OL2825852A,Shiv S Mathur
BOOK00716,Creating valuable business strategies,3,OL882934A,Alfred Kenyon
BOOK00717,7 Powers,1,OL7987385A,Hamilton Helmer
BOOK00718,International Business Strategy,1,OL492603A,Alain Verbeke
BOOK00719,Aligning human resources and business strategy,1,OL265995A,Linda Holbeche
BOOK00720,Business strategy,1,OL1608050A,Jeremy Kourdi
BOOK00721,Acting as a business,1,OL237651A,Brian O'Neil
BOOK00722,Opening Digital Markets,1,OL399968A,Walid Mougayar
BOOK00723,International Business Strategy,1,OL52310A,Peter J. Buckley
BOOK00723,International Business Strategy,2,OL2641400A,Pervez Ghauri
BOOK00724,Swipe to Unlock,1,OL2846407A,Neel Mehta
BOOK00724,Swipe to Unlock,2,OL7989361A,Aditya Agashe
BOOK00724,Swipe to Unlock,3,OL7989362A,Parth Detroja
BOOK00725,Media Telecommunications And Business Strategy,1,OL533987A,Richard A. Gershon
BOOK00726,Business strategy,1,OL5202953A,David Campbell
BOOK00727,Taxes and business strategy,1,OL698759A,Myron S. Scholes
BOOK00727,Taxes and business strategy,2,OL2649358A,Mark A. Wolfson
BOOK00727,Taxes and business strategy,3,OL2649359A,Merle M. Erickson
BOOK00727,Taxes and business strategy,4,OL1453625A,Edward L. Maydew
BOOK00727,Taxes and business strategy,5,OL2649360A,Terry J. Shevlin
BOOK00727,Taxes and business strategy,6,OL2649361A,Edward Maydew
BOOK00727,Taxes and business strategy,7,OL2649362A,Terry Shevlin
BOOK00728,Global Business Strategy,1,OL3391341A,Robin John
BOOK00729,The New Positioning,1,OL446800A,Jack Trout
BOOK00730,Managerial Economics and Business Strategy,1,OL7466902A,Michael R. Baye
BOOK00730,Managerial Economics and Business Strategy,2,OL7696713A,Jeff Prince
BOOK00731,Business Strategy,1,OL8057057A,J. -C Spender
BOOK00732,Business strategy and policy,1,OL897135A,Garry D. Smith
BOOK00733,Demand-Driven Business Strategy,1,OL452035A,Cor Molenaar
BOOK00734,The 33 Strategies of War,1,OL236414A,Robert Greene
BOOK00734,The 33 Strategies of War,2,OL3056495A,Don Leslie
BOOK00735,Taxes and business strategy,1,OL698759A,Myron S. Scholes
BOOK00735,Taxes and business strategy,2,OL2656470A,Myron Scholes
BOOK00735,Taxes and business strategy,3,OL2656471A,Mark Wolfson
BOOK00736,Harvard business review on green business strategy,1,OL2634848A,Harvard Business School
BOOK00737,Business strategy,1,OL1608050A,Jeremy Kourdi
BOOK00738,Developing Business Strategies,1,OL220279A,David A. Aaker
BOOK00739,International business,1,OL828245A,S. Tamer Cavusgil
BOOK00739,International business,2,OL2866738A,Tamer Cavusgil
BOOK00739,International business,3,OL768925A,Gary Knight
BOOK00739,International business,4,OL3367886A,John Riesenberger
BOOK00740,International Business Strategy and Cross-Cultural Management,1,OL9990496A,Nicole F. Richter
BOOK00740,International Business Strategy and Cross-Cultural Management,2,OL7080504A,Jesper Strandskov
BOOK00740,International Business Strategy and Cross-Cultural Management,3,OL9990497A,Sven Hauff
BOOK00740,International Business Strategy and Cross-Cultural Management,4,OL9990498A,Vasyl Taras
BOOK00741,Think Like a UX Researcher,1,OL2648409A,David Travis
BOOK00741,Think Like a UX Researcher,2,OL3154865A,Philip Hodgson
BOOK00742,Love As a Business Strategy,1,OL12433045A,Mohammad F. Anwar
BOOK00742,Love As a Business Strategy,2,OL12433046A,Frank E. Danna
BOOK00742,Love As a Business Strategy,3,OL12433047A,Jeffrey F. Ma
BOOK00742,Love As a Business Strategy,4,OL12433048A,Christopher J. Pitre
BOOK00743,Business Strategy,1,OL7954858A,Patrick J. Stroh
BOOK00744,Understanding business strategy,1,OL2650732A,R. Duane Ireland
BOOK00745,Digital Business,1,OL5064299A,Annmarie Hanlon
BOOK00746,Corporate strategy,1,OL1010168A,H. Igor Ansoff
BOOK00747,Business Strategy,1,OL2732133A,George Stonehouse
BOOK00747,Business Strategy,2,OL7791069A,Bill Houston
BOOK00748,Designing Identity,1,OL3056082A,Marc English
BOOK00749,Managerial economics and business strategy,1,OL532682A,Michael R. Baye
BOOK00750,e-Business strategies for virtual organizations,1,OL1098126A,Janice Burn
BOOK00751,Managing Health Care Business Strategy,1,OL8089779A,George B. Moseley III
BOOK00752,Business strategies for the next-generation network,1,OL2909853A,Nigel Seel
BOOK00753,European Business Strategy,1,OL926801A,Terry Garrison
BOOK00754,Business strategy,1,OL441696A,"Campbell, David J."
BOOK00755,Learning Domain-Driven Design,1,OL9574146A,Vladik Khononov
BOOK00756,International Business and Global Strategy,1,OL7276987A,Peter Zámborský
BOOK00757,Instagram Business - Sell on Instagram Customer Psychology : How to Use Instagram for Business : Instagram Business Strategy : Start Business - Instagram,1,OL10681772A,Sobia Publication
BOOK00758,Financial Accounting,1,OL402967A,Paul D. Kimmel
BOOK00759,Managerial Accounting,1,OL225203A,Jerry J. Weygandt
BOOK00760,Business Statistics,1,OL425147A,Ken Black
BOOK00761,Statistical analysis for decision making,1,OL146690A,Morris Hamburg
BOOK00762,The managerial decision-making process,1,OL244529A,E. Frank Harrison
BOOK00763,Judgment in managerial decision making,1,OL236063A,Max H. Bazerman
BOOK00764,Administrative behavior,1,OL121675A,Herbert Alexander Simon
BOOK00765,Business ethics,1,OL37425A,O. C. Ferrell
BOOK00765,Business ethics,2,OL2733865A,John Fraedrich
BOOK00765,Business ethics,3,OL2640453A,Linda Ferrell
BOOK00766,Business Analytics,1,OL239935A,S. Christian Albright
BOOK00766,Business Analytics,2,OL452854A,Wayne L. Winston
BOOK00767,Judgment and decision making,1,OL422889A,Peter Juslin
BOOK00767,Judgment and decision making,2,OL2333737A,Henry Montgomery
BOOK00768,Curriculum improvement,1,OL591198A,Ronald C. Doll
BOOK00769,The psychology of judgment and decision making,1,OL836577A,Scott Plous
BOOK00770,Financial accounting,1,OL225203A,Jerry J. Weygandt
BOOK00771,Financial decision making,1,OL835181A,John J. Hampton
BOOK00772,Executive decision making,1,OL2189463A,Manley Howe Jones
BOOK00773,Policy paradox,1,OL2685917A,Deborah Stone
BOOK00774,Career decision making,1,OL586777A,W. Bruce Walsh
BOOK00774,Career decision making,2,OL658799A,Samuel H. Osipow
BOOK00775,An introduction to management science,1,OL78984A,David Ray Anderson
BOOK00776,Argumentation and debate,1,OL30687A,Austin J. Freeley
BOOK00776,Argumentation and debate,2,OL2777196A,David L. Steinberg
BOOK00777,Sales management,1,OL550262A,Thomas N. Ingram
BOOK00777,Sales management,2,OL2627347A,Raymond W. Laforge
BOOK00777,Sales management,3,OL2627348A,Ramon A. Avila
BOOK00777,Sales management,4,OL2627349A,"Charles H., Jr Schwepker"
BOOK00777,Sales management,5,OL2627350A,Michael R. Williams
BOOK00778,Financial Accounting,1,OL402967A,Paul D. Kimmel
BOOK00779,Decision making,1,OL129765A,Irving Lester Janis
BOOK00780,Data analysis & decision making with Microsoft Excel,1,OL239935A,S. Christian Albright
BOOK00780,Data analysis & decision making with Microsoft Excel,2,OL2776999A,Wayne Winston
BOOK00780,Data analysis & decision making with Microsoft Excel,3,OL3322990A,Christopher J. Zappe
BOOK00781,Financial Accounting,1,OL402967A,Paul D. Kimmel
BOOK00781,Financial Accounting,2,OL7447258A,Donald E. Kieso
BOOK00782,A primer on decision making,1,OL234151A,James G. March
BOOK00783,"Management Decision-Making, Big Data and Analytics",1,OL8298977A,Simone Gressel
BOOK00783,"Management Decision-Making, Big Data and Analytics",2,OL3118694A,David J. Pauleen
BOOK00783,"Management Decision-Making, Big Data and Analytics",3,OL8298978A,Nazim Taskin
BOOK00784,Business ethics,1,OL391613A,Laura Pincus Hartman
BOOK00784,Business ethics,2,OL2638636A,Laura P. Hartman
BOOK00784,Business ethics,3,OL218033A,Joseph R. DesJardins
BOOK00785,DECISION MAKING,1,OL2626708A,Irving L. Janis
BOOK00786,Data Analytics and Decision Making,1,OL10366460A,Ali AbdulHussein
BOOK00787,Multiple criteria decision making,1,OL1434833A,Milan Zeleny
BOOK00788,Nursing Fundamentals,1,OL2852718A,Rick Daniels
BOOK00789,Fear of Missing Out,1,OL7609129A,Patrick J. McGinnis
BOOK00790,Accounting for Decision Making and Control,1,OL542424A,Jerold L. Zimmerman
BOOK00790,Accounting for Decision Making and Control,2,OL2865625A,Zimmerman
BOOK00790,Accounting for Decision Making and Control,3,OL3401020A,Will Yancey
BOOK00791,Accounting for managers,1,OL6512827A,Paul M. Collier
BOOK00792,Radical Uncertainty,1,OL4438445A,Mervyn King
BOOK00792,Radical Uncertainty,2,OL676066A,John Kay
BOOK00793,Managerial Accounting,1,OL225203A,Jerry J. Weygandt
BOOK00793,Managerial Accounting,2,OL8173710A,Ibrahim M. Aly
BOOK00793,Managerial Accounting,3,OL7447258A,Donald E. Kieso
BOOK00793,Managerial Accounting,4,OL402967A,Paul D. Kimmel
BOOK00794,Business ethics,1,OL37425A,O. C. Ferrell
BOOK00795,Judgment and Decision-Making,1,OL7773959A,Nancy S. Kim
BOOK00796,Holistic management,1,OL236843A,Allan Savory
