book_id,canonical_title,author_position,openlibrary_author_key,author_name,first_publish_year,publication_year_observed,subjects,leadwise_book_count
BOOK00531,Project Management for the Unofficial Project Manager,1,OL7277660A,Kory Kogon,2015.0,,"['Project management', 'BUSINESS & ECONOMICS / Project Management', 'BUSINESS & ECONOMICS', 'Project Management']",1
BOOK00531,Project Management for the Unofficial Project Manager,2,OL9598794A,Suzette Blakemore,2015.0,,"['Project management', 'BUSINESS & ECONOMICS / Project Management', 'BUSINESS & ECONOMICS', 'Project Management']",1
BOOK00532,Project Management,1,OL28562A,Jeffrey K. Pinto,2006.0,,['Project management'],2
BOOK00533,Effective project management,1,OL365623A,Robert K. Wysocki,2003.0,,"['Project management', 'Organizational effectiveness']",1
BOOK00534,TOTAL PROJECT MANAGEMENT The Indian Context,1,OL875828A,P. K. Joy,1993.0,,"['Counseling', 'Psychotherapy', 'Philosophical counseling']",1
BOOK00535,Project Management,1,OL2730963A,Samuel E. Portny,2002.0,,"['Project management', 'Business & economics -> mis -> project management']",1
BOOK00535,Project Management,2,OL2206215A,Samuel J. Mantel,2002.0,,"['Project management', 'Business & economics -> mis -> project management']",4
BOOK00535,Project Management,3,OL236061A,Jack R. Meredith,2002.0,,"['Project management', 'Business & economics -> mis -> project management']",5
BOOK00535,Project Management,4,OL402185A,Scott M. Shafer,2002.0,,"['Project management', 'Business & economics -> mis -> project management']",3
BOOK00535,Project Management,5,OL2730965A,Margaret M. Sutton,2002.0,,"['Project management', 'Business & economics -> mis -> project management']",2
BOOK00535,Project Management,6,OL2730966A,Brian E. Kramer,2002.0,,"['Project management', 'Business & economics -> mis -> project management']",1
BOOK00536,Successful project management,1,OL397305A,Jack Gido,1999.0,,"['Project management', 'Gestion de projets', 'Projektmanagement', 'Project Management (PM)', 'Management - General', 'Business & Economics / Management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics']",1
BOOK00536,Successful project management,2,OL3291729A,James P. Clements,1999.0,,"['Project management', 'Gestion de projets', 'Projektmanagement', 'Project Management (PM)', 'Management - General', 'Business & Economics / Management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics']",1
BOOK00537,Project management,1,OL718530A,Avraham Shtub,1994.0,,"['Engineering', 'Management', 'Project management', 'Engineering, management', 'Industrial project management']",1
BOOK00537,Project management,2,OL238316A,Jonathan F. Bard,1994.0,,"['Engineering', 'Management', 'Project management', 'Engineering, management', 'Industrial project management']",1
BOOK00537,Project management,3,OL1237529A,Shlomo Globerson,1994.0,,"['Engineering', 'Management', 'Project management', 'Engineering, management', 'Industrial project management']",1
BOOK00538,Information technology project management,1,OL1436951A,Jack T. Marchewka,2002.0,,"['Computer programs', 'Information technology', 'Management', 'Microsoft Project', 'Project management', 'Management information systems', 'Information technology, management']",1
BOOK00538,Information technology project management,2,OL236061A,Jack R. Meredith,2002.0,,"['Computer programs', 'Information technology', 'Management', 'Microsoft Project', 'Project management', 'Management information systems', 'Information technology, management']",5
BOOK00538,Information technology project management,3,OL2206215A,Samuel J. Mantel,2002.0,,"['Computer programs', 'Information technology', 'Management', 'Microsoft Project', 'Project management', 'Management information systems', 'Information technology, management']",4
BOOK00539,Successful Project Management,1,OL4772139A,Jack Gido,2008.0,,['Project management'],1
BOOK00539,Successful Project Management,2,OL7937732A,Jim Clements,2008.0,,['Project management'],1
BOOK00539,Successful Project Management,3,OL4440582A,Rose Baker,2008.0,,['Project management'],1
BOOK00540,Project management,1,OL28562A,Jeffrey K. Pinto,2007.0,,['Project management'],2
BOOK00541,Process Groups,1,OL29513A,Project Management Institute,2022.0,,[],5
BOOK00542,The Fast Forward MBA in Project Management,1,OL2738029A,Eric Verzuh,2005.0,,"['Gestion de projets', 'Projectmanagement', 'Project management', 'BUSINESS & ECONOMICS / Project Management', 'Economics', 'Business & economics -> mis -> project management', 'Business & economics / project management', 'Management', 'Business & economics -> management -> principles of management', 'Trades & technology -> technical trades -> project management', 'Ba31', 'Ee92']",2
BOOK00543,Project Management in Perspective,1,OL7735729A,Theuns Oosthuizen,2018.0,,['Project management'],1
BOOK00544,Project Management Techniques,1,OL7485326A,Rory Burke,2013.0,,['Project management'],1
BOOK00545,Project Management,1,OL2636200A,Erik W. Larson,2000.0,,"['Projectmanagement', 'Administracion del tiempo', 'Risk management', 'Lehrbuch', 'Time management', 'Administracion de riesgos', 'Administracion de proyectos industriales', 'Projektmanagement', 'Project management', 'Budgets temps', 'Gestion de projets', 'Gestion', 'Gestion du risque', 'Projets de développement industriel']",5
BOOK00545,Project Management,2,OL1657128A,Clifford F. Gray,2000.0,,"['Projectmanagement', 'Administracion del tiempo', 'Risk management', 'Lehrbuch', 'Time management', 'Administracion de riesgos', 'Administracion de proyectos industriales', 'Projektmanagement', 'Project management', 'Budgets temps', 'Gestion de projets', 'Gestion', 'Gestion du risque', 'Projets de développement industriel']",3
BOOK00546,Project Management in Practice,1,OL2206215A,Samuel J. Mantel,2000.0,,['Project management'],4
BOOK00546,Project Management in Practice,2,OL236061A,Jack R. Meredith,2000.0,,['Project management'],5
BOOK00546,Project Management in Practice,3,OL402185A,Scott M. Shafer,2000.0,,['Project management'],3
BOOK00546,Project Management in Practice,4,OL2730965A,Margaret M. Sutton,2000.0,,['Project management'],2
BOOK00547,Construction project management,1,OL7007593A,Alison Dykstra,2011.0,,"['Construction industry', 'Management', 'Project management']",1
BOOK00548,Project management,1,OL1657128A,Clifford F. Gray,2002.0,,"['Risk management', 'Project management', 'Time management']",3
BOOK00548,Project management,2,OL2636200A,Erik W. Larson,2002.0,,"['Risk management', 'Project management', 'Time management']",5
BOOK00549,Contemporary Project Management,1,OL3447283A,Timothy Kloppenborg,2012.0,,['Project management'],1
BOOK00549,Contemporary Project Management,2,OL3030014A,Kathryn Wells,2012.0,,['Project management'],1
BOOK00549,Contemporary Project Management,3,OL3059096A,Vittal S. Anantatmula,2012.0,,['Project management'],1
BOOK00550,The Fast Forward MBA in Project Management,1,OL2738029A,Eric Verzuh,1999.0,,"['Business', 'Nonfiction', 'Project management', 'Reference', 'Gestion de projets', 'Projectmanagement', 'Master of business administration degree', 'Hd69.p75 v475 2008', 'Hd69.p75 v475 2005', '658.4/04']",2
BOOK00551,"Project Management for Engineering, Business and Technology",1,OL5849949A,John M. Nicholas,2012.0,,['Project management'],1
BOOK00551,"Project Management for Engineering, Business and Technology",2,OL2734644A,Herman Steyn,2012.0,,['Project management'],1
BOOK00552,Project Management,1,OL1657128A,Clifford F. Gray,2002.0,,['Project management'],3
BOOK00552,Project Management,2,OL2636200A,Erik W. Larson,2002.0,,['Project management'],5
BOOK00553,Project management for healthcare,1,OL5795331A,David Shirley,2011.0,,"['Health services administration', 'Organizational Innovation', 'Management Information Systems', 'Project management', 'Delivery of Health Care', 'Organization & administration', 'Services de santé', 'Administration', 'Gestion de projet', 'BUSINESS & ECONOMICS', 'Industries', 'Service Industries', 'COMPUTERS', 'Information Technology', 'MEDICAL', 'Practice Management & Reimbursement']",1
BOOK00554,"Project management metrics, KPIs, and dashboards",1,OL390077A,Harold Kerzner,2011.0,,"['Quality control', 'Performance standards', 'Project management', 'Work measurement', 'BUSINESS & ECONOMICS', 'Project Management', 'TECHNOLOGY & ENGINEERING', 'Projektmanagement']",3
BOOK00555,Project management,1,OL2637297A,David L. Cleland,2006.0,,"['Project management', 'Projectmanagement', 'Projektmanagement']",1
BOOK00555,Project management,2,OL768789A,Lewis R. Ireland,2006.0,,"['Project management', 'Projectmanagement', 'Projektmanagement']",1
BOOK00556,Project Management,1,OL2636200A,Erik W. Larson,2013.0,,"['Project management', 'Time management', 'Risk management']",5
BOOK00556,Project Management,2,OL3697781A,Clifford Gray,2013.0,,"['Project management', 'Time management', 'Risk management']",1
BOOK00557,Agile Project Management with Scrum (Microsoft Professional),1,OL2650932A,Ken Schwaber,2004.0,,"['Computer Technology', 'Nonfiction', 'Development', 'Scrum (Computer software development)', 'Project management', 'Computer software', 'Agile software development', 'Computer software--development', 'Qa76.76.d47 s318 2004', '005.1']",1
BOOK00558,The art of project management,1,OL1438336A,Scott Berkun,2005.0,,"['Leadership', 'Project management', 'Hd69.p75 b47 2005']",2
BOOK00559,A guide to the project management body of knowledge (PMBOK guide),1,OL29513A,Project Management Institute,2000.0,,"['Project management', 'General', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Reference - General', 'Standards']",5
BOOK00560,The Deadline,1,OL19395A,Tom DeMarco,1997.0,,"['Project management', 'Fiction']",1
BOOK00561,Project Management Absolute Beginner's Guide,1,OL2879818A,Greg Horine,2012.0,,['Project management'],1
BOOK00562,Project management in construction,1,OL235974A,Sidney M. Levy,1987.0,,"['Construction industry', 'Management', 'Project management', 'Building', 'Gestion de projets', 'Construction', 'Gestion', 'Industrie', 'Superintendence', 'Construction industry, management']",1
BOOK00563,Project management,1,OL2880269A,Paul C. Tinnirello,2000.0,,"['Management', 'Information resources management', 'Handbooks, manuals', 'Information technology', 'Information technology, management', ""Gestion de l'information"", 'Guides, manuels', ""Technologie de l'information"", 'Gestion', 'COMPUTERS / Information Technology', 'BUSINESS & ECONOMICS / Project Management']",1
BOOK00564,Project management for dummies,1,OL2730366A,Stanley E. Portny,2000.0,,"['Management', 'Business', 'Nonfiction', 'Project management', 'Hd69.p75 p63 2007', 'Medical', 'Nursing']",2
BOOK00565,Making Things Happen,1,OL1438336A,Scott Berkun,2008.0,,"['Leadership', 'Project management', 'Softwareentwicklung', 'Projektmanagement', 'Project Management (PM)']",2
BOOK00566,Performance management,1,OL719205A,Michael Armstrong,1994.0,,"['Business', 'Employee motivation', 'Employees', 'Nonfiction', 'Performance', 'Performance standards', 'Personnel management', 'Rating of', 'Employees, rating of', 'Management by objectives', 'Organizational behavior', 'Personalentwicklung', 'Performance technology', 'Personnel', 'Direction', 'Rendement au travail', 'BUSINESS & ECONOMICS', 'Workplace Culture', 'Human Resources & Personnel Management', 'Management']",6
BOOK00567,Performance Management,1,OL7652150A,Linda Ashdown,2014.0,,"['Employees, rating of', 'Personnel management', 'Performance', 'Management', 'Employees', 'Rating of', 'BUSINESS & ECONOMICS / Management', 'BUSINESS & ECONOMICS / Human Resources & Personnel Management']",1
BOOK00568,Performance Management,1,OL32869A,Aubrey C. Daniels,2014.0,,"['Employees', 'Supervision of employees', 'Organizational effectiveness', 'Reinforcement (Psychology)', 'Rating of']",2
BOOK00568,Performance Management,2,OL2817860A,Jon S. Bailey,2014.0,,"['Employees', 'Supervision of employees', 'Organizational effectiveness', 'Reinforcement (Psychology)', 'Rating of']",1
BOOK00569,Performance management systems,1,OL6837059A,Arup Varma,2008.0,,"['Performance', 'Management', 'Performance technology']",1
BOOK00570,Performance management,1,OL1436313A,Herman Aguinis,2005.0,,"['Employees', 'Management', 'Performance', 'Rating of', 'Performance standards', 'Employees, rating of', 'Personeelsmanagement', 'Leistungsbewertung', 'Personalpolitik', 'Personalwesen', 'Rendement au travail', 'Gestion']",1
BOOK00571,Financial planning & analysis and performance management,1,OL7539915A,Jack Alexander,2018.0,,"['Corporations', 'Business enterprises', 'Investment banking', 'Finance', 'Handbooks, manuals', 'Business enterprises, finance', 'Corporations, finance']",1
BOOK00572,Performance management,1,OL5461640A,Jacky Holloway,2008.0,,"['Organizational effectiveness', 'Management', 'Evaluation', 'Personnel management', 'Performance']",1
BOOK00573,Managing performance,1,OL719205A,Michael Armstrong,2005.0,,"['Management', 'Performance', 'Management & management techniques', 'Business/Economics', 'Performance standards', 'Employees', 'Rating of']",6
BOOK00573,Managing performance,2,OL2824602A,Angela Baron,2005.0,,"['Management', 'Performance', 'Management & management techniques', 'Business/Economics', 'Performance standards', 'Employees', 'Rating of']",1
BOOK00574,Handbook of corporate performance management,1,OL1437382A,Mike Bourne,2011.0,,"['Performance', 'Measurement', 'Management', 'Organizational effectiveness', 'BUSINESS & ECONOMICS / Personal Finance / General', 'Industrial efficiency']",1
BOOK00575,Strategic Performance Management,1,OL8131521A,Ralph W. Adler,2018.0,,"['Organizational effectiveness', 'Performance', 'Organizational behavior', 'Strategic planning', 'Managerial accounting', 'Management audit', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",1
BOOK00576,Performance management,1,OL375198A,A. S. Kohli,2008.0,,"['Employees,', 'Personnel management', 'Rating of', 'Employees, rating of']",1
BOOK00577,Employee engagement through effective performance management,1,OL3090367A,Edward M. Mone,2010.0,,"['Achievement motivation', 'Employee motivation', 'Career development', 'Arbetsmotivation', 'Psychology', 'Career Mobility', ""Motivation d'accomplissement"", 'Plan de carrière', 'Personnel', 'Motivation']",1
BOOK00578,Performance Management,1,OL4436663A,T. V. Rao,2016.0,,"['Personnel management', 'Employees, rating of', 'Performance', 'Employees', 'Management', 'Rating of']",1
BOOK00579,Performance management,1,OL3100585A,Ralph R Smith,1996.0,,"['Performance standards', 'Goal setting in personnel management']",1
BOOK00580,ACCA Performance Management,1,OL7297300A,BPP Learning Media,2022.0,,[],5
BOOK00581,Armstrong's Handbook of Performance Management,1,OL5686405A,Michael Armstrong,2014.0,,"['Employees, rating of', 'Performance standards', 'Performance', 'Employees', 'Rating of', 'Commerce']",6
BOOK00582,Enterprise Performance Management Done Right,1,OL7346974A,Ron Dimon,2013.0,,"['Performance', 'Management', 'Information technology', 'Management information systems', 'Information technology, management', 'Business, data processing']",1
BOOK00583,Armstrong's handbook of performance management,1,OL719205A,Michael Armstrong,2009.0,,"['Business', 'Nonfiction', 'Employees, rating of', 'Performance standards', 'Performance', 'Employees', 'Rating of']",6
BOOK00584,Performance Management,1,OL4191708A,Madhu Arora,2020.0,,"['Commerce', 'Performance', 'Management', 'Employees', 'Rating of', 'Personnel management', 'Technological innovations', 'Rendement au travail', 'Gestion', 'Personnel', 'Direction', 'Innovations', 'TECHNOLOGY / Manufacturing']",1
BOOK00584,Performance Management,2,OL8468832A,Poonam Khurana,2020.0,,"['Commerce', 'Performance', 'Management', 'Employees', 'Rating of', 'Personnel management', 'Technological innovations', 'Rendement au travail', 'Gestion', 'Personnel', 'Direction', 'Innovations', 'TECHNOLOGY / Manufacturing']",1
BOOK00584,Performance Management,3,OL8468833A,Sonam Choiden,2020.0,,"['Commerce', 'Performance', 'Management', 'Employees', 'Rating of', 'Personnel management', 'Technological innovations', 'Rendement au travail', 'Gestion', 'Personnel', 'Direction', 'Innovations', 'TECHNOLOGY / Manufacturing']",1
BOOK00585,IT performance management,1,OL7200482A,Peter Wiggers,2004.0,,"['Business enterprises', 'Management', 'Information technology', 'Data processing', ""Technologie de l'information"", 'Gestion', 'Entreprises', 'Informatique', 'BUSINESS & ECONOMICS', 'Information Management', 'Knowledge Capital', 'ICT']",1
BOOK00586,Intranet performance management,1,OL216889A,Kornel Terplan,2000.0,,"['Management', 'Intranets (Computer networks)', 'Intranets (computer networks)', 'Intranets', 'Gestion', 'COMPUTERS / Information Technology', 'COMPUTERS / Networking / General']",1
BOOK00587,Performance management,1,OL236518A,Robert Bacal,1999.0,,"['Employees', 'Performance standards', 'Rating of', 'Industrial management']",2
BOOK00588,ACCA P5 Advanced Performance Management,1,OL7297300A,BPP Learning Media,2017.0,,"['Association of Chartered Certified Accountants (Great Britain) -- Examinations -- Study guides', 'Association of Chartered Certified Accountants (Great Britain)', 'Accounting -- Great Britain -- Examinations -- Study guides', 'Accountants -- Certification -- Great Britain -- Examinations -- Study guides', ""Comptabilité -- Grande-Bretagne -- Examens -- Guides de l'étudiant"", 'BUSINESS & ECONOMICS / Accounting / Financial', 'Accounting -- Examinations', 'Examinations', 'Great Britain']",5
BOOK00589,Performance management,1,OL455914A,Michael D. McMaster,1986.0,,"['Management by objectives', 'Performance']",2
BOOK00590,Performance Management in Nonprofit Organizations,1,OL3091571A,Zahirul Hoque,2014.0,,"['Nonprofit organizations, management', 'Performance', 'Nonprofit organizations', 'Management', 'BUSINESS & ECONOMICS / Nonprofit Organizations & Charities', 'BUSINESS & ECONOMICS / Human Resources & Personnel Management', 'BUSINESS & ECONOMICS / Accounting / Managerial', 'Associations sans but lucratif', 'Gestion', 'Rendement au travail', 'BUSINESS & ECONOMICS', 'Nonprofit Organizations & Charities', 'Human Resources & Personnel Management', 'Accounting', 'Managerial', 'Industrial Management', 'Management Science', 'Organizational Behavior']",2
BOOK00590,Performance Management in Nonprofit Organizations,2,OL1918598A,Lee Parker,2014.0,,"['Nonprofit organizations, management', 'Performance', 'Nonprofit organizations', 'Management', 'BUSINESS & ECONOMICS / Nonprofit Organizations & Charities', 'BUSINESS & ECONOMICS / Human Resources & Personnel Management', 'BUSINESS & ECONOMICS / Accounting / Managerial', 'Associations sans but lucratif', 'Gestion', 'Rendement au travail', 'BUSINESS & ECONOMICS', 'Nonprofit Organizations & Charities', 'Human Resources & Personnel Management', 'Accounting', 'Managerial', 'Industrial Management', 'Management Science', 'Organizational Behavior']",1
BOOK00591,Performance Management in the Public Sector,1,OL9502283A,Van Dooren Wouter,2015.0,,"['Government productivity', 'Performance', 'Public administration', 'Political science']",1
BOOK00591,Performance Management in the Public Sector,2,OL9502284A,Wouter Van Dooren,2015.0,,"['Government productivity', 'Performance', 'Public administration', 'Political science']",1
BOOK00591,Performance Management in the Public Sector,3,OL2667214A,Geert Bouckaert,2015.0,,"['Government productivity', 'Performance', 'Public administration', 'Political science']",1
BOOK00591,Performance Management in the Public Sector,4,OL2806483A,John Halligan,2015.0,,"['Government productivity', 'Performance', 'Public administration', 'Political science']",1
BOOK00592,Performance Management,1,OL1461878A,Susan Hutchinson,2013.0,,[],2
BOOK00593,Performance management,1,OL236518A,Robert Bacal,2012.0,,"['Employees', 'Performance standards', 'Rating of', 'Performance', 'Employees, rating of']",2
BOOK00594,Performance management,1,OL3118296A,Brian J. Hall,2006.0,,"['Personnel management', 'Performance standards', 'Personnel & human resources management', 'Performance Appraisal', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Employees, rating of']",1
BOOK00594,Performance management,2,OL2040906A,Richard Luecke,2006.0,,"['Personnel management', 'Performance standards', 'Personnel & human resources management', 'Performance Appraisal', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Employees, rating of']",1
BOOK00595,HBR guide to performance management,1,OL3399460A,HBR,2017.0,,"['Performance', 'Employees', 'Management', 'Rating of', 'Employees, rating of']",2
BOOK00596,Performance Management,1,OL719205A,Michael Armstrong,2006.0,,[],6
BOOK00597,Strategic Planning and Performance Management,1,OL3295533A,Graham Kenny,2012.0,,"['United States. Dept. of Education -- Planning', 'United States. Government Performance and Results Act of 1993', 'Strategic planning']",1
BOOK00598,Organizational behaviour,1,OL286362A,Richard Pettinger,2009.0,,"['Leadership', 'Industrial management', 'Organizational behavior', 'Comportement organisationnel', ""Gestion d'entreprise"", 'BUSINESS & ECONOMICS', 'Human Resources & Personnel Management', 'Workplace Culture', 'Organisationsverhalten']",1
BOOK00599,Global Performance Management (Global HRM),1,OL3397009A,Arup; Bu Varma,2007.0,,"['Performance', 'Management', 'Performance technology', 'Personnel management', 'Administration of Criminal justice', 'Cross-cultural studies', '86.43 criminal procedure law, criminal law sanctions', 'Strafprocesrecht', 'Strafrechtspraak', 'Criminal justice', 'Administration of justice', 'Criminal procedure', 'Comparative criminal law', 'Rendement au travail', 'Gestion', 'BUSINESS & ECONOMICS', 'Workplace Culture', 'Human Resources & Personnel Management', 'Humanvermögen', 'Interkulturelles Management', 'Internationaler Vergleich', 'Leistungsbewertung', 'Multinationales Unternehmen', 'Personalbeurteilung', 'Unternehmen']",1
BOOK00600,ACCA F5 Performance Management,1,OL7297300A,BPP Learning Media,2015.0,,"['Accounting, examinations, questions, etc.', 'Accountants', 'Examinations, great britain']",5
BOOK00601,ACCA F5 Performance Management,1,OL7297300A,BPP Learning Media,2017.0,,"['Association of Chartered Certified Accountants (Great Britain) -- Examinations -- Study guides', 'Association of Chartered Certified Accountants (Great Britain)', 'Accounting -- Great Britain -- Examinations -- Study guides', 'Industrial management -- Examinations -- Study guides', 'BUSINESS & ECONOMICS / Accounting / Financial', 'Accounting -- Examinations', 'Examinations', 'Industrial management -- Examinations', 'Great Britain']",5
BOOK00602,Case Studies in Performance Management,1,OL2741067A,Tony C. Adkins,2006.0,,"['Business', 'Management', 'Nonfiction', 'Industrial management', 'Cost accounting', 'Activity-based costing', 'Managerial accounting', 'Performance', 'Cost effectiveness', 'Case studies']",1
BOOK00603,Performance management,1,OL455914A,Michael D. McMaster,1983.0,,"['Management by objectives', 'Performance', 'Handbooks, manuals', 'Personnel management', 'Performance standards']",2
BOOK00604,ACCA Performance Management,1,OL7297300A,BPP Learning Media,2024.0,,[],5
BOOK00605,Performance Management for Dummies,1,OL8114437A,Dummies Staff,2019.0,,"['Performance', 'Performance standards', 'Personnel management']",1
BOOK00605,Performance Management for Dummies,2,OL7645420A,Herman Aguinis,2019.0,,"['Performance', 'Performance standards', 'Personnel management']",1
BOOK00606,Performance Management (Acca),1,OL2785894A,Kaplan Publishing,2006.0,,[],1
BOOK00607,Performance Management,1,OL455981A,Gary Cokins,2004.0,,"['Business', 'Finance', 'Nonfiction', 'Organizational effectiveness', 'Performance', 'Industrial productivity', 'Measurement', 'BUSINESS & ECONOMICS', 'Strategic Planning', 'Risk management']",1
BOOK00608,Strategic Performance Management,1,OL3149792A,Bernard Marr,2012.0,,[],1
BOOK00608,Strategic Performance Management,2,OL3410032A,Dina Gray,2012.0,,[],1
BOOK00609,Performance management,1,OL32869A,Aubrey C. Daniels,1989.0,,"['Administracao De Pessoal', 'Employees', 'Reinforcement (Psychology)', 'Psicologia Industrial', 'Administradores', 'Comportamento Organizacional', 'Supervision of employees', 'Administracao De Empresas', 'Rating of', 'Performance standards', 'Productivity accounting']",2
BOOK00610,Teach Yourself Performance Management,1,OL585079A,Phil Baguley,2003.0,,"['Performance', 'Employee rights']",1
BOOK00611,Innovative Corporate Performance Management,1,OL2729652A,Bob Paladino,2010.0,,"['Organizational effectiveness', 'Management', 'Performance']",1
BOOK00612,HR networking,1,OL1401021A,Lisa R. Franke,2004.0,,"['Leadership', 'Management', 'Work environment', 'Personnel management']",1
BOOK00613,Reengineering performance management,1,OL190840A,Tracey Bernstein Weiss,1997.0,,"['Performance', 'Reengineering (Management)', 'Personnel management', 'Reengineering (management)']",1
BOOK00614,Implementing Performance Management,1,OL228229A,Joan Dean,2003.0,,"['School management and organization', 'Teacher effectiveness']",1
BOOK00615,Human resource management,1,OL395910A,H. John Bernardin,1992.0,,"['Personnel management', 'Personalwesen', 'Personnel', 'Direction']",1
BOOK00615,Human resource management,2,OL2633257A,Joyce E. A. Russell,1992.0,,"['Personnel management', 'Personalwesen', 'Personnel', 'Direction']",1
BOOK00616,Human resource management,1,OL535855A,Robert L. Mathis,1999.0,,"['Personnel management', 'Personnel management, study and teaching']",3
BOOK00616,Human resource management,2,OL1123662A,John Harold Jackson,1999.0,,"['Personnel management', 'Personnel management, study and teaching']",2
BOOK00617,Fundamentals of human resource management,1,OL235972A,David A. DeCenzo,2005.0,,"['Personnel management', 'Personnel', 'Direction', 'Personeelsmanagement', 'Personalpolitik']",2
BOOK00618,Human Resource Management,1,OL238534A,Gary Dessler,1999.0,,['Personnel management'],8
BOOK00619,Human resource management,1,OL229940A,Greg L. Stewart,2008.0,,"['Personnel & human resources management', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Management', 'Personnel management', 'Personalpolitik', 'Humanvermo\x98gen', 'Personeelsmanagement']",1
BOOK00619,Human resource management,2,OL3422129A,Kenneth G. Brown,2008.0,,"['Personnel & human resources management', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Management', 'Personnel management', 'Personalpolitik', 'Humanvermo\x98gen', 'Personeelsmanagement']",1
BOOK00620,Human resource management,1,OL466291A,John Bratton,1994.0,,"['Personnel management', 'Direction', 'Personeelsmanagement', 'Gestion', 'Ressources humaines', 'Personnel', ""Manuels d'enseignement supérieur"", 'Leermiddelen (vorm)', 'Human resources & personnel management', 'Business & economics -> management -> human resource management']",1
BOOK00620,Human resource management,2,OL2704923A,Jeffrey Gold,1994.0,,"['Personnel management', 'Direction', 'Personeelsmanagement', 'Gestion', 'Ressources humaines', 'Personnel', ""Manuels d'enseignement supérieur"", 'Leermiddelen (vorm)', 'Human resources & personnel management', 'Business & economics -> management -> human resource management']",1
BOOK00621,Human resources management,1,OL238777A,Wendell L. French,1986.0,,['Personnel management'],1
BOOK00622,Human resource management,1,OL238534A,Gary Dessler,2003.0,,"['Personeelsmanagement', 'Humanvermögen', 'Personalentwicklung', 'Personnel management']",8
BOOK00623,Human resource management,1,OL452017A,Lloyd L. Byars,1987.0,,"['Personnel management', 'Personalmanagement', 'Theorie', 'USA', 'Administración de personal']",2
BOOK00624,Human resource management,1,OL223925A,John M. Ivancevich,1992.0,,"['Personnel management', 'Case studies', 'Personalwesen', 'Personalpolitik', 'Personalentwicklung', 'Personal', '0 Gesamtdarstellung', 'Humanvermo\x98gen', 'Humanvermögen']",2
BOOK00625,Strategic Human Resource Management,1,OL584921A,Jeffrey A. Mello,2005.0,,"['Organizational effectiveness', 'Case studies', 'Strategic planning', 'Human capital', 'Labor productivity', 'Personnel management']",1
BOOK00626,Human resource management,1,OL238534A,Gary Dessler,2005.0,,"['Personeelsmanagement', 'Personnel management']",8
BOOK00627,Understanding Human Resources Management,1,OL8176962A,Melanie Peacock,2019.0,,['Personnel management'],1
BOOK00627,Understanding Human Resources Management,2,OL5891029A,Monica Belcourt,2019.0,,['Personnel management'],1
BOOK00627,Understanding Human Resources Management,3,OL8176963A,Eileen B. Stewart,2019.0,,['Personnel management'],1
BOOK00628,Human Resource Management,1,OL8043921A,Pieter Nel,2018.0,,"['Personnel management', 'Australia, economic conditions']",1
BOOK00628,Human Resource Management,2,OL8183313A,Amanda Werner,2018.0,,"['Personnel management', 'Australia, economic conditions']",1
BOOK00628,Human Resource Management,3,OL8183314A,Christoff Botha,2018.0,,"['Personnel management', 'Australia, economic conditions']",1
BOOK00628,Human Resource Management,4,OL8183315A,Osmond Ngalo,2018.0,,"['Personnel management', 'Australia, economic conditions']",1
BOOK00628,Human Resource Management,5,OL8183316A,Paul Poisat,2018.0,,"['Personnel management', 'Australia, economic conditions']",1
BOOK00629,Human Resource Management,1,OL2731752A,Raymond J. Stone,1995.0,,"['Personnel management', 'Personnel', 'Direction', 'Personalpolitik', 'Management']",1
BOOK00630,Human resource management,1,OL246826A,William P. Anthony,1998.0,,['Personnel management'],1
BOOK00630,Human resource management,2,OL2627251A,Pamela L. Perrewe,1998.0,,['Personnel management'],1
BOOK00630,Human resource management,3,OL2627252A,K. Michele Kacmar,1998.0,,['Personnel management'],1
BOOK00630,Human resource management,4,OL2627453A,K. Michelle Kacmar,1998.0,,['Personnel management'],1
BOOK00631,Human resource management,1,OL6874322A,Melva M. Diamante,2007.0,,['Manpower planning'],1
BOOK00632,Human resource management,1,OL235972A,David A. DeCenzo,1994.0,,"['Personal', 'Administración', 'Personnel management']",2
BOOK00633,Fundamentals of Human Resource Management,1,OL238534A,Gary Dessler,2008.0,,['Personnel management'],8
BOOK00634,Human resource management,1,OL244525A,Cynthia D. Fisher,1990.0,,"['Personnel management', 'Personnel management.', 'Personnel', 'Direction']",1
BOOK00635,Human Resource Management,1,OL217763A,Robert N. Lussier,2013.0,,"['Personnel management', 'Commerce', 'Personnel', 'Direction']",2
BOOK00635,Human Resource Management,2,OL7644918A,John R. Hendon,2013.0,,"['Personnel management', 'Commerce', 'Personnel', 'Direction']",1
