openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,wikidata_openlibrary_ids,source_ol_author_id,wikidata_ol_author_ids_normalized,exact_openlibrary_id_match,matched_author_identifier,instance_of_parsed,is_human,source_name_normalized,candidate_name_normalized,name_similarity,exact_normalized_name,occupation_qids_parsed,occupation_labels,leadwise_titles,leadwise_book_count,occupation_screen,identity_evidence_tier
OL7953007A,Christoph Lauterburg,1,Q132265938,Christoph Lauterburg,,http://www.wikidata.org/entity/Q132265938,['Q5'],[],[],['+1937-01-01T00:00:00Z'],['Q16849727'],[],OL7953007A,[],False,False,['Q5'],True,christoph lauterburg,christoph lauterburg,1.0,True,['Q16849727'],['business consultant'],['Change Management'],1,potentially_compatible,strong_secondary
OL530471A,John Hayes,1,Q478686,John Hayes,British politician (born 1958),http://www.wikidata.org/entity/Q478686,['Q5'],['Q145'],['Q1006232'],"['+1958-06-23T00:00:00Z', '+1958-06-00T00:00:00Z']",['Q82955'],[],OL530471A,[],False,False,['Q5'],True,john hayes,john hayes,1.0,True,['Q82955'],['politician'],['The Theory and Practice of Change Management'],1,ambiguous,ambiguous
OL834372A,Todd Jick,1,Q130279005,Todd Jick,,http://www.wikidata.org/entity/Q130279005,['Q5'],[],[],['+1949-01-01T00:00:00Z'],['Q188094'],[],OL834372A,[],False,False,['Q5'],True,todd jick,todd jick,1.0,True,['Q188094'],['economist'],['Managing change'],1,potentially_compatible,strong_secondary
OL3258342A,Todd D. Jick,1,Q130279005,Todd Jick,,http://www.wikidata.org/entity/Q130279005,['Q5'],[],[],['+1949-01-01T00:00:00Z'],['Q188094'],[],OL3258342A,[],False,False,['Q5'],True,todd d jick,todd jick,0.9,False,['Q188094'],['economist'],['Managing change'],1,potentially_compatible,probable_secondary
OL3243172A,Jeff Hiatt,1,Q124644188,Jeff Hiatt,,http://www.wikidata.org/entity/Q124644188,['Q5'],[],[],[],['Q131524'],[],OL3243172A,[],False,False,['Q5'],True,jeff hiatt,jeff hiatt,1.0,True,['Q131524'],['entrepreneur'],['Change Management'],1,potentially_compatible,strong_secondary
OL7275566A,Jason Little,1,Q4261023,Jason Little,cartoonist,http://www.wikidata.org/entity/Q4261023,['Q5'],['Q30'],['Q60'],['+1970-01-01T00:00:00Z'],"['Q715301', 'Q17098559', 'Q644687']",[],OL7275566A,[],False,False,['Q5'],True,jason little,jason little,1.0,True,"['Q715301', 'Q17098559', 'Q644687']","['comics artist', 'penciller', 'illustrator']",['Lean Change Management'],1,ambiguous,ambiguous
OL686666A,James McCalman,1,Q112495581,James McCalman,,http://www.wikidata.org/entity/Q112495581,['Q5'],[],[],['+1958-00-00T00:00:00Z'],"['Q188094', 'Q1622272']",[],OL686666A,[],False,False,['Q5'],True,james mccalman,james mccalman,1.0,True,"['Q188094', 'Q1622272']","['economist', 'university teacher']",['Change Management'],1,potentially_compatible,strong_secondary
OL7699674A,Wouter ten Have,1,Q88399817,Wouter Ten Have,researcher,http://www.wikidata.org/entity/Q88399817,['Q5'],[],[],[],['Q1650915'],[],OL7699674A,[],False,False,['Q5'],True,wouter ten have,wouter ten have,1.0,True,['Q1650915'],['researcher'],['Organizational Behaviour and Change Management'],1,potentially_compatible,strong_secondary
OL7699673A,Steven ten Have,1,Q89132205,Steven Ten Have,researcher,http://www.wikidata.org/entity/Q89132205,['Q5'],[],[],[],['Q1650915'],[],OL7699673A,[],False,False,['Q5'],True,steven ten have,steven ten have,1.0,True,['Q1650915'],['researcher'],"['Organizational Behaviour and Change Management', 'Reconsidering Change Management']",2,potentially_compatible,strong_secondary
OL7564045A,Camille Fournier,1,Q51561371,Camille Fournier,French actor (1905-1989),http://www.wikidata.org/entity/Q51561371,['Q5'],['Q142'],['Q71'],['+1905-08-27T00:00:00Z'],['Q33999'],[],OL7564045A,[],False,False,['Q5'],True,camille fournier,camille fournier,1.0,True,['Q33999'],['actor'],"[""The Manager's Path""]",1,potentially_incompatible,conflicting
OL5450805A,Dean Anderson,1,Q104798769,Dean P Anderson,researcher,http://www.wikidata.org/entity/Q104798769,['Q5'],[],[],[],['Q1650915'],[],OL5450805A,[],False,False,['Q5'],True,dean anderson,dean p anderson,0.9285714285714286,False,['Q1650915'],['researcher'],['Beyond change management'],1,potentially_compatible,probable_secondary
OL1003227A,Bernard Burnes,1,Q112444995,Bernard Burnes,,http://www.wikidata.org/entity/Q112444995,['Q5'],[],[],['+1953-00-00T00:00:00Z'],['Q121594'],[],OL1003227A,[],False,False,['Q5'],True,bernard burnes,bernard burnes,1.0,True,['Q121594'],['professor'],['Managing Change'],1,potentially_compatible,strong_secondary
OL218130A,August-Wilhelm Scheer,1,Q95485,August-Wilhelm Scheer,German business theorist,http://www.wikidata.org/entity/Q95485,['Q5'],['Q183'],['Q182805'],['+1941-07-27T00:00:00Z'],"['Q81096', 'Q188094', 'Q1622272', 'Q12800682', 'Q82594', 'Q70631379', 'Q639669']",[],OL218130A,[],False,False,['Q5'],True,august wilhelm scheer,august wilhelm scheer,1.0,True,"['Q81096', 'Q188094', 'Q1622272', 'Q12800682', 'Q82594', 'Q70631379', 'Q639669']","['engineer', 'economist', 'university teacher', 'saxophonist', 'computer scientist', 'business informatician', 'musician']",['Business process change management'],1,potentially_compatible,strong_secondary
OL7900742A,Frank Voehl,1,Q112518109,Frank Voehl,,http://www.wikidata.org/entity/Q112518109,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q16849727'],[],OL7900742A,[],False,False,['Q5'],True,frank voehl,frank voehl,1.0,True,['Q16849727'],['business consultant'],"['Change Management', 'Total Innovative Management Excellence']",2,potentially_compatible,strong_secondary
OL2633920A,H. James Harrington,1,Q112398667,H. James Harrington,,http://www.wikidata.org/entity/Q112398667,['Q5'],[],[],['+1929-00-00T00:00:00Z'],[],[],OL2633920A,[],False,False,['Q5'],True,h james harrington,h james harrington,1.0,True,[],[],"['Change Management', 'Total Innovative Management Excellence']",2,insufficient,ambiguous
OL218618A,Marcus Gonçalves,1,Q56507044,Marcus D Goncalves,researcher,http://www.wikidata.org/entity/Q56507044,['Q5'],[],[],[],['Q1650915'],[],OL218618A,[],False,False,['Q5'],True,marcus goncalves,marcus d goncalves,0.9411764705882352,False,['Q1650915'],['researcher'],['Change management'],1,potentially_compatible,probable_secondary
OL6789733A,John Hayes,1,Q478686,John Hayes,British politician (born 1958),http://www.wikidata.org/entity/Q478686,['Q5'],['Q145'],['Q1006232'],"['+1958-06-23T00:00:00Z', '+1958-06-00T00:00:00Z']",['Q82955'],[],OL6789733A,[],False,False,['Q5'],True,john hayes,john hayes,1.0,True,['Q82955'],['politician'],['The Theory and Practice of Change Management'],1,ambiguous,ambiguous
OL6933050A,Sarah Lewis,1,Q110559282,Sarah Lewis,24 Jul 1774 -,http://www.wikidata.org/entity/Q110559282,['Q5'],[],[],['+1774-07-24T00:00:00Z'],[],[],OL6933050A,[],False,False,['Q5'],True,sarah lewis,sarah lewis,1.0,True,[],[],['Appreciative inquiry for change management'],1,insufficient,ambiguous
OL64477A,Annabel C. Beerel,1,Q112387828,Annabel C. Beerel,1953-,http://www.wikidata.org/entity/Q112387828,['Q5'],[],['Q34647'],['+1953-00-00T00:00:00Z'],['Q15978655'],[],OL64477A,[],False,False,['Q5'],True,annabel c beerel,annabel c beerel,1.0,True,['Q15978655'],['consultant'],['Leadership and change management'],1,potentially_compatible,strong_secondary
OL1101366A,Mahmoud Ezzamel,1,Q16728891,Mahmoud Ezzamel,British academic,http://www.wikidata.org/entity/Q16728891,['Q5'],[],[],['+1942-10-24T00:00:00Z'],['Q3400985'],[],OL1101366A,[],False,False,['Q5'],True,mahmoud ezzamel,mahmoud ezzamel,1.0,True,['Q3400985'],['academic'],['Changing managers and managing change'],1,potentially_compatible,strong_secondary
OL409080A,Chris Green,1,Q117193524,Chris Green,American poet,http://www.wikidata.org/entity/Q117193524,['Q5'],['Q30'],[],[],"['Q49757', 'Q1622272', 'Q1607826']",[],OL409080A,[],False,False,['Q5'],True,chris green,chris green,1.0,True,"['Q49757', 'Q1622272', 'Q1607826']","['poet', 'university teacher', 'editor']",['Changing managers and managing change'],1,potentially_compatible,strong_secondary
OL381405A,Joseph Tidd,1,Q93372493,Joseph Tidd,Professor of technology and innovation management,http://www.wikidata.org/entity/Q93372493,['Q5'],[],[],['+1960-07-08T00:00:00Z'],"['Q188094', 'Q1622272', 'Q169470']",[],OL381405A,[],False,False,['Q5'],True,joseph tidd,joseph tidd,1.0,True,"['Q188094', 'Q1622272', 'Q169470']","['economist', 'university teacher', 'physicist']",['Managing innovation'],1,potentially_compatible,strong_secondary
OL2730078A,John Bessant,1,Q16009909,John Bessant,cricketer (1892-1982),http://www.wikidata.org/entity/Q16009909,['Q5'],"['Q145', 'Q174193']",['Q2660843'],['+1892-11-11T00:00:00Z'],['Q12299841'],[],OL2730078A,[],False,False,['Q5'],True,john bessant,john bessant,1.0,True,['Q12299841'],['cricketer'],"['Managing innovation', 'Strategic Operations Management']",2,potentially_incompatible,conflicting
OL19869A,Keith Pavitt,1,Q3194763,Keith Pavitt,British economist (1937-2002),http://www.wikidata.org/entity/Q3194763,['Q5'],['Q145'],['Q84'],['+1937-01-13T00:00:00Z'],"['Q188094', 'Q81096', 'Q2306091']",[],OL19869A,[],False,False,['Q5'],True,keith pavitt,keith pavitt,1.0,True,"['Q188094', 'Q81096', 'Q2306091']","['economist', 'engineer', 'sociologist']",['Managing innovation'],1,potentially_compatible,strong_secondary
OL802404A,Dietmar Vahs,1,Q1223576,Dietmar Vahs,German economist,http://www.wikidata.org/entity/Q1223576,['Q5'],['Q183'],"['Q1726', 'Q183']",['+1961-01-01T00:00:00Z'],"['Q188094', 'Q1622272', 'Q10660901', 'Q13405496', 'Q15978655', 'Q482980']",[],OL802404A,[],False,False,['Q5'],True,dietmar vahs,dietmar vahs,1.0,True,"['Q188094', 'Q1622272', 'Q10660901', 'Q13405496', 'Q15978655', 'Q482980']","['economist', 'university teacher', 'general economics', 'Diploma of Business Administration', 'consultant', 'author']","['Change Management in schwierigen Zeiten, m. CD-ROM']",1,potentially_compatible,strong_secondary
OL229230A,Jeffrey P. Davidson,1,Q112397006,Jeffrey P. Davidson,,http://www.wikidata.org/entity/Q112397006,['Q5'],[],[],['+1951-00-00T00:00:00Z'],[],[],OL229230A,[],False,False,['Q5'],True,jeffrey p davidson,jeffrey p davidson,1.0,True,[],[],"[""The complete idiot's guide to change management""]",1,insufficient,ambiguous
OL2971609A,Michael Kenworthy,1,Q6831848,Michael Kenworthy,American actor,http://www.wikidata.org/entity/Q6831848,['Q5'],['Q30'],['Q34404'],['+1975-08-18T00:00:00Z'],"['Q33999', 'Q10800557']",[],OL2971609A,[],False,False,['Q5'],True,michael kenworthy,michael kenworthy,1.0,True,"['Q33999', 'Q10800557']","['actor', 'film actor']",['Additive Manufacturing Change Management'],1,potentially_incompatible,conflicting
OL6605196A,Elizabeth A. Cudney,1,Q90264377,Elizabeth A Cudney,researcher (ORCID 0000-0002-3990-0474),http://www.wikidata.org/entity/Q90264377,['Q5'],[],[],[],"['Q1622272', 'Q901']",[],OL6605196A,[],False,False,['Q5'],True,elizabeth a cudney,elizabeth a cudney,1.0,True,"['Q1622272', 'Q901']","['university teacher', 'scientist']",['Additive Manufacturing Change Management'],1,potentially_compatible,strong_secondary
OL15912311A,David Miller,1,Q927439,David Miller,film director (1909–1992),http://www.wikidata.org/entity/Q927439,['Q5'],['Q30'],['Q138391'],['+1909-11-28T00:00:00Z'],"['Q2526255', 'Q7042855', 'Q639669', 'Q28389', 'Q3282637', 'Q3455803']",['OL7521306A'],OL15912311A,['OL7521306A'],False,False,['Q5'],True,david miller,david miller,1.0,True,"['Q2526255', 'Q7042855', 'Q639669', 'Q28389', 'Q3282637', 'Q3455803']","['film director', 'film editor', 'musician', 'screenwriter', 'film producer', 'director']",['Enterprise Change Management'],1,potentially_compatible,strong_secondary
OL2812382A,Chip Heath,1,Q16252439,Chip Heath,American writer,http://www.wikidata.org/entity/Q16252439,['Q5'],[],[],['+1963-07-19T00:00:00Z'],['Q36180'],[],OL2812382A,[],False,False,['Q5'],True,chip heath,chip heath,1.0,True,['Q36180'],['writer'],['Switch'],1,potentially_compatible,strong_secondary
OL231767A,John P. Kotter,1,Q935152,John Kotter,American economist (1947-),http://www.wikidata.org/entity/Q935152,['Q5'],['Q30'],['Q16552'],['+1947-02-25T00:00:00Z'],"['Q188094', 'Q1622272']",[],OL231767A,[],False,False,['Q5'],True,john p kotter,john kotter,0.9166666666666666,False,"['Q188094', 'Q1622272']","['economist', 'university teacher']",['Leading Change'],1,potentially_compatible,probable_secondary
OL2951994A,Daniel Bloom,1,Q9201283,Daniel Bloom,Polish musician,http://www.wikidata.org/entity/Q9201283,['Q5'],['Q36'],['Q326582'],['+1971-12-21T00:00:00Z'],"['Q36834', 'Q183945', 'Q486748', 'Q33999']",[],OL2951994A,[],False,False,['Q5'],True,daniel bloom,daniel bloom,1.0,True,"['Q36834', 'Q183945', 'Q486748', 'Q33999']","['composer', 'record producer', 'pianist', 'actor']",['Employee Empowerment'],1,potentially_incompatible,conflicting
OL390259A,Ronald J. Ebert,1,Q112392395,Ronald J. Ebert,,http://www.wikidata.org/entity/Q112392395,['Q5'],[],[],['+1938-00-00T00:00:00Z'],['Q188094'],[],OL390259A,[],False,False,['Q5'],True,ronald j ebert,ronald j ebert,1.0,True,['Q188094'],['economist'],['Production and operations management'],1,potentially_compatible,strong_secondary
OL227233A,Norman Gaither,1,Q112397021,Norman Gaither,,http://www.wikidata.org/entity/Q112397021,['Q5'],[],[],['+1937-00-00T00:00:00Z'],[],[],OL227233A,[],False,False,['Q5'],True,norman gaither,norman gaither,1.0,True,[],[],"['Production and operations management', 'Operations Management']",2,insufficient,ambiguous
OL402185A,Scott M. Shafer,1,Q112496868,Scott M. Shafer,,http://www.wikidata.org/entity/Q112496868,['Q5'],[],[],['+1962-00-00T00:00:00Z'],['Q1622272'],[],OL402185A,[],False,False,['Q5'],True,scott m shafer,scott m shafer,1.0,True,['Q1622272'],['university teacher'],"['Operations management for MBAs', 'Project Management', 'Project Management in Practice']",3,potentially_compatible,strong_secondary
OL1518264A,Nigel Slack,1,Q10336827,Nigel Slack,,http://www.wikidata.org/entity/Q10336827,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q188094'],[],OL1518264A,[],False,False,['Q5'],True,nigel slack,nigel slack,1.0,True,['Q188094'],['economist'],"['Slack', 'Essentials of Operations Management']",2,potentially_compatible,strong_secondary
OL370287A,Robert Johnston,1,Q109806953,Robert Johnston,archaeologist,http://www.wikidata.org/entity/Q109806953,['Q5'],[],[],[],['Q3621491'],[],OL370287A,[],False,False,['Q5'],True,robert johnston,robert johnston,1.0,True,['Q3621491'],['archaeologist'],"['Slack', 'Essentials of Operations Management']",2,ambiguous,ambiguous
OL1955312A,R. Panneerselvam,1,Q7273907,R. Panneerselvam,Indian film director,http://www.wikidata.org/entity/Q7273907,['Q5'],['Q668'],['Q2229506'],['+1970-04-10T00:00:00Z'],"['Q2526255', 'Q28389']",[],OL1955312A,[],False,False,['Q5'],True,r panneerselvam,r panneerselvam,1.0,True,"['Q2526255', 'Q28389']","['film director', 'screenwriter']",['Production and Operations Management'],1,potentially_compatible,strong_secondary
OL549981A,David K. Hayes,1,Q112453649,David K. Hayes,,http://www.wikidata.org/entity/Q112453649,['Q5'],[],[],['+1954-00-00T00:00:00Z'],['Q1622272'],[],OL549981A,[],False,False,['Q5'],True,david k hayes,david k hayes,1.0,True,['Q1622272'],['university teacher'],"['Restaurant operations management', 'Hotel operations management']",2,potentially_compatible,strong_secondary
OL721066A,Ray Wild,1,Q125402117,Ray Wild,,http://www.wikidata.org/entity/Q125402117,['Q5'],[],[],[],['Q1622272'],[],OL721066A,[],False,False,['Q5'],True,ray wild,ray wild,1.0,True,['Q1622272'],['university teacher'],['Production and operations management'],1,potentially_compatible,strong_secondary
OL235937A,Mark M. Davis,1,Q1900227,Mark M. Davis,"American molecular biologist, Professor at Stanford University",http://www.wikidata.org/entity/Q1900227,['Q5'],['Q30'],['Q90'],['+1952-11-27T00:00:00Z'],"['Q15839206', 'Q1622272', 'Q12119633', 'Q1650915']",[],OL235937A,[],False,False,['Q5'],True,mark m davis,mark m davis,1.0,True,"['Q15839206', 'Q1622272', 'Q12119633', 'Q1650915']","['molecular biologist', 'university teacher', 'immunologist', 'researcher']",['Fundamentals of operations management'],1,potentially_compatible,strong_secondary
OL38059A,James B. Dilworth,1,Q112383322,James B. Dilworth,,http://www.wikidata.org/entity/Q112383322,['Q5'],[],[],['+1939-00-00T00:00:00Z'],['Q121594'],[],OL38059A,[],False,False,['Q5'],True,james b dilworth,james b dilworth,1.0,True,['Q121594'],['professor'],"['Operations management', 'Production and operations management']",2,potentially_compatible,strong_secondary
OL245994A,Steve Brown,1,Q7612051,Steve Brown,British composer (1954–2024),http://www.wikidata.org/entity/Q7612051,['Q5'],['Q145'],[],['+1954-10-25T00:00:00Z'],"['Q36834', 'Q822146', 'Q183945']",[],OL245994A,[],False,False,['Q5'],True,steve brown,steve brown,1.0,True,"['Q36834', 'Q822146', 'Q183945']","['composer', 'lyricist', 'record producer']",['Strategic Operations Management'],1,ambiguous,ambiguous
OL7482935A,Fu Jia,1,Q106545441,Fu Jia,,http://www.wikidata.org/entity/Q106545441,['Q5'],[],[],['+1990-02-05T00:00:00Z'],"['Q33999', 'Q10800557']",[],OL7482935A,[],False,False,['Q5'],True,fu jia,fu jia,1.0,True,"['Q33999', 'Q10800557']","['actor', 'film actor']",['Strategic Operations Management'],1,potentially_incompatible,conflicting
OL2626801A,Richard J. Schonberger,1,Q112378637,Richard Schonberger,economist,http://www.wikidata.org/entity/Q112378637,['Q5'],[],[],['+1937-00-00T00:00:00Z'],['Q188094'],[],OL2626801A,[],False,False,['Q5'],True,richard j schonberger,richard schonberger,0.95,False,['Q188094'],['economist'],['Operations management'],1,potentially_compatible,probable_secondary
OL2655823A,L. Joseph Thomas,1,Q6456528,L. Joseph Thomas,American academic,http://www.wikidata.org/entity/Q6456528,['Q5'],['Q30'],['Q808468'],"['+1942-01-16T00:00:00Z', '+1942-00-00T00:00:00Z']",[],[],OL2655823A,[],False,False,['Q5'],True,l joseph thomas,l joseph thomas,1.0,True,[],[],['Operations management'],1,insufficient,ambiguous
OL2648632A,Larry P. Ritzman,1,Q112483191,Larry P. Ritzman,,http://www.wikidata.org/entity/Q112483191,['Q5'],[],[],['+1938-00-00T00:00:00Z'],['Q1622272'],[],OL2648632A,[],False,False,['Q5'],True,larry p ritzman,larry p ritzman,1.0,True,['Q1622272'],['university teacher'],['Operations Management'],1,potentially_compatible,strong_secondary
OL2653346A,Manoj K. Malhotra,1,Q112483193,Manoj K. Malhotra,,http://www.wikidata.org/entity/Q112483193,['Q5'],[],[],['+1960-00-00T00:00:00Z'],['Q1622272'],[],OL2653346A,[],False,False,['Q5'],True,manoj k malhotra,manoj k malhotra,1.0,True,['Q1622272'],['university teacher'],['Operations Management'],1,potentially_compatible,strong_secondary
OL1012230A,Robert D. Reid,1,Q102269600,Robert D. Reid,Ph.D. University of Warwick 2000,http://www.wikidata.org/entity/Q102269600,['Q5'],[],[],[],[],[],OL1012230A,[],False,False,['Q5'],True,robert d reid,robert d reid,1.0,True,[],[],['Operations management'],1,insufficient,ambiguous
OL2737990A,Nada R. Sanders,1,Q66532068,Nada R. Sanders,American supply chain expert,http://www.wikidata.org/entity/Q66532068,['Q5'],['Q30'],[],['+1957-06-18T00:00:00Z'],"['Q1622272', 'Q3400985']",[],OL2737990A,[],False,False,['Q5'],True,nada r sanders,nada r sanders,1.0,True,"['Q1622272', 'Q3400985']","['university teacher', 'academic']",['Operations management'],1,potentially_compatible,strong_secondary
OL1429410A,David Barnes,1,Q5231137,David Barnes,Australian archer,http://www.wikidata.org/entity/Q5231137,['Q5'],['Q408'],[],['+1986-02-22T00:00:00Z'],['Q13382355'],[],OL1429410A,[],False,False,['Q5'],True,david barnes,david barnes,1.0,True,['Q13382355'],['archer'],['Operations management'],1,ambiguous,ambiguous
OL7582321A,Chuck Munson,1,Q139465712,Chuck Munson,,http://www.wikidata.org/entity/Q139465712,['Q5'],[],[],[],"['Q188094', 'Q1622272']",[],OL7582321A,[],False,False,['Q5'],True,chuck munson,chuck munson,1.0,True,"['Q188094', 'Q1622272']","['economist', 'university teacher']",['Operations Management'],1,potentially_compatible,strong_secondary
OL36499A,Terry Hill,1,Q100803664,Terry Hill,college basketball player (1967–1969) American,http://www.wikidata.org/entity/Q100803664,['Q5'],[],[],[],['Q3665646'],[],OL36499A,[],False,False,['Q5'],True,terry hill,terry hill,1.0,True,['Q3665646'],['basketball player'],['Operations Management'],1,potentially_incompatible,conflicting
OL390608A,Jim Kilby,1,Q139453665,Jim Kilby,,http://www.wikidata.org/entity/Q139453665,['Q5'],[],[],[],"['Q1622272', 'Q2994387']",[],OL390608A,[],False,False,['Q5'],True,jim kilby,jim kilby,1.0,True,"['Q1622272', 'Q2994387']","['university teacher', 'adviser']",['Casino operations management'],1,potentially_compatible,strong_secondary
OL2737594A,Jim Fox,1,Q378824,Jim Fox,British modern pentathlete,http://www.wikidata.org/entity/Q378824,['Q5'],['Q145'],['Q639675'],['+1941-09-19T00:00:00Z'],"['Q81096', 'Q15972912']",[],OL2737594A,[],False,False,['Q5'],True,jim fox,jim fox,1.0,True,"['Q81096', 'Q15972912']","['engineer', 'modern pentathlete']",['Casino operations management'],1,ambiguous,ambiguous
OL257213A,Conrad Lashley,1,Q139436123,Conrad Lashley,,http://www.wikidata.org/entity/Q139436123,['Q5'],[],[],[],"['Q1622272', 'Q9379869']",[],OL257213A,[],False,False,['Q5'],True,conrad lashley,conrad lashley,1.0,True,"['Q1622272', 'Q9379869']","['university teacher', 'lecturer']",['Modern Hotel Operations Management'],1,potentially_compatible,strong_secondary
OL7203538A,Philip Gibson,1,Q112536432,Philip Gibson,,http://www.wikidata.org/entity/Q112536432,['Q5'],[],[],['+1955-00-00T00:00:00Z'],['Q188094'],[],OL7203538A,[],False,False,['Q5'],True,philip gibson,philip gibson,1.0,True,['Q188094'],['economist'],['Cruise Operations Management'],1,potentially_compatible,strong_secondary
OL2730366A,Stanley E. Portny,1,Q116486036,Stanley E. Portny,"American engineer, project manager and entrepreneur",http://www.wikidata.org/entity/Q116486036,['Q5'],['Q30'],[],[],"['Q1326886', 'Q816432', 'Q36180', 'Q131524', 'Q1327627']",[],OL2730366A,[],False,False,['Q5'],True,stanley e portny,stanley e portny,1.0,True,"['Q1326886', 'Q816432', 'Q36180', 'Q131524', 'Q1327627']","['electrical engineer', 'project manager', 'writer', 'entrepreneur', 'electrotechnician']",['Project management for dummies'],2,potentially_compatible,strong_secondary
OL2636200A,Erik W. Larson,1,Q112485914,Erik W. Larson,,http://www.wikidata.org/entity/Q112485914,['Q5'],[],[],['+1952-00-00T00:00:00Z'],['Q121594'],[],OL2636200A,[],False,False,['Q5'],True,erik w larson,erik w larson,1.0,True,['Q121594'],['professor'],"['Project Management', 'Project management']",5,potentially_compatible,strong_secondary
OL1424745A,Peter Fewings,1,Q139478043,Peter Fewings,,http://www.wikidata.org/entity/Q139478043,['Q5'],[],[],[],"['Q13582652', 'Q1622272', 'Q1423891']",[],OL1424745A,[],False,False,['Q5'],True,peter fewings,peter fewings,1.0,True,"['Q13582652', 'Q1622272', 'Q1423891']","['civil engineer', 'university teacher', 'Christian minister']",['Construction project management'],1,potentially_compatible,strong_secondary
OL7342127A,Mark C. Layton,1,Q119268884,Mark C. Layton,,http://www.wikidata.org/entity/Q119268884,['Q5'],[],[],[],"['Q1622272', 'Q2462658']",[],OL7342127A,[],False,False,['Q5'],True,mark c layton,mark c layton,1.0,True,"['Q1622272', 'Q2462658']","['university teacher', 'manager']",['Agile Project Management For Dummies'],1,potentially_compatible,strong_secondary
OL7277660A,Kory Kogon,1,Q120595797,Kory Kogon,,http://www.wikidata.org/entity/Q120595797,['Q5'],[],[],[],['Q41583'],[],OL7277660A,[],False,False,['Q5'],True,kory kogon,kory kogon,1.0,True,['Q41583'],['coach'],['Project Management for the Unofficial Project Manager'],1,potentially_compatible,strong_secondary
OL28562A,Jeffrey K. Pinto,1,Q112403690,Jeffrey K. Pinto,,http://www.wikidata.org/entity/Q112403690,['Q5'],[],[],['+1958-00-00T00:00:00Z'],[],[],OL28562A,[],False,False,['Q5'],True,jeffrey k pinto,jeffrey k pinto,1.0,True,[],[],"['Project Management', 'Project management']",2,insufficient,ambiguous
OL365623A,Robert K. Wysocki,1,Q112441319,Robert K. Wysocki,,http://www.wikidata.org/entity/Q112441319,['Q5'],[],[],['+1941-00-00T00:00:00Z'],"['Q816432', 'Q15978655']",[],OL365623A,[],False,False,['Q5'],True,robert k wysocki,robert k wysocki,1.0,True,"['Q816432', 'Q15978655']","['project manager', 'consultant']",['Effective project management'],1,potentially_compatible,strong_secondary
OL875828A,P. K. Joy,1,Q94648395,P. K. Joy,,http://www.wikidata.org/entity/Q94648395,['Q5'],[],[],['+1940-00-00T00:00:00Z'],['Q36180'],[],OL875828A,[],False,False,['Q5'],True,p k joy,p k joy,1.0,True,['Q36180'],['writer'],['TOTAL PROJECT MANAGEMENT The Indian Context'],1,potentially_compatible,strong_secondary
OL2730966A,Brian E. Kramer,1,Q112452046,Brian Kramer,,http://www.wikidata.org/entity/Q112452046,['Q5'],[],[],['+1974-00-00T00:00:00Z'],[],[],OL2730966A,[],False,False,['Q5'],True,brian e kramer,brian kramer,0.9230769230769232,False,[],[],['Project Management'],1,insufficient,ambiguous
OL397305A,Jack Gido,1,Q112480766,Jack Gido,,http://www.wikidata.org/entity/Q112480766,['Q5'],[],[],['+1945-00-00T00:00:00Z'],[],[],OL397305A,[],False,False,['Q5'],True,jack gido,jack gido,1.0,True,[],[],['Successful project management'],1,insufficient,ambiguous
OL3291729A,James P. Clements,1,Q16973357,James P. Clements,American computer scientist and academic administrator,http://www.wikidata.org/entity/Q16973357,['Q5'],[],['Q107126'],['+1964-03-11T00:00:00Z'],['Q1622272'],[],OL3291729A,[],False,False,['Q5'],True,james p clements,james p clements,1.0,True,['Q1622272'],['university teacher'],['Successful project management'],1,potentially_compatible,strong_secondary
OL718530A,Avraham Shtub,1,Q87888792,Avraham Shtub,researcher,http://www.wikidata.org/entity/Q87888792,['Q5'],[],[],[],['Q1650915'],[],OL718530A,[],False,False,['Q5'],True,avraham shtub,avraham shtub,1.0,True,['Q1650915'],['researcher'],['Project management'],1,potentially_compatible,strong_secondary
OL238316A,Jonathan F. Bard,1,Q102260578,Jonathan F. Bard,Sc.D. The George Washington University 1979,http://www.wikidata.org/entity/Q102260578,['Q5'],[],[],[],[],[],OL238316A,[],False,False,['Q5'],True,jonathan f bard,jonathan f bard,1.0,True,[],[],['Project management'],1,insufficient,ambiguous
OL1237529A,Shlomo Globerson,1,Q30527030,Shlomo Globerson,Israeli university teacher,http://www.wikidata.org/entity/Q30527030,['Q5'],['Q801'],['Q2655674'],"['+1941-01-13T00:00:00Z', '+1941-00-00T00:00:00Z']",['Q1622272'],[],OL1237529A,[],False,False,['Q5'],True,shlomo globerson,shlomo globerson,1.0,True,['Q1622272'],['university teacher'],['Project management'],1,potentially_compatible,strong_secondary
OL4772139A,Jack Gido,1,Q112480766,Jack Gido,,http://www.wikidata.org/entity/Q112480766,['Q5'],[],[],['+1945-00-00T00:00:00Z'],[],[],OL4772139A,[],False,False,['Q5'],True,jack gido,jack gido,1.0,True,[],[],['Successful Project Management'],1,insufficient,ambiguous
