book_id,scrape_id,title,subtitle,author,isbn_source,isbn_normalized,isbn_13,isbn_status,publisher,publication_date,publication_year,format,page_count,edition_note,cover_url,external_book_url,release_pages,source_metadata_conflict,source,openlibrary_key,match_method,match_confidence
BOOK01476,600,Startup Story,An Entrepreneur's Journey from Idea to Exit,Martin Warner,9781510778788,9781510778788,9781510778788,Valid ISBN-13,Peakpoint Press,2023-10-31,2023,Hardcover,264.0,,https://www.leadershipnow.com/leadershop/images/9781510778788.jpg,https://amzn.to/47q7hjv,['2023 Releases'],False,LeadershipNow,,,
BOOK01477,419,The Mentally Strong Leader,"Build the Habits to Productively Regulate Your Emotions, Thoughts, and Behaviors",Scott Mautz,9781510780583,9781510780583,9781510780583,Valid ISBN-13,Peakpoint Press,2024-05-07,2024,Hardcover,360.0,,https://www.leadershipnow.com/leadershop/images/9781510780583.jpg,https://amzn.to/3UxF2eq,['2024 Releases'],False,LeadershipNow,,,
BOOK01478,330,Flying for Peanuts,"Tough Deals, Steep Bargains, and Revolution in the Skies",Frank Lorenzo,9781510781665,9781510781665,9781510781665,Valid ISBN-13,Skyhorse,2024-09-10,2024,Hardcover,384.0,,https://www.leadershipnow.com/leadershop/images/9781510781665.jpg,https://amzn.to/3XjAGJl,['2024 Releases'],False,LeadershipNow,,,
BOOK01479,329,Risks and Returns,Creating Success in Business and Life,Wilbur Ross,9781510781719,9781510781719,9781510781719,Valid ISBN-13,Regnery,2024-09-10,2024,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9781510781719.jpg,https://amzn.to/3zB5ifN,['2024 Releases'],False,LeadershipNow,,,
BOOK01480,70,The RevOps Advantage,How to Maximize Your Revenue Teams' Potential,"Amy Osmond Cook, Ryan Westwood and Bala Balabaskaran",9781510783683,9781510783683,9781510783683,Valid ISBN-13,Peakpoint Press,2025-09-23,2025,Hardcover,408.0,,https://www.leadershipnow.com/leadershop/images/9781510783683.jpg,https://amzn.to/4p212eC,['2025 Releases'],False,LeadershipNow,,,
BOOK01481,232,Healthy Calling,From Toxic Burnout to Sustainable Work,Arianna Molloy,9781514008409,9781514008409,9781514008409,Valid ISBN-13,IVP,2025-01-07,2025,Paperback,192.0,,https://www.leadershipnow.com/leadershop/images/9781514008409.jpg,https://amzn.to/3D6QnMm,['2025 Releases'],False,LeadershipNow,,,
BOOK01482,94,Formed to Lead,"Humility, Character, Integrity, and Discernment",Jason Jensen,9781514009901,9781514009901,9781514009901,Valid ISBN-13,IVP Formatio,2025-08-26,2025,Paperback,168.0,,https://www.leadershipnow.com/leadershop/images/9781514009901.jpg,https://amzn.to/3IQZLXj,['2025 Releases'],False,LeadershipNow,,,
BOOK01483,66,How Leaders Lose Their Way,And How to Make Sure It Doesn't Happen to You,Peter Greer and Jill Heisey,9781514013540,9781514013540,9781514013540,Valid ISBN-13,IVP,2025-09-16,2025,Paperback,192.0,,https://www.leadershipnow.com/leadershop/images/9781514013540.jpg,https://amzn.to/4or9zGu,['2025 Releases'],False,LeadershipNow,,,
BOOK01484,798,Understanding Organizations...Finally!,Structure in Sevens,Henry Mintzberg,9781523000050,9781523000050,9781523000050,Valid ISBN-13,Berrett-Koehler Publishers,2023-02-07,2023,Paperback,244.0,,https://www.leadershipnow.com/leadershop/images/9781523000050.jpg,https://amzn.to/3YscKRN,['2023 Releases'],False,LeadershipNow,,,
BOOK01485,955,Building Better Organizations,How to Fuel Growth and Lead in a Digital Era,Claudy Jules,9781523000449,9781523000449,9781523000449,Valid ISBN-13,Berrett-Koehler Publishers,2022-07-05,2022,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781523000449.jpg,https://amzn.to/3Ly7oyl,['2022 Releases'],False,LeadershipNow,,,
BOOK01486,1070,Simple Truths of Leadership,52 Ways to Be a Servant Leader and Build Trust,Ken Blanchard and Randy Conley,9781523000623,9781523000623,9781523000623,Valid ISBN-13,Berrett-Koehler Publishers,2022-02-01,2022,Hardcover,192.0,,https://www.leadershipnow.com/leadershop/images/9781523000623.jpg,https://amzn.to/3u01XlB,['2022 Releases'],False,LeadershipNow,,,
BOOK01487,1028,The Revelation Conversation,Inspire Greater Employee Engagement by Connecting to Purpose,Steve Curtin,9781523000678,9781523000678,9781523000678,Valid ISBN-13,Berrett-Koehler Publishers,2022-05-31,2022,Paperback,176.0,,https://www.leadershipnow.com/leadershop/images/9781523000678.jpg,https://amzn.to/3yg3ju8,['2022 Releases'],False,LeadershipNow,,,
BOOK01488,1002,From Conflict to Courage,How to Stop Avoiding and Start Leading,Marlene Chism,9781523000722,9781523000722,9781523000722,Valid ISBN-13,Berrett-Koehler Publishers,2022-05-03,2022,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523000722.jpg,https://amzn.to/3Cd9ZcQ,['2022 Releases'],False,LeadershipNow,,,
BOOK01489,1039,Reach,"Create the Biggest Possible Audience for Your Message, Book, or Cause",Becky Robinson,9781523000876,9781523000876,9781523000876,Valid ISBN-13,Berrett-Koehler Publishers,2022-04-19,2022,Paperback,224.0,,https://www.leadershipnow.com/leadershop/images/9781523000876.jpg,https://amzn.to/3pAF19B,['2022 Releases'],False,LeadershipNow,,,
BOOK01490,946,I Wish I'd Known This,6 Career-Accelerating Secrets for Women Leaders,Brenda Wensil and Kathryn Heath,9781523000975,9781523000975,9781523000975,Valid ISBN-13,Berrett-Koehler Publishers,2022-08-16,2022,Paperback,216.0,,https://www.leadershipnow.com/leadershop/images/9781523000975.jpg,https://amzn.to/3c9qrSP,['2022 Releases'],False,LeadershipNow,,,
BOOK01491,968,Holding the Calm,The Secret to Resolving Conflict and Defusing Tension,Hesha Abrams,9781523001934,9781523001934,9781523001934,Valid ISBN-13,Berrett-Koehler Publishers,2022-07-26,2022,Paperback,208.0,,https://www.leadershipnow.com/leadershop/images/9781523001934.jpg,https://amzn.to/3xTMB2w,['2022 Releases'],False,LeadershipNow,,,
BOOK01492,925,Show the Value of What You Do,Measuring and Achieving Success in Any Endeavor,Patricia Pulliam Phillips and Jack J. Phillips,9781523002276,9781523002276,9781523002276,Valid ISBN-13,Berrett-Koehler Publishers,2022-09-20,2022,Paperback,168.0,,https://www.leadershipnow.com/leadershop/images/9781523002276.jpg,https://amzn.to/3v8sop9,['2022 Releases'],False,LeadershipNow,,,
BOOK01493,851,The Human Side of Innovation,The Power of People in Love with People,Mauro Porcini,9781523002887,9781523002887,9781523002887,Valid ISBN-13,Berrett-Koehler Publishers,2022-11-01,2022,Hardcover,192.0,,https://www.leadershipnow.com/leadershop/images/9781523002887.jpg,https://amzn.to/3QvnJ8W,['2022 Releases'],False,LeadershipNow,,,
BOOK01494,839,Communicate with Courage,Taking Risks to Overcome the Four Hidden Challenges,Michelle D. Gladieux,9781523003129,9781523003129,9781523003129,Valid ISBN-13,Berrett-Koehler Publishers,2022-12-01,2022,Paperback,176.0,,https://www.leadershipnow.com/leadershop/images/9781523003129.jpg,https://amzn.to/3VqH8Lh,['2022 Releases'],False,LeadershipNow,,,
BOOK01495,934,Leadership Two Words at a Time,Simple Truths for Leading Complicated People,Bill Treasurer,9781523003174,9781523003174,9781523003174,Valid ISBN-13,Berrett-Koehler Publishers,2022-09-27,2022,Paperback,256.0,,https://www.leadershipnow.com/leadershop/images/9781523003174.jpg,https://amzn.to/3D4SnCG,['2022 Releases'],False,LeadershipNow,,,
BOOK01496,908,The Art of Conscious Conversations,"Transforming How We Talk, Listen, and Interact",Chuck Wisner,9781523003266,9781523003266,9781523003266,Valid ISBN-13,Berrett-Koehler Publishers,2022-10-25,2022,Paperback,216.0,,https://www.leadershipnow.com/leadershop/images/9781523003266.jpg,https://amzn.to/3dQq6FN,['2022 Releases'],False,LeadershipNow,,,
BOOK01497,806,The Long-Distance Team,Designing Your Team for the Modern Workplace,Kevin Eikenberry and Wayne Turmel,9781523003419,9781523003419,9781523003419,Valid ISBN-13,Berrett-Koehler Publishers,2023-02-28,2023,Paperback,224.0,,https://www.leadershipnow.com/leadershop/images/9781523003419.jpg,https://amzn.to/3FISyoc,['2023 Releases'],False,LeadershipNow,,,
BOOK01498,822,Office Shock,Creating Better Futures for Working and Living,"Bob Johansen, Joseph Press and Christine Bullen",9781523003679,9781523003679,9781523003679,Valid ISBN-13,Berrett-Koehler Publishers,2023-01-17,2023,Paperback,296.0,,https://www.leadershipnow.com/leadershop/images/9781523003679.jpg,https://amzn.to/3GXSh1a,['2023 Releases'],False,LeadershipNow,,,
BOOK01499,617,Revolutionizing Business Operations,How to Build Dynamic Processes for Enduring Competitive Advantage,Tony Saldanha and Filippo Passerini,9781523003983,9781523003983,9781523003983,Valid ISBN-13,Berrett-Koehler Publishers,2023-09-12,2023,Paperback,256.0,,https://www.leadershipnow.com/leadershop/images/9781523003983.jpg,https://amzn.to/48e4kDj,['2023 Releases'],False,LeadershipNow,,,
BOOK01500,718,Why Motivating People Doesn't Work...and What Does,"More Breakthroughs for Leading, Energizing, and Engaging",Susan Fowler,9781523004126,9781523004126,9781523004126,Valid ISBN-13,Berrett-Koehler Publishers,2023-05-16,2023,Paperback,240.0,Second Edition,https://www.leadershipnow.com/leadershop/images/9781523004126.jpg,https://amzn.to/41U1OOe,['2023 Releases'],False,LeadershipNow,,,
BOOK01501,633,Take Your Company Global,The New Rules of International Expansion,Nataly Kelly,9781523004430,9781523004430,9781523004430,Valid ISBN-13,Berrett-Koehler Publishers,2023-09-26,2023,Paperback,256.0,,https://www.leadershipnow.com/leadershop/images/9781523004430.jpg,https://amzn.to/44B16Y9,['2023 Releases'],False,LeadershipNow,,,
BOOK01502,662,Compassionate Accountability,How Leaders Build Connection and Get Results,Nate Regier,9781523004539,9781523004539,9781523004539,Valid ISBN-13,Berrett-Koehler Publishers,2023-07-11,2023,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523004539.jpg,https://amzn.to/44XxGnD,['2023 Releases'],False,LeadershipNow,,,
BOOK01503,530,Breakthrough Coaching,Creating Lightbulb Moments in Your Coaching Conversations,Marcia Reynolds,9781523004829,9781523004829,9781523004829,Valid ISBN-13,Berrett-Koehler Publishers,2024-01-30,2024,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523004829.jpg,https://amzn.to/4awbGD2,['2024 Releases'],False,LeadershipNow,,,
BOOK01504,638,The Secret of Culture Change,How to Build Authentic Stories That Transform Your Organization,"Manoel Amorim, Jay B. Barney and Carlos Julio",9781523004928,9781523004928,9781523004928,Valid ISBN-13,Berrett-Koehler Publishers,2023-08-08,2023,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523004928.jpg,https://amzn.to/46TGADD,['2023 Releases'],False,LeadershipNow,,,
BOOK01505,548,The Heart of Innovation,A Field Guide for Navigating to Authentic Demand,"Matt Chanoff, Merrick Furst, Daniel Sabbah and Mark Wegman",9781523005703,9781523005703,9781523005703,Valid ISBN-13,Berrett-Koehler Publishers,2023-11-07,2023,Paperback,208.0,,https://www.leadershipnow.com/leadershop/images/9781523005703.jpg,https://amzn.to/3rPdiX4,['2023 Releases'],False,LeadershipNow,,,
BOOK01506,466,The Possible Self,A Leader's Guide to Personal Development,Maja Djikic,9781523006014,9781523006014,9781523006014,Valid ISBN-13,Berrett-Koehler Publishers,2024-03-05,2024,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523006014.jpg,https://amzn.to/49U8d01,['2024 Releases'],False,LeadershipNow,,,
BOOK01507,538,Simple Truths of Leadership Playbook,A 52-Week Game Plan for Becoming a Trusted Servant Leader,"Ken Blanchard, Randy Conley and Renee Broadwell",9781523006113,9781523006113,9781523006113,Valid ISBN-13,Berrett-Koehler Publishers,2023-12-05,2023,Hardcover,176.0,,https://www.leadershipnow.com/leadershop/images/9781523006113.jpg,https://amzn.to/4941HnJ,['2023 Releases'],False,LeadershipNow,,,
BOOK01508,606,Head & Heart,The Art of Modern Leadership,Kirstin Ferguson,9781523006205,9781523006205,9781523006205,Valid ISBN-13,Berrett-Koehler Publishers,2023-09-05,2023,Paperback,336.0,,https://www.leadershipnow.com/leadershop/images/9781523006205.jpg,https://amzn.to/3QDZCbo,['2023 Releases'],False,LeadershipNow,,,
BOOK01509,447,The Generous Leader,7 Ways to Give of Yourself for Everyone’s Gain,Joe Davis,9781523006618,9781523006618,9781523006618,Valid ISBN-13,Berrett-Koehler Publishers,2024-04-09,2024,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9781523006618.jpg,https://amzn.to/3UWABdP,['2024 Releases'],False,LeadershipNow,,,
BOOK01510,373,Thinking at the Speed of Bias,How to Shift Our Unconscious Filters,Sara Taylor,9781523006762,9781523006762,9781523006762,Valid ISBN-13,Berrett-Koehler Publishers,2024-07-09,2024,Paperback,192.0,,https://www.leadershipnow.com/leadershop/images/9781523006762.jpg,https://amzn.to/3VFjY69,['2024 Releases'],False,LeadershipNow,,,
BOOK01511,118,From Founder to Future,"A Business Roadmap to Impact, Longevity, and Employee Ownership",John Abrams,9781523006816,9781523006816,9781523006816,Valid ISBN-13,Berrett-Koehler Publishers,2025-06-03,2025,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523006816.jpg,https://amzn.to/4jYNNZk,['2025 Releases'],False,LeadershipNow,,,
BOOK01512,328,"Human First, Leader Second",How Self-Compassion Outperforms Self-Criticism,Massimo Backus,9781523007059,9781523007059,9781523007059,Valid ISBN-13,Berrett-Koehler Publishers,2024-09-10,2024,Paperback,256.0,,https://www.leadershipnow.com/leadershop/images/9781523007059.jpg,https://amzn.to/3VLpSSR,['2024 Releases'],False,LeadershipNow,,,
BOOK01513,363,Fierce Resilience,Combatting Workplace Stress One Conversation at a Time,Edward Beltran / Foreword by Susan Scott,9781523007141,9781523007141,9781523007141,Valid ISBN-13,Berrett-Koehler Publishers,2024-08-20,2024,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523007141.jpg,https://amzn.to/3YtEGaS,['2024 Releases'],False,LeadershipNow,,,
BOOK01514,193,Radical Listening,The Art of True Connection,Christian van Nieuwerburgh and Robert Biswas-Diener,9781523007196,9781523007196,9781523007196,Valid ISBN-13,Berrett-Koehler Publishers,2025-03-25,2025,Paperback,208.0,,https://www.leadershipnow.com/leadershop/images/9781523007196.jpg,https://amzn.to/411BTa4,['2025 Releases'],False,LeadershipNow,,,
BOOK01515,250,The Courage Gap,5 Steps to Braver Action,Margie Warrell,9781523007240,9781523007240,9781523007240,Valid ISBN-13,Berrett-Koehler Publishers,2025-01-28,2025,Paperback,168.0,,https://www.leadershipnow.com/leadershop/images/9781523007240.jpg,https://amzn.to/4gr73Mr,['2025 Releases'],False,LeadershipNow,,,
BOOK01516,949,"Change Your Questions, Change Your Life:","12 Powerful Tools for Leadership, Coaching, and Results -",Marilee Adams,9781523091034,9781523091034,9781523091034,Valid ISBN-13,Berrett-Koehler Publishers,2022-08-23,2022,Paperback,240.0,,https://www.leadershipnow.com/leadershop/images/9781523091034.jpg,https://amzn.to/3w90nhs,['2022 Releases'],False,LeadershipNow,,,
BOOK01517,950,"Change Your Questions, Change Your Life Workbook:",Master Your Mindset Using Question Thinking,Marilee Adams with Andrea F. Lipton,9781523091201,9781523091201,9781523091201,Valid ISBN-13,Berrett-Koehler Publishers,2022-08-23,2022,Paperback,128.0,,https://www.leadershipnow.com/leadershop/images/9781523091201.jpg,https://amzn.to/3pmtUAL,['2022 Releases'],False,LeadershipNow,,,
BOOK01518,927,Smart Brevity,The Power of Saying More with Less,"Jim VandeHei, Mike Allen and Roy Schwartz",9781523516971,9781523516971,9781523516971,Valid ISBN-13,Workman Publishing Company,2022-09-20,2022,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9781523516971.jpg,https://amzn.to/3tUitmq,['2022 Releases'],False,LeadershipNow,,,
BOOK01519,146,Champion Mindset,Coach Yourself to Win at Life,Patrick Mouratoglou,9781523527878,9781523527878,9781523527878,Valid ISBN-13,Workman Publishing Company,2025-05-13,2025,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9781523527878.jpg,https://amzn.to/4m2w9Fg,['2025 Releases'],False,LeadershipNow,,,
BOOK01520,366,The Strategists,"Churchill, Stalin, Roosevelt, Mussolini, and HitlerHow War Made Them and How They Made War",Phillips Payson O'Brien,9781524746483,9781524746483,9781524746483,Valid ISBN-13,Dutton,2024-08-27,2024,Hardcover,544.0,,https://www.leadershipnow.com/leadershop/images/9781524746483.jpg,https://amzn.to/3Yp8yFs,['2024 Releases'],False,LeadershipNow,,,
BOOK01521,1101,Emotional,How Feelings Shape Our Thinking,Leonard Mlodinow,9781524747596,9781524747596,9781524747596,Valid ISBN-13,Pantheon,2022-01-04,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9781524747596.jpg,https://amzn.to/3IjkG07,['2022 Releases'],False,LeadershipNow,,,
BOOK01522,2,The View from Ninety,"Reflections on Living a Long, Contented Life",Charles Handy,9781529154801,9781529154801,9781529154801,Valid ISBN-13,Hutchinson Heinemann,2025-12-02,2025,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9781529154801.jpg,https://amzn.to/4odQXty,['2025 Releases'],False,LeadershipNow,,,
BOOK01523,966,Inside Out,Elite Performance from Within,Charlie Unwin,9781529369779,9781529369779,9781529369779,Valid ISBN-13,Nicholas Brealey,2022-07-19,2022,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9781529369779.jpg,https://amzn.to/38H4OXW,['2022 Releases'],False,LeadershipNow,,,
BOOK01524,887,The Brain-Friendly Workplace,Why Talented People Quit and How to Get Them to Stay,Friederike Fabritius,9781538159538,9781538159538,9781538159538,Valid ISBN-13,Rowman & Littlefield Publishers,2022-10-11,2022,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9781538159538.jpg,https://amzn.to/38eDccU,['2022 Releases'],False,LeadershipNow,,,
BOOK01525,660,Positive Communication for Leaders,,Julien C. Mirivel And Alexander Lyon,9781538167618,9781538167618,9781538167618,Valid ISBN-13,Rowman & Littlefield Publishers,2023-07-07,2023,Hardcover,228.0,,https://www.leadershipnow.com/leadershop/images/9781538167618.jpg,https://amzn.to/3OvDMnM,['2023 Releases'],False,LeadershipNow,,,
BOOK01526,710,Dancing with Disruption,A New Approach to Navigating Life’s Biggest Changes,Linda Rossetti,9781538169377,9781538169377,9781538169377,Valid ISBN-13,Rowman & Littlefield Publishers,2023-05-05,2023,Hardcover,196.0,,https://www.leadershipnow.com/leadershop/images/9781538169377.jpg,https://amzn.to/3JHQE8H,['2023 Releases'],False,LeadershipNow,,,
BOOK01527,750,The A-Ha! Method,Communicating Powerfully in a Time of Distractionbr>,Gabe Zichermann,9781538172216,9781538172216,9781538172216,Valid ISBN-13,Rowman & Littlefield Publishers,2023-03-04,2023,Hardcover,233.0,,https://www.leadershipnow.com/leadershop/images/9781538172216.jpg,https://amzn.to/3XDPEIK,['2023 Releases'],False,LeadershipNow,,,
BOOK01528,1031,Emotion By Design,Creative Leadership Lessons from a Life at Nike,Greg Hoffman,9781538705599,9781538705599,9781538705599,Valid ISBN-13,Twleve,2022-04-05,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9781538705599.jpg,https://amzn.to/3KOTPur,['2022 Releases'],False,LeadershipNow,,,
BOOK01529,918,Becoming a Changemaker,"An Actionable, Inclusive Guide to Leading Positive Change at Any Level",Alex Budak,9781538707760,9781538707760,9781538707760,Valid ISBN-13,Balance,2022-09-13,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9781538707760.jpg,https://amzn.to/3zUtWWC,['2022 Releases'],False,LeadershipNow,,,
BOOK01530,726,The Wisdom of the Bullfrog,Leadership Made Simple (But Not Easy),Admiral William H. McRaven,9781538707944,9781538707944,9781538707944,Valid ISBN-13,Grand Central Publishing,2023-04-04,2023,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9781538707944.jpg,https://amzn.to/3FKX4Tb,['2023 Releases'],False,LeadershipNow,,,
BOOK01531,1053,Mastering Community,The Surprising Ways Coming Together Moves Us from Surviving to Thriving,Christine Porath,9781538736869,9781538736869,9781538736869,Valid ISBN-13,Balance,2022-03-08,2022,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9781538736869.jpg,https://amzn.to/3Iykn1j,['2022 Releases'],False,LeadershipNow,,,
BOOK01532,561,Seek,How Curiosity Can Transform Your Life and Change the World,Scott Shigeoka,9781538740804,9781538740804,9781538740804,Valid ISBN-13,Balance,2023-11-14,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9781538740804.jpg,https://amzn.to/3SaPt6G,['2023 Releases'],False,LeadershipNow,,,
BOOK01533,321,Hope for Cynics,The Surprising Science of Human Goodness,Jamil Zaki,9781538743065,9781538743065,9781538743065,Valid ISBN-13,Grand Central Publishing,2024-09-03,2024,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781538743065.jpg,https://amzn.to/3Mzie9c,['2024 Releases'],False,LeadershipNow,,,
BOOK01534,635,Sideline CEO,Leadership Principles from Championship Coaches,Marty Smith / Foreword by Tim Tebow,9781538758380,9781538758380,9781538758380,Valid ISBN-13,Twelve,2023-09-26,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9781538758380.jpg,https://amzn.to/45jCzXm,['2023 Releases'],False,LeadershipNow,,,
BOOK01535,170,Conquering Crisis,Ten Lessons to Learn Before You Need Them,Admiral William H. McRaven,9781538771747,9781538771747,9781538771747,Valid ISBN-13,Grand Central Publishing,2025-04-22,2025,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9781538771747.jpg,https://amzn.to/3FkH6kT,['2025 Releases'],False,LeadershipNow,,,
BOOK01536,895,Leadership Not by the Book,12 Unconventional Principles to Drive Incredible Results,David Green with Bill High,9781540902245,9781540902245,9781540902245,Valid ISBN-13,Baker Books,2022-10-18,2022,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9781540902245.jpg,https://amzn.to/3fzQuVl,['2022 Releases'],False,LeadershipNow,,,
BOOK01537,556,For Profit,A History of Corporations,William Magnuson,9781541601567,9781541601567,9781541601567,Valid ISBN-13,Basic Books,2023-11-08,2023,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9781541601567.jpg,https://amzn.to/3JJ8acD,['2023 Releases'],False,LeadershipNow,,,
BOOK01538,666,Nobody's Fool,Why We Get Taken In and What We Can Do about It,Daniel Simons and Christopher Chabris,9781541602236,9781541602236,9781541602236,Valid ISBN-13,Basic Books,2023-07-11,2023,Hardcover,336.0,,https://www.leadershipnow.com/leadershop/images/9781541602236.jpg,https://amzn.to/3oFWSyS,['2023 Releases'],False,LeadershipNow,,,
BOOK01539,897,The Self Delusion,The New Neuroscience of How We Invent-and Reinvent-Our Identities,Gregory Berns,9781541602298,9781541602298,9781541602298,Valid ISBN-13,Basic Books,2022-10-18,2022,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9781541602298.jpg,https://amzn.to/3hywCCk,['2022 Releases'],False,LeadershipNow,,,
BOOK01540,597,How to Expect the Unexpected,The Science of Making Predictions-and the Art of Knowing When Not To,Kit Yates,9781541604933,9781541604933,9781541604933,Valid ISBN-13,Basic Books,2023-10-31,2023,Hardcover,448.0,,https://www.leadershipnow.com/leadershop/images/9781541604933.jpg,https://amzn.to/3Ol9a9P,['2023 Releases'],False,LeadershipNow,,,
BOOK01541,930,The Quest for Character,What the Story of Socrates and Alcibiades Teaches Us about Our Search for Good Leaders,Massimo Pigliucci,9781541646971,9781541646971,9781541646971,Valid ISBN-13,Basic Books,2022-09-27,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9781541646971.jpg,https://amzn.to/38Mn0j7,['2022 Releases'],False,LeadershipNow,,,
BOOK01542,740,Awaken Your Genius,"Escape Conformity, Ignite Creativity, and Become Extraordinary",Ozan Varol,9781541700369,9781541700369,9781541700369,Valid ISBN-13,PublicAffairs,2023-04-11,2023,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781541700369.jpg,https://amzn.to/3TUf6Yy,['2023 Releases'],False,LeadershipNow,,,
BOOK01543,708,For the Culture,"The Power Behind What We Buy, What We Do, and Who We Want to Be",Marcus Collins,9781541700963,9781541700963,9781541700963,Valid ISBN-13,PublicAffairs,2023-05-02,2023,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9781541700963.jpg,https://amzn.to/3iKU0h5,['2023 Releases'],False,LeadershipNow,,,
BOOK01544,997,The Crux,How Leaders Become Strategists,Richard P. Rumelt,9781541701243,9781541701243,9781541701243,Valid ISBN-13,PublicAffairs,2022-05-03,2022,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9781541701243.jpg,https://amzn.to/3EW1p2R,['2022 Releases'],False,LeadershipNow,,,
BOOK01545,1046,How to Beat a Broken Game,The Rise of the Dodgers in a League on the Brink,Pedro Moura,9781541701427,9781541701427,9781541701427,Valid ISBN-13,PublicAffairs,2022-04-29,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9781541701427.jpg,https://amzn.to/3krW0rS,['2022 Releases'],False,LeadershipNow,,,
BOOK01546,867,The Future Is Analog,How to Create a More Human World,David Sax,9781541701557,9781541701557,9781541701557,Valid ISBN-13,Public Afairs,2022-11-15,2022,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781541701557.jpg,https://amzn.to/3gUMTS1,['2022 Releases'],False,LeadershipNow,,,
BOOK01547,853,The Tao of Alibaba,Inside the Chinese Digital Giant That Is Changing the World,Brian A Wong,9781541701656,9781541701656,9781541701656,Valid ISBN-13,PublicAffairs,2022-11-01,2022,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9781541701656.jpg,https://amzn.to/3AeGbNT,['2022 Releases'],False,LeadershipNow,,,
BOOK01548,586,The Sound of the Future,The Coming Age of Voice Technology,Tobias Dengel with Karl Weber,9781541702363,9781541702363,9781541702363,Valid ISBN-13,PublicAffairs,2023-10-10,2023,Hardcover,336.0,,https://www.leadershipnow.com/leadershop/images/9781541702363.jpg,https://amzn.to/3WZxUqL,['2023 Releases'],False,LeadershipNow,,,
BOOK01549,663,Credible,The Power of Expert Leaders,Amanda Goodall,9781541702509,9781541702509,9781541702509,Valid ISBN-13,PublicAffairs,2023-07-11,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9781541702509.jpg,https://amzn.to/3V3kQyd,['2023 Releases'],False,LeadershipNow,,,
BOOK01550,309,The Life Cycle of a CEO,The Myths and Truths of How Leaders Succeed,Claudius A Hildebrand and Robert J Stark,9781541702820,9781541702820,9781541702820,Valid ISBN-13,PublicAffairs,2024-10-22,2024,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9781541702820.jpg,https://amzn.to/4g2z9Pf,['2024 Releases'],False,LeadershipNow,,,
BOOK01551,431,A Leader's Destiny,"Why Psychology, Personality, and Character Make All the Difference",Elias Aboujaoude,9781541703018,9781541703018,9781541703018,Valid ISBN-13,PublicAffairs,2024-05-21,2024,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9781541703018.jpg,https://amzn.to/3NoctvO,['2024 Releases'],False,LeadershipNow,,,
BOOK01552,136,The Creativity Choice,The Science of Making Decisions to Turn Ideas into Action,Zorana Ivcevic Pringle,9781541704329,9781541704329,9781541704329,Valid ISBN-13,PublicAffairs,2025-05-06,2025,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9781541704329.jpg,https://amzn.to/4m5WFxM,['2025 Releases'],False,LeadershipNow,,,
