book_id,canonical_title,authors,description,subjects,first_publish_year,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,openlibrary_key,source_openlibrary,source_leadershipnow,publication_year_observed,title_normalized
BOOK00811,Wireless communications,"['Theodore S. Rappaport', 'Rappaport']","As cellular telephones become commonplace business tools, interest in wireless technology is booming. This book responds to that demand with a comprehensive survey of the field, suitable for educational or technical use. Materials are drawn from academic and business sources, numerous journals, and an IEEE professional reader. Extensively illustrated, Wireless Communications is filled with examples and problems, solved step by step and clearly explained.Wireless Communications covers the design fundamentals of cellular systems, including issues of frequency reuse, channel assignments, radio propagation, and both analog and digital modulation techniques. Speech coding, channel coding, diversity, spread spectrum, and multiple access are also discussed. A separate chapter is devoted to wireless networking, including SS7 and ISDN.Beyond theory,Wireless Communications offers practical reference sections, including: * Complete technical standards for cellular, cordless telephone, and personal communications systems * International standards for Europe, the Americas, and the Asia-Pacific region * Noise figure calculations and Gaussian approximations of spread spectrum CDMA interference * Mathematical tables, identities, and the Q, erf, and erf functions * Glossary of abbreviations and acronyms * Full list of references This book is designed for use in graduate and undergraduate classrooms, but is also suitable for use by professional engineers and technicians. It can be used for both teaching and reference, and is also appropriate for the interested cellular phone consumer who wants to understand the technology.","['Wireless communication systems', 'Mobile communication systems', 'Telecommunication systems', 'Wireless communication systems--united states', 'Mobile communication systems--united states', 'Telecommunication systems--united states', 'Tk5103.2 .r37 1995']",1995.0,5.0,3.0,10.0,131.0,6.0,2.0,https://covers.openlibrary.org/b/id/83070-L.jpg,/works/OL2462469W,True,False,,wireless communications
BOOK00812,Data Communications and Networking,"['Behrouz A. Forouzan', 'Catherine Ann Coombs', 'Sophia Chung Fegan']",,"['Computer networks', 'Data transmission systems', 'Donne es', 'Transmission', ""Re seaux d'ordinateurs"", 'Transmission des données', 'Sistemas de transmisión de datos', 'Téléinformatique', 'Redes de computadoras', 'Données', ""Réseaux d'ordinateurs"", 'Internet', ""Réseau d'ordinateurs"", 'Sistemas de transmisión de datos', 'Données', ""Réseaux d'ordinateurs"", 'Computernetwerken', 'Datatransmissie']",2000.0,3.0,2.0,10.0,109.0,11.0,3.0,https://covers.openlibrary.org/b/id/1084050-L.jpg,/works/OL35531W,True,False,,data communications and networking
BOOK00813,Corporate communication,['Paul A. Argenti'],,"['Communication in organizations', 'Communication in management']",1994.0,5.0,1.0,15.0,55.0,3.0,2.0,https://covers.openlibrary.org/b/id/65390-L.jpg,/works/OL2718906W,True,False,,corporate communication
BOOK00814,Electronic communication,['Robert L. Shrader'],,"['Electronics', 'Examinations, questions', 'Radio', 'Telecommunication', 'Telecommunications', 'Electronique']",1959.0,5.0,1.0,11.0,59.0,5.0,1.0,https://covers.openlibrary.org/b/id/55367-L.jpg,/works/OL3362445W,True,False,,electronic communication
BOOK00815,Introducing communication theory,"['Richard L. West', 'Lynn H. Turner', 'Richard West', 'Lynn Turner']",,"['Information theory', 'Communication', 'Communication studies', 'Language', 'Language Arts / Linguistics / Literacy', 'Textbooks', 'Speech', 'Language Arts & Disciplines / Speech', ""Théorie de l'information"", 'Science']",2000.0,,,8.0,124.0,16.0,0.0,https://covers.openlibrary.org/b/id/527160-L.jpg,/works/OL60364W,True,False,,introducing communication theory
BOOK00816,An introduction to communication studies,['Sheila Steinberg'],"This revised edition of a now classic text includes a new introduction by Henry Jenkins, explaining ‘Why Fiske Still Matters’ for today’s students, followed by a discussion between former Fiske students Ron Becker, Elana Levine, Darrell Newton and Pamela Wilson on the theme of ‘Structuralism and Semiotics, Fiske-Style’. Both underline the continuing relevance of this foundational text in communication studies. How can we study communication? What are the main theories and methods of approach? This classic text provides a lucid, accessible introduction to the main authorities in the field of communication studies, aimed at students coming to the subject for the first time. It outlines a range of methods of analysing examples of communication, and describes the theories underpinning them. Thus armed, the reader will be able to tease out the latent cultural meanings in such apparently simple communications as news photos or popular TV programmes, and to see them with new eyes.","['Communication', 'Handbooks, manuals', 'Handbooks, manuals, etc', 'Study and teaching (Higher)']",2007.0,2.8888888,9.0,2.0,267.0,29.0,6.0,https://covers.openlibrary.org/b/id/14428316-L.jpg,/works/OL12465170W,True,False,,an introduction to communication studies
BOOK00817,Communication Skills,"['Sanjay Kumar', 'Pushp Lata']",,[],2011.0,2.3333333,3.0,2.0,109.0,9.0,2.0,https://covers.openlibrary.org/b/id/15205368-L.jpg,/works/OL21034805W,True,False,,communication skills
BOOK00818,Looking out/looking in,"['Ronald B. Adler', 'Ronald Adler', 'MARY O WIEMAN', 'Ronald Adler', 'Ron Adler', 'RONALD ADLER', 'Ronald B. Adler', 'Ronald B. Adler', 'Russell F. Proctor II', 'Proctor, Russell F., II', 'Neil Towne']","Used by more than a million students, LOOKING OUT, LOOKING IN, Twelfth Edition, continues its outstanding tradition of combining current information with a fun, reader-friendly voice that links course topics to your everyday life. You'll discover the reasons to improve your interpersonal skills and sharpen your critical understanding of the communication process through diverse and compelling examples that illustrate how communication skills can affect both the world around us and our own lives. Improve your relationships and your future career success, with the only text that offers the tools that have been proven to build better communication skills for almost 30 years!","['Interpersonal communication', 'Textbooks', 'Communication', 'Kommunikation', 'Psychology', 'Interpersonal relations', 'Emotions', 'Sociological aspects', 'Nonverbal communication', 'Communication interpersonnelle', 'Émotions', 'Aspect sociologique', 'Communication non verbale', 'Education', 'General']",1974.0,2.9,10.0,47.0,417.0,28.0,12.0,https://covers.openlibrary.org/b/id/7126821-L.jpg,/works/OL72511W,True,False,,looking out/looking in
BOOK00819,Electronic communications systems,['Wayne Tomasi'],"about AM,FM,PM","['Telecommunication systems', 'Telecommunication']",1988.0,3.0,2.0,7.0,159.0,13.0,2.0,https://covers.openlibrary.org/b/id/1115599-L.jpg,/works/OL891212W,True,False,,electronic communications systems
BOOK00820,The slave community,"['John W. Blassingame', 'John W. Blassingame']","This volume is one of the first historical studies of slavery in the United States to be presented from the perspective of the enslaved. This work contradicted those historians who had interpreted history to suggest that African American slaves were docile and submissive who enjoyed the benefits of a paternalistic master-slave relationship on Southern plantations. Using psychology, the author analyzes fugitive slave narratives published in the 19th century to conclude that an independent culture developed among the enslaved and that there were a variety of personality types exhibited by slaves. He asserts that by concentrating on the slave owner, historians have presented a distorted view of plantation life that ""strips the slave of any meaningful and distinctive culture, family life, religion, or manhood."" ""The plantation was a battlefield where slaves fought masters for physical and psychological survival. Although unlettered, unarmed, and outnumbered, slaves fought in various ways to preserve their manhood."" This impressive and original study views the institution of slavery from a new perspective- that of the slaves themselves. The author challenges the timeworn stereotype of the slave as a passive and docile creature who lacked drive, purpose, and responsibility. He traces the development of the slave's personality traits, analyzes the patterns of resistance within the slave community, and proves conclusively that the slave had a rich cultural and family life that was deliberately kept hidden from the eyes of his white masters. Unlike the many accounts that deal with slavery from the outside, this book ventures inside the slave quarters to re-capture the slave's family life, music, religion, and folklore. Using a variety of sources, including the memoirs of former slaves, the author examines the ways that blacks became enslaved, their process of acculturation in the American South, and their deep ties to their African heritage. He shows how the slave was able to control parts of his own life while often wearing the mask of submissiveness required by the harsh realities of the plantation regime. The author draws upon psychological and sociological insights to reinterpret master-slave relationships. He includes the planter's viewpoint and the traveler's impression to create a dimensional portrait of plantation life that effectively separates mythology from historical reality. -- from Book Jacket. The personality and culture of the plantation slave are investigated from black autobiographies and other historical sources.","['Afro-Americans', 'History', 'Plantation life', 'Slavery', 'Slaves', 'Social life and customs', 'Southern States', 'United States', 'Südstaaten', 'Sklaverei', 'Plantations', 'Conditions sociales', 'Slavery and bondage', 'African American Studies', 'Esclavage', 'SOCIAL SCIENCE', 'Histoire', 'Noirs', 'Ethnic Studies', 'Vie dans les plantations', 'Minorities', 'African Americans', '19th Century', 'Slavery, united states', 'Plantages', 'Dagelijks leven', 'Historia Geral (Escravidao)', 'Slavernij']",1972.0,2.0,1.0,7.0,176.0,9.0,1.0,https://covers.openlibrary.org/b/id/120872-L.jpg,/works/OL6808599W,True,False,,the slave community
BOOK00821,Human communication,['Stewart L. Tubbs'],,"['Communication', 'Psychological aspects of Communication', 'Psychological aspects', 'Communication interpersonnelle', 'Aspect psychologique', 'Interpersonal communication', 'Social interaction', 'Communication, psychological aspects']",1974.0,4.5,2.0,19.0,48.0,6.0,1.0,https://covers.openlibrary.org/b/id/4508955-L.jpg,/works/OL137703W,True,False,,human communication
BOOK00822,Business Communication,['Mary Ellen Guffey'],,"['Business English', 'Business communication', 'English language', 'Business writing', ""Communication dans l'entreprise"", 'Style commercial', 'Anglais (Langue)', 'Anglais commercial', 'Communication', 'Manuel', ""Gestion d'entreprise"", 'Business english']",1993.0,5.0,1.0,17.0,52.0,6.0,2.0,https://covers.openlibrary.org/b/id/6716431-L.jpg,/works/OL1826023W,True,False,,business communication
BOOK00823,Communicating effectively,['Saundra Hybels'],,"['Oral communication', 'LANGUAGE ARTS & DISCIPLINES / Speech', 'Communication orale', 'Communication in education', 'Teacher-student relationships']",1986.0,5.0,1.0,14.0,37.0,3.0,1.0,https://covers.openlibrary.org/b/id/4060869-L.jpg,/works/OL2649638W,True,False,,communicating effectively
BOOK00824,Communication between cultures,"['Larry A. Samovar', 'Portar McDaniel Samovar', 'Richard E. Porter']",,"['Communication and culture', 'Intercultural communication', 'Interpersonal communication', 'Cultural studies', 'International business', 'Language Arts & Disciplines', 'Language', 'Communication', 'Communication et culture', 'Interpersonale Kommunikation', 'Kulturkontakt', 'Interculturele communicatie', 'Drama', 'General']",1991.0,3.5,2.0,15.0,37.0,3.0,2.0,https://covers.openlibrary.org/b/id/4036878-L.jpg,/works/OL30296W,True,False,,communication between cultures
BOOK00825,Imagined communities,['Benedict Anderson'],315 p,"['Nationalism', 'History', 'Nationalisme', 'Nacionalismo', 'Histoire', 'Imperialismo', 'Nationalbewusstsein', 'Nationalismus', 'Nation', 'Politics and Government', 'Nationalism--history', 'Nationalismhistory', 'Jc311 .a656 1991', '320.5/4', 'Jc311 .a53 2016', '320.54', 'Jc311 .a656 2006']",1983.0,4.25,4.0,20.0,114.0,3.0,15.0,https://covers.openlibrary.org/b/id/652236-L.jpg,/works/OL1702855W,True,False,,imagined communities
BOOK00826,A First Look at Communication Theory,['Emory A. Griffin'],,"['Communication', 'Philosophy', 'Theorie', 'Kommunikation', 'Philosophie']",1991.0,2.0,1.0,14.0,41.0,1.0,3.0,https://covers.openlibrary.org/b/id/7897816-L.jpg,/works/OL34013W,True,False,,a first look at communication theory
BOOK00827,Today's isms,"['Alan O. Ebenstein', 'Alan Ebenstein', 'William Ebenstein', 'EBENSTEIN FOGE', 'W. Ebenstein', 'Ebenstein & Fogelman', 'William Ebenstein']","Discusses the historical background, psychological roots, strengths, weaknesses, practices, evolution, and future of these political systems.","['Communism', 'Capitalism', 'Comparative economics', 'Fascism', 'Comparative government', 'Socialism', 'Socialisme', 'Communisme', 'Capitalisme', 'Fascisme', 'Political science', 'Faschismus', 'Kapitalismus', 'Kommunismus', 'Sozialismus', 'Institutions politiques comparées', 'Économie comparée', 'Dictatuur', 'Fascismo', 'Capitalismo', 'Politieke bewegingen', 'Democratie', 'Socialismo', 'Idées politiques', 'Sociologie', 'Histoire', 'Économie politique comparée', 'Comparative politics']",1954.0,3.0,1.0,44.0,52.0,3.0,1.0,https://covers.openlibrary.org/b/id/12727201-L.jpg,/works/OL59775W,True,False,,today's isms
BOOK00828,Interplay,['Ronald B. Adler'],1 v. (various pagings) : 26 cm,"['Interpersonal communication', 'Psychological aspects', 'Psychological aspects of Interpersonal communication', 'Communication', 'Interpersonal Relations']",1980.0,3.0,1.0,21.0,72.0,2.0,1.0,https://covers.openlibrary.org/b/id/3967691-L.jpg,/works/OL15287239W,True,False,,interplay
BOOK00829,Interpersonal communication,"['Sarah Trenholm', 'Arthur Jensen']",,"['Interpersonal communication', 'Psychologie', 'Interpersonale Kommunikation', 'Interpersonal Relations', 'Communication', 'History']",1988.0,4.0,2.0,11.0,36.0,2.0,2.0,https://covers.openlibrary.org/b/id/3695239-L.jpg,/works/OL66051W,True,False,,interpersonal communication
BOOK00830,Business communication today,['Courtland L. Bovée'],"Teaches business communication, focusing on essential communication skills and practical, realistic assignments; also show students the reasons for effective business communication through real-world company examples and real-life business situations.","['Case studies', 'Business communication', 'Communication in organizations', 'Communication dans les organisations', 'Management', ""Communication dans l'entreprise"", 'Kommunikation', 'Unternehmen', 'Business writing', 'Etudes de Cas', 'Communicatie', 'Handelscorrespondentie', 'Communication in management']",1989.0,4.0,4.0,5.0,70.0,7.0,1.0,https://covers.openlibrary.org/b/id/7134604-L.jpg,/works/OL7946239W,True,False,,business communication today
BOOK00831,Fashion as communication,['Malcolm Barnard'],"What kinds of things do fashion and clothing say about us? If we wear Donna Karan, Moschino, Gaultier or Westwood, what statements do we make? Are there any real differences between Punk and the New Look? In Fashion as Communication Malcolm Barnard introduces fashion and clothing as a way of communicating class, gender, sexuality and social identities. This interdisciplinary work clearly analyses how fashion and clothing have been understood as modern and postmodern phenomena. Drawing on the theoretical approaches to culture, in particular those of Simmel, Derrida, Baudrillard and Jameson, the author assesses the consequences of postmodernism for fashion as a mode of communication. Concepts such as class, gender, reproduction and resistance are explored in a clear and concise manner and further reading on each subject is detailed.","['Social aspects of Costume', 'Fashion', 'Social aspects', 'Psychological aspects', 'Social aspects of Fashion', 'Clothing and dress', 'Costume', 'Psychological aspects of Clothing and dress', 'Psychological aspects of Costume', 'Sex differences', 'Social aspects of Clothing and dress', 'Clothing and dress, social aspects', 'Costume, psychological aspects', 'RELIGION', 'Biblical Studies', 'Prophets', 'Mode', 'Sociala aspekter', 'Kläder']",1996.0,,,4.0,73.0,2.0,2.0,https://covers.openlibrary.org/b/id/3815923-L.jpg,/works/OL1891342W,True,False,,fashion as communication
BOOK00832,Communication,"['William J. Seiler', 'Melissa L. Beall']",,"['Communication', 'Oral communication']",1995.0,,,23.0,27.0,4.0,1.0,https://covers.openlibrary.org/b/id/6822321-L.jpg,/works/OL15859698W,True,False,,communication
BOOK00833,Visual Communication,['Paul Martin Lester'],"Visual communication is just as important as verbal communication, if not more important. VISUAL COMMUNICATION: IMAGES WITH MESSAGES shows you how visual perception is used in all forms of communication, whether it's graphic design, photography, television, video, or interactive media. And because it's packed with study and review tools, this communications textbook not only clearly explains the theories you need to know, it helps you prepare for tests and will help you succeed in the class.",['Visual communication'],1995.0,5.0,2.0,8.0,59.0,7.0,1.0,https://covers.openlibrary.org/b/id/365063-L.jpg,/works/OL2972446W,True,False,,visual communication
BOOK00834,Electronic communication systems,['Roy Blake'],,['Telecommunication'],2002.0,3.6666667,6.0,1.0,146.0,10.0,3.0,https://covers.openlibrary.org/b/id/1453722-L.jpg,/works/OL3339807W,True,False,,electronic communication systems
BOOK00835,Digital communications,['John G. Proakis'],,"['Digital communications', 'open_syllabus_project', 'Tk5103.7 .p76 2000', '621.382']",1983.0,3.0,2.0,9.0,34.0,5.0,2.0,https://covers.openlibrary.org/b/id/56245-L.jpg,/works/OL2706143W,True,False,,digital communications
BOOK00836,"Communication Skills, Second Edition","['Sanjay Kumar', 'Pushp Lata']",,"['Interpersonal communication', 'English language, grammar', 'English language, textbooks for foreign speakers']",2015.0,3.75,4.0,2.0,130.0,14.0,4.0,https://covers.openlibrary.org/b/id/13709732-L.jpg,/works/OL21287977W,True,False,,"communication skills, second edition"
BOOK00837,Digital and analog communication systems,['Leon W. Couch'],,"['Digital communications', 'Telecommunication systems', 'Nachrichtenübertragungstechnik', 'Analog electronic systems', 'Télécommunications, Systèmes de', 'Transmission numérique', 'Telecommunicatie', 'Digitale systemen']",1983.0,4.75,4.0,14.0,59.0,6.0,2.0,https://covers.openlibrary.org/b/id/1108044-L.jpg,/works/OL3282137W,True,False,,digital and analog communication systems
BOOK00838,Technical Communication,['John M. Lannon'],"*Technical Communication* offers complete coverage of technical communication, business communication, and professional writing in a user-friendly writing style. The topics move from basic foundational concepts, to chapters on research, visuals, style, document design, usability, and finally to specific documents (basic workplace correspondence to more complex documents, technologies, and oral presentations). The appendix includes thorough coverage of MLA, APA, and CSE (Council of Science Editors) documentation styles, and a handbook of grammar, mechanics, and usage. All descriptions of and instructions for creating technical documents are accompanied by clear, annotated model documents. In addition, graphic illustrations appear throughout the book to make abstract concepts easy to understand. Checklists and Projects provide plentiful opportunities to learn and reinforce chapter topics.","['Technical writing', 'open_syllabus_project', 'Communication of technical information', 'TECHNICAL WRITING', 'INFORMATION SYSTEMS', 'PUBLIC SPEAKING', 'COMMUNICATION', 'Textbooks', 'Rédaction technique', ""Manuels d'enseignement supérieur"", 'Information technique']",2000.0,4.5,2.0,14.0,30.0,2.0,2.0,https://covers.openlibrary.org/b/id/2382521-L.jpg,/works/OL2659167W,True,False,,technical communication
BOOK00839,Communicating with strangers,"['William B. Gudykunst', 'Young Yun Kim', 'William Gudykunst']",,"['Intercultural communication', 'Intergroup relations', 'Intercultural communication.', 'Communication', 'Culture', 'Interpersonal Relations', 'Cross-Cultural Comparison', 'Cultural Characteristics', 'Ethnopsychology', 'Prejudice', '77.63 social interaction and relations', 'Kulturkontakt', 'Interculturele communicatie', 'Interpersoonlijke communicatie', 'Comunicación intercultural']",1984.0,5.0,2.0,12.0,24.0,4.0,2.0,https://covers.openlibrary.org/b/id/4945892-L.jpg,/works/OL1834976W,True,False,,communicating with strangers
BOOK00840,Communication Theories,['Katherine Miller'],,"['Communication', 'Philosophy']",2001.0,4.75,4.0,5.0,56.0,3.0,3.0,https://covers.openlibrary.org/b/id/14415653-L.jpg,/works/OL1867753W,True,False,,communication theories
BOOK00841,Nonverbal communication in human interaction,"['Mark L. Knapp', 'Judith A. Hall']",,"['Body language', 'Communication non-verbale', 'Nonverbal communication (Psychology)', 'Gestik', 'Mimik', 'Interaktion', 'Nichtverbale Kommunikation', 'Nonverbal communication', 'Kinesics', 'Langage du corps', 'Non-verbale communicatie', 'Textbooks']",1972.0,5.0,1.0,16.0,37.0,7.0,1.0,https://covers.openlibrary.org/b/id/1274942-L.jpg,/works/OL2921027W,True,False,,nonverbal communication in human interaction
BOOK00842,Business and administrative communication,"['Kitty O. Locker', 'Donna S. Kienzler', 'Locker']",,"['Communication en gestion', 'Business communication', 'Communication in management', ""Communication dans l'entreprise"", 'Kommunikation', 'Unternehmen', 'Business communication & presentation', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Business & Economics / Business Communication', 'Business Communication - General', 'Business & Management', 'Komunikacja w zarządzaniu', 'Podręczniki akademickie', 'Komunikacja w organizacjach']",1989.0,5.0,1.0,22.0,21.0,2.0,1.0,https://covers.openlibrary.org/b/id/5445247-L.jpg,/works/OL2647816W,True,False,,business and administrative communication
BOOK00843,The media of mass communication 11th edition,['John Vivian'],,"['Mass media', 'Communication', 'Problems, exercises']",1991.0,,,18.0,67.0,0.0,0.0,https://covers.openlibrary.org/b/id/138233-L.jpg,/works/OL1918254W,True,False,,the media of mass communication 11th edition
BOOK00844,Nonverbal Communication,['Albert Mehrabian'],,"['Body language', 'Nonverbal communication (Psychology)', 'Nonverbal communication', 'Interpersonal communication', 'Communication', 'Psychological aspects', 'Kinesics', 'Communication non verbale', 'Langage du corps', 'Communication interpersonnelle', 'Aspect psychologique', 'SOCIAL SCIENCE', 'Body Language & Nonverbal Communication']",1972.0,,,5.0,38.0,4.0,1.0,https://covers.openlibrary.org/b/id/4607668-L.jpg,/works/OL4450656W,True,False,,nonverbal communication
BOOK00845,Modern digital and analogue communication systems,"['B. P. Lathi', 'Zhi Ding']",ABOUT SIGNALS,"['Digital communications', 'Statistical communication theory', 'Telecommunication systems', 'Nachrichtenu\x98bertragungssystem', 'Telecommunicatie', 'Digitale technieken', 'Analog-to-digital converters', 'Informationstheorie', 'Kommunikationssystem', 'Telekommunikation', 'Systèmes de télécommunications', 'Transmission numérique', 'Traitement du signal', 'Mathématiques', 'Telecommunications', 'Electrical', 'Tec009030', 'Cs.eng.elect_elect_eng']",1983.0,5.0,1.0,11.0,57.0,4.0,1.0,https://covers.openlibrary.org/b/id/123570-L.jpg,/works/OL1841854W,True,False,,modern digital and analogue communication systems
BOOK00846,Business communication,"['Kitty O. Locker', 'Stephen Kyo Kaczmarek', 'Kitty Locker']",,"['Business communication', 'Communication in organizations', 'Business writing', 'Comunicación en administración', 'Communication', 'Entreprise']",2001.0,3.0,2.0,16.0,30.0,0.0,3.0,https://covers.openlibrary.org/b/id/1084633-L.jpg,/works/OL2647815W,True,False,,business communication
BOOK00847,Gendered Lives,['Julia T. Wood'],,"['Communication', 'Sex differences', 'Sex role', 'Gender identity']",1993.0,5.0,2.0,13.0,30.0,5.0,5.0,https://covers.openlibrary.org/b/id/365050-L.jpg,/works/OL37777W,True,False,,gendered lives
BOOK00848,The dynamics of mass communication,['Joseph R. Dominick'],,"['Mass media', 'Médias', 'Mâedias']",1983.0,4.0,1.0,22.0,61.0,5.0,2.0,https://covers.openlibrary.org/b/id/4173899-L.jpg,/works/OL25943W,True,False,,the dynamics of mass communication
BOOK00849,History Of Communication Study,['Everett M. Rogers'],,"['Communication', 'History', 'Communicatiewetenschap', 'Histoire', 'Geschichte', 'Kommunikationsforschung', 'Kommunikation', 'Theorie', 'Communication, study and teaching']",1994.0,4.8333335,6.0,3.0,70.0,4.0,6.0,https://covers.openlibrary.org/b/id/19118-L.jpg,/works/OL718009W,True,False,,history of communication study
BOOK00850,Satellite communications,"['Timothy Pratt', 'Charles W. Bostian', 'Jeremy E. Allnutt']",,"['Artificial satellites in telecommunication', 'Technology', 'Telecommunications']",1986.0,5.0,2.0,9.0,20.0,4.0,3.0,https://covers.openlibrary.org/b/id/4143467-L.jpg,/works/OL5097833W,True,False,,satellite communications
BOOK00851,Communication 2000,['Agency for Instructional Technology'],,[],2001.0,,,20.0,14.0,2.0,0.0,https://covers.openlibrary.org/b/id/5062974-L.jpg,/works/OL8346455W,True,False,,communication 2000
BOOK00852,The changing face of western communism,[],,[],1980.0,4.714286,7.0,1.0,146.0,15.0,6.0,,/works/OL20690760M,True,False,,the changing face of western communism
BOOK00853,Communicating at work,"['Ronald B. Adler', 'Adler; Elmhorst', 'Ronald B. Adler', 'Jeanne Marquardt Elmhorst', 'Kristen Lucas Assistant Professor Ph.D.']","Highly regarded for its clarity, wealth of examples, and practical suggestions, this successful text offers a comprehensive look at oral communication in business and professional settings -- from preparing and delivering presentations to interviewing, from group problem-solving to interpersonal communication in the workplace. This fifth edition includes streamlined chapters on negotiating, interviewing, and running effective meetings. In addition, special attention has been given to gender issues in the workplace, including recent research on the different approaches men and women take to dealing with conflict. - Back cover.","['Interpersonal communication', 'Business communication', 'Communication in management', 'Presentatie', 'Communicatieve vaardigheden', 'Communication en gestion', 'Communication interpersonnelle']",1983.0,5.0,2.0,30.0,70.0,4.0,1.0,https://covers.openlibrary.org/b/id/10934171-L.jpg,/works/OL72508W,True,False,,communicating at work
BOOK00854,Multimedia communications,['Fred Halsall'],,"['Multimedia systems', 'Communicatie', 'Multimedia', 'Computernetwerken', 'Multimedias', 'Telecommunication systems']",2000.0,5.0,4.0,3.0,58.0,8.0,4.0,https://covers.openlibrary.org/b/id/1141865-L.jpg,/works/OL2960008W,True,False,,multimedia communications
BOOK00855,Mass communication theory,"['Stanley J. Baran', 'Dennis K. Davis']",,"['Mass media', 'Philosophy', 'Massacommunicatie', 'Theoriee\x98n', 'Medias', 'Philosophie', 'Media Studies', 'Sociology', 'Mass Communication', 'Cinema/Film: Book', 'Science/Mathematics', 'Performing Arts', 'Mass Media - General', 'Mass medias', 'Medios de comunicacion de masas', 'Language and languages']",1994.0,1.0,1.0,12.0,44.0,5.0,1.0,https://covers.openlibrary.org/b/id/4664431-L.jpg,/works/OL470061W,True,False,,mass communication theory
BOOK00856,Emotional Intelligence,['Daniel Goleman'],"¿Por qué algunas personas parecen dotadas de un don especial que les permite vivir bien, aunque no sean las que más se destacan por su inteligencia? ¿Por qué no siempre el alumno más inteligente termina siendo el más exitoso? ¿Por qué unos son más capaces que otros para enfrentar contratiempos, superar obstáculos y ver las dificultades bajo una óptica distinta? El libro demuestra cómo la inteligencia emocional puede ser fomentada y fortalecida en todos nosotros, y cómo la falta de la misma puede influir en el intelecto o arruinar una carrera. La inteligencia emocional nos permite tomar conciencia de nuestras emociones, comprender los sentimientos de los demás, tolerar las presiones y frustraciones que soportamos en el trabajo, acentuar nuestra capacidad de trabajar en equipo y adoptar una actitud empática y social, que nos brindará mayores posibilidades de desarrollo personal.","['Emotions and cognition', 'Intellect', 'Success, psychological aspects', 'Self-actualization (psychology)', 'Emotions', 'Social aspects', 'Emociones', 'Emociones y cognición', 'Aspectos sociales', 'Emociones y percepción', 'Business', 'Cognition', 'Emotional intelligence', 'Nonfiction', 'Psychological aspects', 'Psychological aspects of Success', 'Self-Improvement', 'Social aspects of Emotions', 'Success', 'open_syllabus_project', 'Emotionele intelligentie', 'Émotions', 'Intelligence émotionnelle', 'Intelligence', 'Émotions et cognition', 'Sociological aspects', 'Psychology &amp; psychiatry', 'Cognitive psychology', 'Psychological self-help', 'Personal growth', 'Children with special needs', 'Intel·ligència emocional', 'Cognició', 'Emocions', 'Emotion', 'Self Concept', 'Empathy', 'Social Behavior']",1995.0,3.942029,69.0,39.0,2335.0,200.0,106.0,https://covers.openlibrary.org/b/id/1359485-L.jpg,/works/OL1878267W,True,False,,emotional intelligence
BOOK00857,Emotional Intelligence 2.0,"['Travis Bradberry', 'Jean Greaves', 'Jean Greaves Travis Bradberry', 'Tom Parks']","In today's fast-paced world of competitive workplaces and turbulent economic conditions, each of us is searching for effective tools that can help us to manage, adapt, and strike out ahead of the pack. By now, emotional intelligence (EQ) needs little introduction—it's no secret that EQ is critical to your success. But knowing what EQ is and knowing how to use it to improve your life are two very different things. Emotional Intelligence 2.0 delivers a step-by-step program for increasing your EQ via four core EQ skills that enable you to achieve your fullest potential:1) Self-Awareness2) Self-Management3) Social Awareness4) Relationship ManagementYour purchase of Emotional Intelligence 2.0 includes online access to the Emotional Intelligence Appraisal test.To take the test:1) Go to www.TalentSmart.com/supportform and request your unique code2) Visit www.TalentSmart.com/test 3) Click on the ""I'M READY"" button, then sign in using your unique passcode","['Nonfiction', 'Self-Improvement', 'EQ skill', 'self-awareness', 'self-management', 'social awareness', 'and relationship management', 'Emotional intelligence', 'BUSINESS & ECONOMICS / Skills', 'SELF-HELP / Personal Growth / Success', 'BUSINESS & ECONOMICS / Motivational', 'Intelligence émotionnelle', ""Développement d'aptitudes"", 'BUSINESS & ECONOMICS / Leadership', 'Relations humaines', 'Aspects psychologiques', 'Développement personnel', 'Inteligencia emocional', 'Bf576 .b73 2009', 'Bf 576 b798 2009', '152.4 bra', 'B842.6']",2009.0,3.8888888,9.0,7.0,499.0,29.0,18.0,https://covers.openlibrary.org/b/id/11123603-L.jpg,/works/OL15189300W,True,False,,emotional intelligence 2.0
BOOK00858,Emotional Intelligence,['Daniela GOLEMAN'],,[],2019.0,4.3333335,3.0,1.0,141.0,13.0,4.0,https://covers.openlibrary.org/b/id/13262112-L.jpg,/works/OL29984714W,True,False,,emotional intelligence
